Lflavo2a000001P1 lcl|NW_015149102.1_prot_XP_015187713.1_18870
Lflavo2a012377P1 lcl|NW_015148994.1_prot_XP_015175759.1_8116
Lflavo2a012382P1 lcl|NW_015149155.1_prot_XP_015189072.1_20071
Lflavo2a012384P1 lcl|NW_015148975.1_prot_XP_015191472.1_3398
Lflavo2a012389P1 lcl|NW_015149029.1_prot_XP_015182178.1_13913
Lflavo2a012390P1 lcl|NW_015149185.1_prot_XP_015189481.1_20425
Lflavo2a012391P1 lcl|NW_015148986.1_prot_XP_015173856.1_6409
Lflavo2a012392P1 lcl|NW_015148976.1_prot_XP_015191548.1_3617
Lflavo2a012393P1 lcl|NW_015149002.1_prot_XP_015177209.1_9502
Lflavo2a012397P2 lcl|NW_015149002.1_prot_XP_015177360.1_9497
Lflavo2a012399P1 lcl|NW_015149070.1_prot_XP_015185963.1_17298
Lflavo2a012402P1 lcl|NW_015149002.1_prot_XP_015177364.1_9501
Lflavo2a012403P2 lcl|NW_015149068.1_prot_XP_015185798.1_17073
Lflavo2a012404P2 lcl|NW_015149029.1_prot_XP_015182193.1_13912
Lflavo2a012405P1 lcl|NW_015149002.1_prot_XP_015177337.1_9427
Lflavo2a012406P1 lcl|NW_015149002.1_prot_XP_015177361.1_9498
Lflavo2a012407P1 lcl|NW_015149068.1_prot_XP_015185800.1_17075
Lflavo2a012410P1 lcl|NW_015149054.1_prot_XP_015184620.1_16083
Lflavo2a012411P1 lcl|NW_015149002.1_prot_XP_015177354.1_9431
Lflavo2a012412P1 lcl|NW_015149002.1_prot_XP_015177362.1_9499
Lflavo2a012413P1 lcl|NW_015149093.1_prot_XP_015187293.1_18498
Lflavo2a012415P1 lcl|NW_015148975.1_prot_XP_015191407.1_3395
Lflavo2a012424P1 lcl|NW_015148987.1_prot_XP_015174060.1_6600
Lflavo2a012425P2 lcl|NW_015148987.1_prot_XP_015174112.1_6599
Lflavo2a012427P1 lcl|NW_015148987.1_prot_XP_015174087.1_6598
Lflavo2a012428P1 lcl|NW_015148987.1_prot_XP_015173891.1_6607
Lflavo2a012429P1 lcl|NW_015149018.1_prot_XP_015180770.1_12656
Lflavo2a012440P4 lcl|NW_015148982.1_prot_XP_015173015.1_5503
Lflavo2a012450P1 lcl|NW_015148973.1_prot_XP_015189383.1_2528
Lflavo2a012451P1 lcl|NW_015148973.1_prot_XP_015189317.1_2530
Lflavo2a012452P1 lcl|NW_015148973.1_prot_XP_015190005.1_2523
Lflavo2a012452P2 lcl|NW_015148973.1_prot_XP_015190004.1_2524
Lflavo2a012452P3 lcl|NW_015148973.1_prot_XP_015190009.1_2526
Lflavo2a012453P1 lcl|NW_015148973.1_prot_XP_015189374.1_2533
Lflavo2a012459P1 lcl|NW_015149141.1_prot_XP_015188812.1_19846
Lflavo2a012460P1 lcl|NW_015149092.1_prot_XP_015187112.1_18352
Lflavo2a012464P1 lcl|NW_015148977.1_prot_XP_015171403.1_3967
Lflavo2a012465P1 lcl|NW_015148980.1_prot_XP_015172136.1_4859
Lflavo2a012466P2 lcl|NW_015148977.1_prot_XP_015171402.1_3969
Lflavo2a012466P3 lcl|NW_015148977.1_prot_XP_015171400.1_3970
Lflavo2a012467P2 lcl|NW_015149085.1_prot_XP_015186824.1_18058
Lflavo2a012470P1 lcl|NW_015148987.1_prot_XP_015173888.1_6617
Lflavo2a012474P1 lcl|NW_015149141.1_prot_XP_015188811.1_19845
Lflavo2a012479P1 lcl|NW_015148980.1_prot_XP_015172512.1_4851
Lflavo2a012482P1 lcl|NW_015149228.1_prot_XP_015189659.1_20593
Lflavo2a012483P1 lcl|NW_015149085.1_prot_XP_015186846.1_18060
Lflavo2a012484P2 lcl|NW_015148987.1_prot_XP_015174094.1_6610
Lflavo2a012486P2 lcl|NW_015148980.1_prot_XP_015172156.1_4862
Lflavo2a012493P1 lcl|NW_015149158.1_prot_XP_015189134.1_20155
Lflavo2a012494P1 lcl|NW_015149158.1_prot_XP_015189136.1_20157
Lflavo2a012496P1 lcl|NW_015148980.1_prot_XP_015172443.1_4852
Lflavo2a012501P1 lcl|NW_015149068.1_prot_XP_015185713.1_17130
Lflavo2a012502P1 lcl|NW_015148987.1_prot_XP_015173946.1_6612
Lflavo2a012508P1 lcl|NW_015148977.1_prot_XP_015171161.1_3960
Lflavo2a012509P1 lcl|NW_015148980.1_prot_XP_015172160.1_4864
Lflavo2a012510P1 lcl|NW_015148980.1_prot_XP_015172134.1_4857
Lflavo2a012512P1 lcl|NW_015148987.1_prot_XP_015173947.1_6616
Lflavo2a012513P1 lcl|NW_015149094.1_prot_XP_015187362.1_18548
Lflavo2a012513P2 lcl|NW_015149094.1_prot_XP_015187358.1_18547
Lflavo2a012518P1 lcl|NW_015148980.1_prot_XP_015172438.1_4853
Lflavo2a012524P1 lcl|NW_015149141.1_prot_XP_015188810.1_19844
Lflavo2a012527P1 lcl|NW_015149044.1_prot_XP_015183772.1_15191
Lflavo2a012529P1 lcl|NW_015149018.1_prot_XP_015180795.1_12660
Lflavo2a012531P2 lcl|NW_015148975.1_prot_XP_015191395.1_3177
Lflavo2a012532P1 lcl|NW_015148975.1_prot_XP_015190980.1_3195
Lflavo2a012533P1 lcl|NW_015148975.1_prot_XP_015191231.1_3189
Lflavo2a012534P1 lcl|NW_015148975.1_prot_XP_015191284.1_3436
Lflavo2a012537P1 lcl|NW_015148975.1_prot_XP_015191515.1_3423
Lflavo2a012538P1 lcl|NW_015148975.1_prot_XP_015191222.1_3322
Lflavo2a012539P1 lcl|NW_015148975.1_prot_XP_015191236.1_3191
Lflavo2a012540P1 lcl|NW_015149078.1_prot_XP_015186386.1_17671
Lflavo2a012543P1 lcl|NW_015149068.1_prot_XP_015185806.1_17147
Lflavo2a012545P3 lcl|NW_015148978.1_prot_XP_015171671.1_4433
Lflavo2a012546P1 lcl|NW_015149078.1_prot_XP_015186401.1_17665
Lflavo2a012548P2 lcl|NW_015148981.1_prot_XP_015172529.1_5287
Lflavo2a012549P1 lcl|NW_015149044.1_prot_XP_015183753.1_15192
Lflavo2a012550P1 lcl|NW_015148975.1_prot_XP_015191466.1_3201
Lflavo2a012551P1 lcl|NW_015149078.1_prot_XP_015186397.1_17670
Lflavo2a012552P1 lcl|NW_015148981.1_prot_XP_015172606.1_5281
Lflavo2a012553P1 lcl|NW_015148975.1_prot_XP_015191399.1_3180
Lflavo2a012554P1 lcl|NW_015148975.1_prot_XP_015191544.1_3440
Lflavo2a012555P1 lcl|NW_015149054.1_prot_XP_015184685.1_16114
Lflavo2a012557P1 lcl|NW_015148981.1_prot_XP_015172619.1_5282
Lflavo2a012560P1 lcl|NW_015149044.1_prot_XP_015183773.1_15202
Lflavo2a012561P1 lcl|NW_015149078.1_prot_XP_015186390.1_17675
Lflavo2a012563P2 lcl|NW_015149044.1_prot_XP_015183754.1_15195
Lflavo2a012564P2 lcl|NW_015149044.1_prot_XP_015183781.1_15189
Lflavo2a012565P2 lcl|NW_015148975.1_prot_XP_015191442.1_3175
Lflavo2a012567P1 lcl|NW_015149078.1_prot_XP_015186395.1_17668
Lflavo2a012567P2 lcl|NW_015149078.1_prot_XP_015186394.1_17666
Lflavo2a012568P1 lcl|NW_015149078.1_prot_XP_015186385.1_17677
Lflavo2a012569P1 lcl|NW_015149078.1_prot_XP_015186387.1_17672
Lflavo2a012571P1 lcl|NW_015148975.1_prot_XP_015191279.1_3438
Lflavo2a012572P2 lcl|NW_015148975.1_prot_XP_015191353.1_3427
Lflavo2a012572P6 lcl|NW_015148975.1_prot_XP_015191355.1_3428
Lflavo2a012573P1 lcl|NW_015149069.1_prot_XP_015185820.1_17154
Lflavo2a012574P1 lcl|NW_015148988.1_prot_XP_015174422.1_6711
Lflavo2a012575P1 lcl|NW_015149018.1_prot_XP_015180779.1_12658
Lflavo2a012576P1 lcl|NW_015149010.1_prot_XP_015179046.1_10819
Lflavo2a012579P1 lcl|NW_015148975.1_prot_XP_015191041.1_3184
Lflavo2a012580P1 lcl|NW_015149044.1_prot_XP_015183597.1_15193
Lflavo2a012582P1 lcl|NW_015148975.1_prot_XP_015191351.1_3425
Lflavo2a012583P2 lcl|NW_015148975.1_prot_XP_015191487.1_3196
Lflavo2a012584P2 lcl|NW_015149044.1_prot_XP_015183733.1_15201
Lflavo2a012586P1 lcl|NW_015149125.1_prot_XP_015188476.1_19548
Lflavo2a012587P1 lcl|NW_015149079.1_prot_XP_015186417.1_17702
Lflavo2a012592P1 lcl|NW_015148975.1_prot_XP_015191398.1_3183
Lflavo2a012594P1 lcl|NW_015148975.1_prot_XP_015191282.1_3437
Lflavo2a012595P1 lcl|NW_015149018.1_prot_XP_015180771.1_12659
Lflavo2a012596P1 lcl|NW_015148981.1_prot_XP_015172613.1_5285
Lflavo2a012597P1 lcl|NW_015149054.1_prot_XP_015184674.1_16116
Lflavo2a012598P1 lcl|NW_015148994.1_prot_XP_015175722.1_8047
Lflavo2a012599P1 lcl|NW_015148988.1_prot_XP_015174141.1_6710
Lflavo2a012601P1 lcl|NW_015148981.1_prot_XP_015172632.1_5286
Lflavo2a012602P1 lcl|NW_015149054.1_prot_XP_015184686.1_16136
Lflavo2a012606P1 lcl|NW_015148975.1_prot_XP_015191283.1_3435
Lflavo2a012608P1 lcl|NW_015148999.1_prot_XP_015176946.1_8984
Lflavo2a012609P1 lcl|NW_015148975.1_prot_XP_015191483.1_3432
Lflavo2a012610P1 lcl|NW_015148988.1_prot_XP_015174263.1_6719
Lflavo2a012610P2 lcl|NW_015148988.1_prot_XP_015174258.1_6714
Lflavo2a012611P1 lcl|NW_015148975.1_prot_XP_015191198.1_3202
Lflavo2a012612P2 lcl|NW_015149044.1_prot_XP_015183788.1_15177
Lflavo2a012613P1 lcl|NW_015148972.1_prot_XP_015181385.1_1545
Lflavo2a012618P1 lcl|NW_015148975.1_prot_XP_015190999.1_3185
Lflavo2a012619P2 lcl|NW_015149054.1_prot_XP_015184656.1_16139
Lflavo2a012619P3 lcl|NW_015149054.1_prot_XP_015184657.1_16138
Lflavo2a012620P1 lcl|NW_015149054.1_prot_XP_015184679.1_16121
Lflavo2a012622P1 lcl|NW_015148975.1_prot_XP_015190977.1_3188
Lflavo2a012623P1 lcl|NW_015148975.1_prot_XP_015191350.1_3424
Lflavo2a012628P1 lcl|NW_015149044.1_prot_XP_015183735.1_15170
Lflavo2a012629P1 lcl|NW_015149079.1_prot_XP_015186418.1_17701
Lflavo2a012630P1 lcl|NW_015149044.1_prot_XP_015183759.1_15194
Lflavo2a012631P1 lcl|NW_015148975.1_prot_XP_015191403.1_3187
Lflavo2a012633P1 lcl|NW_015149010.1_prot_XP_015178753.1_10818
Lflavo2a012634P1 lcl|NW_015149044.1_prot_XP_015183760.1_15199
Lflavo2a012635P1 lcl|NW_015148975.1_prot_XP_015191525.1_3442
Lflavo2a012636P1 lcl|NW_015149166.1_prot_XP_015189298.1_20278
Lflavo2a012638P1 lcl|NW_015148975.1_prot_XP_015191200.1_3203
Lflavo2a012639P1 lcl|NW_015149018.1_prot_XP_015180778.1_12657
Lflavo2a012650P1 lcl|NW_015149018.1_prot_XP_015180881.1_12719
Lflavo2a012654P1 lcl|NW_015149018.1_prot_XP_015180887.1_12716
Lflavo2a012656P1 lcl|NW_015149018.1_prot_XP_015180883.1_12717
Lflavo2a012658P1 lcl|NW_015149018.1_prot_XP_015180886.1_12712
Lflavo2a012659P1 lcl|NW_015149100.1_prot_XP_015187619.1_18805
Lflavo2a012662P1 lcl|NW_015149018.1_prot_XP_015180896.1_12707
Lflavo2a012663P1 lcl|NW_015149018.1_prot_XP_015180877.1_12710
Lflavo2a012666P1 lcl|NW_015149005.1_prot_XP_015177763.1_9889
Lflavo2a012668P1 lcl|NW_015149018.1_prot_XP_015180772.1_12708
Lflavo2a012669P1 lcl|NW_015149005.1_prot_XP_015177896.1_9982
Lflavo2a012671P1 lcl|NW_015149005.1_prot_XP_015177762.1_9886
Lflavo2a012673P1 lcl|NW_015149018.1_prot_XP_015180879.1_12709
Lflavo2a012674P1 lcl|NW_015148987.1_prot_XP_015174099.1_6564
Lflavo2a012679P1 lcl|NW_015148973.1_prot_XP_015190093.1_2117
Lflavo2a012681P1 lcl|NW_015148981.1_prot_XP_015172595.1_5191
Lflavo2a012682P1 lcl|NW_015149026.1_prot_XP_015181823.1_13737
Lflavo2a012683P1 lcl|NW_015149013.1_prot_XP_015179534.1_11539
Lflavo2a012684P1 lcl|NW_015148998.1_prot_XP_015176609.1_8755
Lflavo2a012688P1 lcl|NW_015149130.1_prot_XP_015188591.1_19662
Lflavo2a012689P1 lcl|NW_015149049.1_prot_XP_015184212.1_15710
Lflavo2a012693P1 lcl|NW_015149013.1_prot_XP_015179677.1_11519
Lflavo2a012694P1 lcl|NW_015149011.1_prot_XP_015179219.1_11219
Lflavo2a012695P1 lcl|NW_015149130.1_prot_XP_015188587.1_19660
Lflavo2a012696P1 lcl|NW_015149013.1_prot_XP_015179553.1_11537
Lflavo2a012697P1 lcl|NW_015149049.1_prot_XP_015184207.1_15713
Lflavo2a012698P1 lcl|NW_015148973.1_prot_XP_015190097.1_2113
Lflavo2a012706P2 lcl|NW_015149023.1_prot_XP_015181329.1_13273
Lflavo2a012707P1 lcl|NW_015149023.1_prot_XP_015181421.1_13274
Lflavo2a012709P1 lcl|NW_015149023.1_prot_XP_015181388.1_13256
Lflavo2a012714P1 lcl|NW_015149023.1_prot_XP_015181337.1_13261
Lflavo2a012715P1 lcl|NW_015149023.1_prot_XP_015181467.1_13264
Lflavo2a012716P1 lcl|NW_015148988.1_prot_XP_015174163.1_6745
Lflavo2a012717P1 lcl|NW_015148985.1_prot_XP_015173586.1_6014
Lflavo2a012718P1 lcl|NW_015149023.1_prot_XP_015181464.1_13265
Lflavo2a012721P1 lcl|NW_015149023.1_prot_XP_015181391.1_13258
Lflavo2a012722P1 lcl|NW_015149023.1_prot_XP_015181459.1_13269
Lflavo2a012723P1 lcl|NW_015148988.1_prot_XP_015174162.1_6744
Lflavo2a012724P2 lcl|NW_015148982.1_prot_XP_015172915.1_5509
Lflavo2a012725P1 lcl|NW_015149120.1_prot_XP_015188318.1_19421
Lflavo2a012726P1 lcl|NW_015149060.1_prot_XP_015185084.1_16536
Lflavo2a012727P1 lcl|NW_015148992.1_prot_XP_015175315.1_7781
Lflavo2a012727P2 lcl|NW_015148992.1_prot_XP_015175316.1_7778
Lflavo2a012728P2 lcl|NW_015149060.1_prot_XP_015185164.1_16552
Lflavo2a012729P1 lcl|NW_015149060.1_prot_XP_015185141.1_16549
Lflavo2a012729P2 lcl|NW_015149060.1_prot_XP_015185142.1_16548
Lflavo2a012731P1 lcl|NW_015149120.1_prot_XP_015188309.1_19419
Lflavo2a012732P1 lcl|NW_015149060.1_prot_XP_015185093.1_16547
Lflavo2a012733P1 lcl|NW_015149060.1_prot_XP_015185078.1_16542
Lflavo2a012735P1 lcl|NW_015149120.1_prot_XP_015188317.1_19420
Lflavo2a012736P1 lcl|NW_015149060.1_prot_XP_015185086.1_16539
Lflavo2a012737P1 lcl|NW_015149060.1_prot_XP_015185155.1_16551
Lflavo2a012738P1 lcl|NW_015149060.1_prot_XP_015185090.1_16544
Lflavo2a012740P1 lcl|NW_015149016.1_prot_XP_015180287.1_12342
Lflavo2a012741P1 lcl|NW_015149020.1_prot_XP_015181044.1_12802
Lflavo2a012743P1 lcl|NW_015149068.1_prot_XP_015185756.1_17053
Lflavo2a012744P1 lcl|NW_015148996.1_prot_XP_015176158.1_8503
Lflavo2a012745P1 lcl|NW_015149022.1_prot_XP_015181206.1_13079
Lflavo2a012746P1 lcl|NW_015148985.1_prot_XP_015173550.1_6146
Lflavo2a012747P1 lcl|NW_015149004.1_prot_XP_015177620.1_9772
Lflavo2a012747P6 lcl|NW_015149004.1_prot_XP_015177619.1_9773
Lflavo2a012748P1 lcl|NW_015148985.1_prot_XP_015173597.1_6140
Lflavo2a012749P1 lcl|NW_015148986.1_prot_XP_015173738.1_6282
Lflavo2a012750P1 lcl|NW_015148996.1_prot_XP_015176167.1_8498
Lflavo2a012751P1 lcl|NW_015149112.1_prot_XP_015188007.1_19193
Lflavo2a012752P1 lcl|NW_015148981.1_prot_XP_015172631.1_5288
Lflavo2a012753P1 lcl|NW_015148996.1_prot_XP_015176168.1_8499
Lflavo2a012754P2 lcl|NW_015148985.1_prot_XP_015173574.1_6142
Lflavo2a012755P1 lcl|NW_015148979.1_prot_XP_015171908.1_4661
Lflavo2a012756P1 lcl|NW_015148985.1_prot_XP_015173498.1_6001
Lflavo2a012757P1 lcl|NW_015149093.1_prot_XP_015187258.1_18495
Lflavo2a012758P1 lcl|NW_015149068.1_prot_XP_015185768.1_17093
Lflavo2a012759P1 lcl|NW_015148996.1_prot_XP_015176118.1_8517
Lflavo2a012760P1 lcl|NW_015148993.1_prot_XP_015175459.1_7916
Lflavo2a012765P2 lcl|NW_015148979.1_prot_XP_015172128.1_4810
Lflavo2a012766P1 lcl|NW_015148982.1_prot_XP_015172950.1_5536
Lflavo2a012768P1 lcl|NW_015149093.1_prot_XP_015187322.1_18493
Lflavo2a012769P1 lcl|NW_015148996.1_prot_XP_015176041.1_8467
Lflavo2a012771P1 lcl|NW_015149016.1_prot_XP_015180284.1_12354
Lflavo2a012772P1 lcl|NW_015149151.1_prot_XP_015189027.1_20038
Lflavo2a012774P2 lcl|NW_015149068.1_prot_XP_015185804.1_17150
Lflavo2a012776P1 lcl|NW_015149074.1_prot_XP_015186168.1_17467
Lflavo2a012777P1 lcl|NW_015148996.1_prot_XP_015176048.1_8483
Lflavo2a012778P1 lcl|NW_015149093.1_prot_XP_015187321.1_18492
Lflavo2a012779P1 lcl|NW_015149180.1_prot_XP_015189419.1_20385
Lflavo2a012780P1 lcl|NW_015148996.1_prot_XP_015175984.1_8496
Lflavo2a012782P1 lcl|NW_015149055.1_prot_XP_015184785.1_16201
Lflavo2a012783P1 lcl|NW_015149055.1_prot_XP_015184709.1_16206
Lflavo2a012784P1 lcl|NW_015148993.1_prot_XP_015175452.1_7861
Lflavo2a012785P1 lcl|NW_015148979.1_prot_XP_015171966.1_4812
Lflavo2a012788P1 lcl|NW_015149055.1_prot_XP_015184689.1_16205
Lflavo2a012790P1 lcl|NW_015148985.1_prot_XP_015173600.1_6136
Lflavo2a012792P1 lcl|NW_015149121.1_prot_XP_015188401.1_19480
Lflavo2a012793P1 lcl|NW_015149180.1_prot_XP_015189423.1_20388
Lflavo2a012793P3 lcl|NW_015149180.1_prot_XP_015189424.1_20390
Lflavo2a012793P4 lcl|NW_015149180.1_prot_XP_015189422.1_20389
Lflavo2a012794P1 lcl|NW_015149023.1_prot_XP_015181357.1_13171
Lflavo2a012795P1 lcl|NW_015149121.1_prot_XP_015188350.1_19478
Lflavo2a012797P1 lcl|NW_015149112.1_prot_XP_015188078.1_19194
Lflavo2a012798P1 lcl|NW_015149093.1_prot_XP_015187305.1_18490
Lflavo2a012799P1 lcl|NW_015148985.1_prot_XP_015173573.1_6141
Lflavo2a012800P1 lcl|NW_015148986.1_prot_XP_015173737.1_6286
Lflavo2a012803P1 lcl|NW_015149016.1_prot_XP_015180298.1_12344
Lflavo2a012804P1 lcl|NW_015149016.1_prot_XP_015180274.1_12332
Lflavo2a012805P1 lcl|NW_015149055.1_prot_XP_015184774.1_16202
Lflavo2a012807P1 lcl|NW_015148981.1_prot_XP_015172627.1_5289
Lflavo2a012808P1 lcl|NW_015148985.1_prot_XP_015173530.1_6004
Lflavo2a012809P1 lcl|NW_015149145.1_prot_XP_015188924.1_19946
Lflavo2a012811P1 lcl|NW_015149004.1_prot_XP_015177618.1_9778
Lflavo2a012812P1 lcl|NW_015148993.1_prot_XP_015175460.1_7917
Lflavo2a012813P1 lcl|NW_015149110.1_prot_XP_015187920.1_19091
Lflavo2a012814P1 lcl|NW_015148985.1_prot_XP_015173588.1_6135
Lflavo2a012815P1 lcl|NW_015149013.1_prot_XP_015179748.1_11632
Lflavo2a012816P1 lcl|NW_015148972.1_prot_XP_015181875.1_1501
Lflavo2a012817P1 lcl|NW_015148996.1_prot_XP_015176166.1_8497
Lflavo2a012818P1 lcl|NW_015148999.1_prot_XP_015176873.1_8893
Lflavo2a012820P2 lcl|NW_015148979.1_prot_XP_015171992.1_4659
Lflavo2a012822P2 lcl|NW_015148996.1_prot_XP_015176115.1_8515
Lflavo2a012823P1 lcl|NW_015148986.1_prot_XP_015173749.1_6287
Lflavo2a012824P1 lcl|NW_015148972.1_prot_XP_015187016.1_1500
Lflavo2a012825P1 lcl|NW_015149068.1_prot_XP_015185780.1_17095
Lflavo2a012825P2 lcl|NW_015149068.1_prot_XP_015185785.1_17100
Lflavo2a012826P1 lcl|NW_015149015.1_prot_XP_015180129.1_11909
Lflavo2a012827P1 lcl|NW_015149145.1_prot_XP_015188900.1_19939
Lflavo2a012828P1 lcl|NW_015149093.1_prot_XP_015187314.1_18497
Lflavo2a012829P1 lcl|NW_015149013.1_prot_XP_015179750.1_11634
Lflavo2a012830P1 lcl|NW_015149020.1_prot_XP_015181043.1_12801
Lflavo2a012831P1 lcl|NW_015149093.1_prot_XP_015187318.1_18494
Lflavo2a012832P1 lcl|NW_015149091.1_prot_XP_015187068.1_18313
Lflavo2a012834P1 lcl|NW_015148985.1_prot_XP_015173495.1_5997
Lflavo2a012836P1 lcl|NW_015149044.1_prot_XP_015183672.1_15220
Lflavo2a012838P1 lcl|NW_015148998.1_prot_XP_015176390.1_8664
Lflavo2a012839P1 lcl|NW_015148985.1_prot_XP_015173494.1_5999
Lflavo2a012840P1 lcl|NW_015148972.1_prot_XP_015186101.1_1498
Lflavo2a012842P1 lcl|NW_015148985.1_prot_XP_015173562.1_6137
Lflavo2a012843P1 lcl|NW_015149074.1_prot_XP_015186156.1_17473
Lflavo2a012844P1 lcl|NW_015149034.1_prot_XP_015182623.1_14319
Lflavo2a012849P3 lcl|NW_015148996.1_prot_XP_015176117.1_8516
Lflavo2a012851P1 lcl|NW_015149004.1_prot_XP_015177649.1_9779
Lflavo2a012852P1 lcl|NW_015149016.1_prot_XP_015180291.1_12360
Lflavo2a012856P1 lcl|NW_015149121.1_prot_XP_015188395.1_19479
Lflavo2a012859P1 lcl|NW_015148985.1_prot_XP_015173401.1_6143
Lflavo2a012860P1 lcl|NW_015148979.1_prot_XP_015172114.1_4811
Lflavo2a012861P1 lcl|NW_015149057.1_prot_XP_015184948.1_16370
Lflavo2a012862P1 lcl|NW_015148979.1_prot_XP_015171984.1_4807
Lflavo2a012863P1 lcl|NW_015149091.1_prot_XP_015187074.1_18309
Lflavo2a012865P1 lcl|NW_015149068.1_prot_XP_015185710.1_17137
Lflavo2a012866P1 lcl|NW_015149093.1_prot_XP_015187261.1_18486
Lflavo2a012867P1 lcl|NW_015148985.1_prot_XP_015173531.1_6002
Lflavo2a012868P1 lcl|NW_015149016.1_prot_XP_015180261.1_12343
Lflavo2a012872P1 lcl|NW_015149055.1_prot_XP_015184817.1_16160
Lflavo2a012875P1 lcl|NW_015149055.1_prot_XP_015184727.1_16229
Lflavo2a012876P1 lcl|NW_015149068.1_prot_XP_015185712.1_17134
Lflavo2a012878P1 lcl|NW_015148972.1_prot_XP_015187004.1_1499
Lflavo2a012879P2 lcl|NW_015149099.1_prot_XP_015187550.1_18747
Lflavo2a012880P1 lcl|NW_015149093.1_prot_XP_015187323.1_18491
Lflavo2a012881P1 lcl|NW_015148972.1_prot_XP_015185566.1_1502
Lflavo2a012882P1 lcl|NW_015149055.1_prot_XP_015184713.1_16210
Lflavo2a012883P1 lcl|NW_015149155.1_prot_XP_015189074.1_20066
Lflavo2a012884P1 lcl|NW_015149016.1_prot_XP_015180296.1_12345
Lflavo2a012885P1 lcl|NW_015149074.1_prot_XP_015186208.1_17464
Lflavo2a012887P1 lcl|NW_015148979.1_prot_XP_015171931.1_4820
Lflavo2a012888P1 lcl|NW_015148972.1_prot_XP_015185580.1_1504
Lflavo2a012890P2 lcl|NW_015149068.1_prot_XP_015185692.1_17148
Lflavo2a012892P1 lcl|NW_015149055.1_prot_XP_015184775.1_16203
Lflavo2a012893P1 lcl|NW_015149034.1_prot_XP_015182631.1_14322
Lflavo2a012895P1 lcl|NW_015149052.1_prot_XP_015184485.1_15982
Lflavo2a012896P1 lcl|NW_015148985.1_prot_XP_015173532.1_6003
Lflavo2a012899P1 lcl|NW_015148996.1_prot_XP_015176116.1_8519
Lflavo2a012900P1 lcl|NW_015149110.1_prot_XP_015187921.1_19093
Lflavo2a012902P1 lcl|NW_015148985.1_prot_XP_015173590.1_6134
Lflavo2a012903P1 lcl|NW_015149016.1_prot_XP_015180270.1_12340
Lflavo2a012904P1 lcl|NW_015148996.1_prot_XP_015176222.1_8494
Lflavo2a012905P1 lcl|NW_015149074.1_prot_XP_015186171.1_17479
Lflavo2a012907P1 lcl|NW_015149057.1_prot_XP_015184959.1_16369
Lflavo2a012908P2 lcl|NW_015148975.1_prot_XP_015191197.1_3205
Lflavo2a012910P1 lcl|NW_015149020.1_prot_XP_015181042.1_12798
Lflavo2a012912P1 lcl|NW_015148971.1_prot_XP_015180410.1_1150
Lflavo2a012914P1 lcl|NW_015148980.1_prot_XP_015172217.1_4916
Lflavo2a012915P1 lcl|NW_015148979.1_prot_XP_015171766.1_4516
Lflavo2a012916P1 lcl|NW_015148979.1_prot_XP_015172043.1_4517
Lflavo2a012918P1 lcl|NW_015148980.1_prot_XP_015172219.1_4914
Lflavo2a012921P1 lcl|NW_015149028.1_prot_XP_015182102.1_13811
Lflavo2a012922P1 lcl|NW_015148975.1_prot_XP_015191025.1_3063
Lflavo2a012924P1 lcl|NW_015148974.1_prot_XP_015190585.1_2679
Lflavo2a012925P1 lcl|NW_015148975.1_prot_XP_015191061.1_3492
Lflavo2a012926P1 lcl|NW_015149072.1_prot_XP_015186051.1_17343
Lflavo2a012927P2 lcl|NW_015148994.1_prot_XP_015175592.1_8095
Lflavo2a012928P1 lcl|NW_015148975.1_prot_XP_015191056.1_3488
Lflavo2a012929P1 lcl|NW_015148996.1_prot_XP_015176215.1_8397
Lflavo2a012930P1 lcl|NW_015148975.1_prot_XP_015190991.1_3473
Lflavo2a012931P2 lcl|NW_015148993.1_prot_XP_015175496.1_7813
Lflavo2a012933P1 lcl|NW_015148974.1_prot_XP_015190589.1_2683
Lflavo2a012934P2 lcl|NW_015148973.1_prot_XP_015190054.1_2140
Lflavo2a012937P1 lcl|NW_015148975.1_prot_XP_015191075.1_3504
Lflavo2a012938P1 lcl|NW_015148975.1_prot_XP_015191122.1_3470
Lflavo2a012939P2 lcl|NW_015149003.1_prot_XP_015177430.1_9609
Lflavo2a012941P1 lcl|NW_015148975.1_prot_XP_015191086.1_3514
Lflavo2a012942P1 lcl|NW_015149072.1_prot_XP_015186045.1_17342
Lflavo2a012943P1 lcl|NW_015149092.1_prot_XP_015187163.1_18366
Lflavo2a012944P1 lcl|NW_015149075.1_prot_XP_015186293.1_17534
Lflavo2a012946P1 lcl|NW_015148998.1_prot_XP_015176440.1_8811
Lflavo2a012947P1 lcl|NW_015149072.1_prot_XP_015186037.1_17349
Lflavo2a012948P1 lcl|NW_015149072.1_prot_XP_015186010.1_17351
Lflavo2a012949P1 lcl|NW_015148975.1_prot_XP_015191053.1_3487
Lflavo2a012950P1 lcl|NW_015148972.1_prot_XP_015181934.1_1314
Lflavo2a012951P1 lcl|NW_015148975.1_prot_XP_015190992.1_3486
Lflavo2a012952P1 lcl|NW_015148972.1_prot_XP_015187245.1_1316
Lflavo2a012953P1 lcl|NW_015148990.1_prot_XP_015174661.1_7240
Lflavo2a012954P1 lcl|NW_015149097.1_prot_XP_015187478.1_18651
Lflavo2a012956P1 lcl|NW_015149003.1_prot_XP_015177409.1_9610
Lflavo2a012957P1 lcl|NW_015149072.1_prot_XP_015186011.1_17352
