Lflavo2a000001P1 NP_001014747.1
Lflavo2a010790P1 NP_001247237.1
Lflavo2a010792P1 NP_524795.2
Lflavo2a010793P1 NP_572436.1
Lflavo2a010794P1 NP_650257.1
Lflavo2a010795P1 NP_572999.1
Lflavo2a010797P14 NP_523651.4
Lflavo2a010798P1 NP_001262676.1
Lflavo2a010823P1 NP_476562.1
Lflavo2a010827P1 NP_001245979.2
Lflavo2a010827P2 NP_001260375.1
Lflavo2a010831P1 NP_649688.1
Lflavo2a010832P1 NP_001285642.1
Lflavo2a010834P1 NP_001260849.1
Lflavo2a010851P1 NP_001285137.1
Lflavo2a010853P1 NP_001261300.1
Lflavo2a010856P1 NP_732662.2
Lflavo2a010856P2 NP_001262811.1
Lflavo2a010856P3 NP_001097862.1
Lflavo2a010863P1 NP_001188590.1
Lflavo2a010864P1 NP_610477.2
Lflavo2a010865P1 NP_001259772.1
Lflavo2a010866P2 NP_523663.1
Lflavo2a010868P1 NP_730662.2
Lflavo2a010869P1 NP_612052.1
Lflavo2a010870P2 NP_001259826.1
Lflavo2a010871P1 NP_611008.2
Lflavo2a010874P1 NP_728546.1
Lflavo2a010876P1 NP_609533.1
Lflavo2a010878P1 NP_611139.1
Lflavo2a010879P1 NP_723378.2
Lflavo2a010880P1 NP_001261444.1
Lflavo2a010882P2 NP_001286067.1
Lflavo2a010883P1 NP_524830.2
Lflavo2a010884P1 NP_610052.1
Lflavo2a010886P1 NP_572355.1
Lflavo2a010887P1 NP_001261396.1
Lflavo2a010888P1 NP_001247129.1
Lflavo2a010888P2 NP_732105.2
Lflavo2a010889P1 NP_608505.1
Lflavo2a010891P1 NP_477405.1
Lflavo2a010894P1 NP_001246108.1
Lflavo2a010895P1 NP_477464.1
Lflavo2a010896P1 NP_477119.1
Lflavo2a010897P2 NP_610228.1
Lflavo2a010898P2 NP_608489.2
Lflavo2a010901P1 NP_001189058.1
Lflavo2a010904P1 NP_001369101.1
Lflavo2a010905P1 NP_651930.2
Lflavo2a010907P1 NP_001137683.2
Lflavo2a010909P1 NP_001246615.1
Lflavo2a010910P1 NP_787969.1
Lflavo2a010911P3 NP_001189282.1
Lflavo2a010912P1 NP_001246985.1
Lflavo2a010915P1 NP_001163471.1
Lflavo2a010917P1 NP_647961.1
Lflavo2a010918P1 NP_001097805.1
Lflavo2a010919P1 NP_608635.1
Lflavo2a010920P1 NP_001261502.1
Lflavo2a010922P1 NP_524909.1
Lflavo2a010923P1 NP_001263098.1
Lflavo2a010925P2 NP_611067.2
Lflavo2a010931P2 NP_001027422.1
Lflavo2a010932P1 NP_569978.1
Lflavo2a010933P1 NP_001284944.1
Lflavo2a010938P1 NP_725252.1
Lflavo2a010939P1 NP_001247162.2
Lflavo2a010940P1 NP_477347.1
Lflavo2a010944P1 NP_523790.1
Lflavo2a010947P3 NP_001286906.1
Lflavo2a010950P1 NP_647892.1
Lflavo2a010951P1 NP_001286814.1
Lflavo2a010952P2 NP_001262626.1
Lflavo2a010954P1 NP_001261883.1
Lflavo2a010955P1 NP_609238.1
Lflavo2a010958P1 NP_001097348.1
Lflavo2a010960P3 NP_001286032.1
Lflavo2a010966P1 NP_001261632.1
Lflavo2a010968P2 NP_650447.1
Lflavo2a010969P1 NP_001262565.1
Lflavo2a010974P1 NP_728083.2
Lflavo2a010976P1 NP_001163278.2
Lflavo2a010980P1 NP_608569.1
Lflavo2a010981P1 NP_001285696.1
Lflavo2a010984P1 NP_649841.1
Lflavo2a010985P1 NP_001260348.1
Lflavo2a010987P1 NP_001286822.1
Lflavo2a010988P1 NP_001188523.1
Lflavo2a010989P1 NP_650111.3
Lflavo2a010990P1 NP_001137927.1
Lflavo2a010994P1 NP_001261910.1
Lflavo2a010997P1 NP_649830.2
Lflavo2a010999P1 NP_524606.1
Lflavo2a011001P1 NP_650554.3
Lflavo2a011002P1 NP_001138203.1
Lflavo2a011003P1 NP_649257.1
Lflavo2a011005P1 NP_609608.1
Lflavo2a011007P1 NP_569879.1
Lflavo2a011009P2 NP_608902.1
Lflavo2a011011P1 NP_647790.1
Lflavo2a011015P1 NP_609536.1
Lflavo2a011016P1 NP_608498.3
Lflavo2a011018P1 NP_650987.1
Lflavo2a011019P1 NP_523547.1
Lflavo2a011021P1 NP_610973.3
Lflavo2a011022P2 NP_001261156.1
Lflavo2a011023P1 NP_001261727.1
Lflavo2a011024P1 NP_001259905.1
Lflavo2a011025P1 NP_001162639.2
Lflavo2a011026P1 NP_652054.1
Lflavo2a011027P1 NP_608566.1
Lflavo2a011028P1 NP_001163445.1
Lflavo2a011029P1 NP_611690.2
Lflavo2a011033P1 NP_650434.1
Lflavo2a011034P1 NP_573070.2
Lflavo2a011035P3 NP_651960.2
Lflavo2a011036P1 NP_001287062.1
Lflavo2a011037P1 NP_729714.1
Lflavo2a011037P6 NP_648474.1
Lflavo2a011038P1 NP_001138143.2
Lflavo2a011039P1 NP_001263138.1
Lflavo2a011041P1 NP_001162756.1
Lflavo2a011046P1 NP_001097520.2
Lflavo2a011052P1 NP_524220.1
Lflavo2a011055P1 NP_001260855.1
Lflavo2a011056P1 NP_001260734.1
Lflavo2a011057P1 NP_647968.3
Lflavo2a011058P1 NP_001137703.1
Lflavo2a011060P2 NP_609180.3
Lflavo2a011062P1 NP_725048.1
Lflavo2a011064P1 NP_001260890.1
Lflavo2a011065P1 NP_650701.1
Lflavo2a011068P1 NP_001097909.2
Lflavo2a011069P1 NP_001260028.1
Lflavo2a011071P1 NP_731985.2
Lflavo2a011072P1 NP_727418.1
Lflavo2a011073P1 NP_728443.1
Lflavo2a011076P2 NP_001097000.1
Lflavo2a011077P1 NP_725413.1
Lflavo2a011081P1 NP_608835.1
Lflavo2a011082P1 NP_730974.1
Lflavo2a011086P1 NP_001245414.1
Lflavo2a011087P1 NP_649313.1
Lflavo2a011088P1 NP_001287218.1
Lflavo2a011090P1 NP_001261872.1
Lflavo2a011091P1 NP_649026.1
Lflavo2a011092P1 NP_788548.1
Lflavo2a011096P1 NP_001286033.1
Lflavo2a011102P1 NP_650442.1
Lflavo2a011103P1 NP_001036605.2
Lflavo2a011104P1 NP_524798.2
Lflavo2a011106P1 NP_611974.2
Lflavo2a011107P1 NP_523774.1
Lflavo2a011109P1 NP_523702.1
Lflavo2a011112P1 NP_523723.1
Lflavo2a011114P1 NP_001137887.1
Lflavo2a011115P2 NP_609408.1
Lflavo2a011116P1 NP_649499.1
Lflavo2a011118P2 NP_001015175.1
Lflavo2a011119P1 NP_610064.2
Lflavo2a011120P7 NP_001287313.1
Lflavo2a011122P1 NP_001285098.1
Lflavo2a011123P1 NP_477501.1
Lflavo2a011125P1 NP_001163313.1
Lflavo2a011126P1 NP_001260649.1
Lflavo2a011127P2 NP_001285787.1
Lflavo2a011128P2 NP_001163609.1
Lflavo2a011131P1 NP_001260218.1
Lflavo2a011133P1 NP_651884.1
Lflavo2a011136P1 NP_523465.2
Lflavo2a011138P2 NP_001260537.1
Lflavo2a011139P1 NP_001246135.1
Lflavo2a011140P1 NP_001261100.1
Lflavo2a011152P1 NP_648633.2
Lflavo2a011157P1 NP_523661.2
Lflavo2a011159P1 NP_524121.2
Lflavo2a011161P1 NP_649939.1
Lflavo2a011162P3 NP_001189181.1
Lflavo2a011168P1 NP_001027151.1
Lflavo2a011169P1 NP_001285211.1
Lflavo2a011187P1 NP_649089.2
Lflavo2a011189P1 NP_001097058.1
Lflavo2a011192P1 NP_524380.1
Lflavo2a011194P1 NP_652413.1
Lflavo2a011195P1 NP_476833.1
Lflavo2a011196P1 NP_001334747.1
Lflavo2a011198P1 NP_651058.1
Lflavo2a011202P1 NP_649151.1
Lflavo2a011204P1 NP_001188668.1
Lflavo2a011206P1 NP_001247010.1
Lflavo2a011207P1 NP_788357.1
Lflavo2a011211P1 NP_001027079.1
Lflavo2a011214P1 NP_001162829.1
Lflavo2a011215P1 NP_730815.2
Lflavo2a011216P1 NP_608888.2
Lflavo2a011217P1 NP_573099.1
Lflavo2a011218P1 NP_001027225.1
Lflavo2a011219P1 NP_001188689.2
Lflavo2a011225P1 NP_476733.1
Lflavo2a011226P1 NP_001097795.1
Lflavo2a011227P1 NP_001286294.1
Lflavo2a011229P1 NP_651883.1
Lflavo2a011232P1 NP_648489.1
Lflavo2a011233P1 NP_651951.1
Lflavo2a011235P1 NP_511115.2
Lflavo2a011236P1 NP_524366.1
Lflavo2a011237P1 NP_001261191.1
Lflavo2a011240P1 NP_001261273.1
Lflavo2a011241P1 NP_001260561.1
Lflavo2a011242P1 NP_652607.1
Lflavo2a011244P1 NP_001247135.1
Lflavo2a011246P1 NP_001287045.1
Lflavo2a011247P1 NP_001245765.1
Lflavo2a011250P1 NP_608859.1
Lflavo2a011252P1 NP_649792.3
Lflavo2a011255P1 NP_729547.1
Lflavo2a011256P1 NP_651516.1
Lflavo2a011257P1 NP_001246465.1
Lflavo2a011260P1 NP_730322.1
Lflavo2a011263P1 NP_611297.3
Lflavo2a011268P1 NP_648586.2
Lflavo2a011270P1 NP_001260797.1
Lflavo2a011271P1 NP_523620.1
Lflavo2a011274P1 NP_648603.1
Lflavo2a011276P1 NP_608725.1
Lflavo2a011277P1 NP_001097474.1
Lflavo2a011278P1 NP_649091.1
Lflavo2a011279P1 NP_572215.1
Lflavo2a011281P1 NP_648337.1
Lflavo2a011283P1 NP_651314.1
Lflavo2a011284P1 NP_001260460.1
Lflavo2a011285P1 NP_511073.1
Lflavo2a011286P1 NP_569844.2
Lflavo2a011291P2 NP_651621.2
Lflavo2a011297P1 NP_788765.1
Lflavo2a011300P1 NP_001246609.1
Lflavo2a011301P1 NP_001246192.1
Lflavo2a011303P1 NP_001162711.1
Lflavo2a011304P1 NP_609619.1
Lflavo2a011305P1 NP_650573.1
Lflavo2a011307P1 NP_001287625.1
Lflavo2a011309P1 NP_001246696.1
Lflavo2a011310P1 NP_001261461.1
Lflavo2a011312P1 NP_001262717.1
Lflavo2a011316P1 NP_648622.1
Lflavo2a011318P1 NP_001260173.1
Lflavo2a011319P1 NP_525083.2
Lflavo2a011321P1 NP_524051.1
Lflavo2a011325P2 NP_477484.2
Lflavo2a011326P1 NP_610851.2
Lflavo2a011328P1 NP_651986.2
Lflavo2a011330P1 NP_650433.1
Lflavo2a011331P1 NP_650547.1
Lflavo2a011332P1 NP_001259344.1
Lflavo2a011334P1 NP_001262458.1
Lflavo2a011336P2 NP_523947.2
Lflavo2a011337P1 NP_611676.1
Lflavo2a011338P1 NP_524113.1
Lflavo2a011339P1 NP_524002.1
Lflavo2a011340P1 NP_609999.2
Lflavo2a011342P1 NP_001286743.1
Lflavo2a011343P1 NP_610817.1
Lflavo2a011344P1 NP_001260655.1
Lflavo2a011347P1 NP_001260784.1
Lflavo2a011348P2 NP_651266.1
Lflavo2a011349P1 NP_649945.1
Lflavo2a011350P1 NP_001262920.1
Lflavo2a011352P1 NP_651323.3
Lflavo2a011355P1 NP_649357.1
Lflavo2a011356P1 NP_649096.1
Lflavo2a011357P1 NP_611961.1
Lflavo2a011358P1 NP_608809.1
Lflavo2a011363P1 NP_001097890.1
Lflavo2a011364P1 NP_001286188.1
Lflavo2a011366P1 NP_523385.1
Lflavo2a011368P1 NP_001303402.1
Lflavo2a011370P1 NP_651671.1
Lflavo2a011371P1 NP_524660.1
Lflavo2a011372P1 NP_611508.1
Lflavo2a011373P1 NP_001027071.1
Lflavo2a011378P2 NP_733132.2
Lflavo2a011379P1 NP_001284712.1
Lflavo2a011383P1 NP_001285823.1
Lflavo2a011384P2 NP_726596.1
Lflavo2a011387P1 NP_648848.1
Lflavo2a011388P1 NP_001097383.3
Lflavo2a011389P1 NP_650450.1
Lflavo2a011391P1 NP_001285889.1
Lflavo2a011392P1 NP_001097387.1
Lflavo2a011395P1 NP_001287070.1
Lflavo2a011397P1 NP_001261723.1
Lflavo2a011398P1 NP_725427.1
Lflavo2a011401P1 NP_611642.2
Lflavo2a011404P1 NP_001286181.1
Lflavo2a011405P1 NP_001285329.1
Lflavo2a011406P1 NP_524421.1
Lflavo2a011407P2 NP_650438.2
Lflavo2a011412P1 NP_001284900.1
Lflavo2a011413P1 NP_001245908.1
Lflavo2a011414P1 NP_477479.1
Lflavo2a011417P1 NP_569845.2
Lflavo2a011419P1 NP_650694.2
Lflavo2a011420P1 NP_001162683.1
Lflavo2a011423P1 NP_001261161.1
Lflavo2a011424P1 NP_001303388.1
Lflavo2a011425P1 NP_611601.2
Lflavo2a011426P1 NP_728186.1
Lflavo2a011427P2 NP_001261806.1
Lflavo2a011428P1 NP_477170.1
Lflavo2a011431P1 NP_001286405.1
Lflavo2a011433P1 NP_001286159.1
Lflavo2a011434P1 NP_649278.1
Lflavo2a011435P1 NP_001285508.1
Lflavo2a011436P2 NP_001287236.1
Lflavo2a011437P1 NP_573225.1
Lflavo2a011438P1 NP_001246271.1
Lflavo2a011439P4 NP_001188515.1
Lflavo2a011440P1 NP_573262.2
Lflavo2a011441P1 NP_648847.3
Lflavo2a011443P1 NP_001137839.1
Lflavo2a011445P1 NP_611639.1
Lflavo2a011448P1 NP_730465.1
Lflavo2a011450P1 NP_724811.1
Lflavo2a011451P1 NP_001261527.1
Lflavo2a011453P1 NP_648945.1
Lflavo2a011454P1 NP_523765.1
Lflavo2a011456P1 NP_001137795.2
Lflavo2a011457P1 NP_001356948.1
Lflavo2a011460P1 NP_611223.4
Lflavo2a011461P1 NP_651756.1
Lflavo2a011462P1 NP_649371.2
Lflavo2a011463P1 NP_726234.3
Lflavo2a011466P1 NP_723592.1
Lflavo2a011468P1 NP_001262351.1
Lflavo2a011469P1 NP_001286393.1
Lflavo2a011470P1 NP_001137727.2
Lflavo2a011471P1 NP_611272.1
Lflavo2a011472P1 NP_001163144.1
Lflavo2a011473P2 NP_001286473.1
Lflavo2a011475P1 NP_648498.1
Lflavo2a011476P1 NP_001303318.1
Lflavo2a011478P1 NP_725600.1
Lflavo2a011479P1 NP_001260887.1
Lflavo2a011480P1 NP_523655.1
Lflavo2a011483P1 NP_001259067.1
Lflavo2a011484P1 NP_001163328.1
Lflavo2a011487P1 NP_650067.1
Lflavo2a011489P1 NP_729617.1
Lflavo2a011491P1 NP_572929.1
Lflavo2a011494P1 NP_477080.1
Lflavo2a011495P1 NP_523391.3
Lflavo2a011496P2 NP_609384.1
Lflavo2a011498P1 NP_651250.2
Lflavo2a011499P1 NP_511051.1
Lflavo2a011500P1 NP_001285550.1
Lflavo2a011501P2 NP_001261859.1
Lflavo2a011502P1 NP_476641.1
Lflavo2a011506P1 NP_001303545.1
Lflavo2a011507P1 NP_723893.1
Lflavo2a011508P1 NP_001286802.1
Lflavo2a011509P1 NP_001260351.1
Lflavo2a011510P1 NP_524809.2
Lflavo2a011511P1 NP_611937.2
Lflavo2a011514P1 NP_001245775.1
Lflavo2a011518P1 NP_001034033.1
Lflavo2a011520P1 NP_612012.1
Lflavo2a011522P1 NP_001286220.1
Lflavo2a011524P11 NP_995869.1
Lflavo2a011524P2 NP_001246381.1
Lflavo2a011526P1 NP_001246373.1
Lflavo2a011529P1 NP_611578.1
Lflavo2a011531P1 NP_573019.1
Lflavo2a011532P1 NP_001262630.1
Lflavo2a011534P2 NP_001285657.1
Lflavo2a011535P1 NP_726604.1
Lflavo2a011536P1 NP_001286210.1
Lflavo2a011538P1 NP_536747.2
Lflavo2a011539P1 NP_652025.2
Lflavo2a011542P1 NP_650441.1
Lflavo2a011543P1 NP_001285111.1
Lflavo2a011546P1 NP_001261081.1
Lflavo2a011549P1 NP_001287235.1
Lflavo2a011553P1 NP_524270.2
Lflavo2a011554P1 NP_001162642.1
Lflavo2a011556P1 NP_001162737.1
Lflavo2a011557P1 NP_001259218.1
Lflavo2a011558P1 NP_611121.1
Lflavo2a011559P1 NP_001286292.1
Lflavo2a011560P1 NP_647918.2
Lflavo2a011562P5 NP_524061.1
Lflavo2a011564P1 NP_001259914.1
Lflavo2a011565P1 NP_729480.1
Lflavo2a011567P1 NP_649074.2
Lflavo2a011569P1 NP_647859.1
Lflavo2a011570P1 NP_001163194.1
Lflavo2a011572P1 NP_001287284.1
Lflavo2a011574P1 NP_612572.3
Lflavo2a011577P2 NP_647747.1
Lflavo2a011578P1 NP_524929.1
Lflavo2a011580P1 NP_648776.1
Lflavo2a011581P1 NP_647701.1
Lflavo2a011584P1 NP_573054.2
Lflavo2a011585P1 NP_610025.1
Lflavo2a011591P1 NP_001262874.1
Lflavo2a011592P1 NP_609670.1
Lflavo2a011595P1 NP_650939.2
Lflavo2a011596P1 NP_609110.1
Lflavo2a011600P1 NP_001247398.1
Lflavo2a011601P2 NP_650942.1
Lflavo2a011602P1 NP_572286.1
Lflavo2a011603P1 NP_001245771.1
Lflavo2a011605P1 NP_650656.1
Lflavo2a011607P1 NP_001246916.1
Lflavo2a011612P1 NP_001262023.1
Lflavo2a011613P1 NP_001285621.1
Lflavo2a011614P2 NP_001015319.1
Lflavo2a011619P2 NP_731599.1
Lflavo2a011622P1 NP_649908.1
Lflavo2a011623P1 NP_511096.2
Lflavo2a011624P1 NP_569982.1
Lflavo2a011626P1 NP_524683.2
Lflavo2a011632P1 NP_649574.1
Lflavo2a011633P1 NP_001285016.1
Lflavo2a011635P1 NP_001262064.1
Lflavo2a011636P1 NP_001286779.1
Lflavo2a011637P1 NP_608376.1
Lflavo2a011638P1 NP_001036766.2
Lflavo2a011638P2 NP_001036767.1
Lflavo2a011640P1 NP_001163675.1
Lflavo2a011642P2 NP_001097759.1
Lflavo2a011647P1 NP_001259493.1
Lflavo2a011649P1 NP_651857.2
Lflavo2a011652P1 NP_001015132.1
Lflavo2a011653P1 NP_001259945.1
Lflavo2a011654P1 NP_001259546.1
Lflavo2a011656P2 NP_648755.1
Lflavo2a011659P1 NP_650459.1
Lflavo2a011660P1 NP_611157.1
Lflavo2a011663P1 NP_001259402.1
Lflavo2a011665P1 NP_730982.1
Lflavo2a011666P1 NP_649970.1
Lflavo2a011667P1 NP_001246276.1
Lflavo2a011671P1 NP_608781.2
Lflavo2a011672P1 NP_524450.2
Lflavo2a011673P1 NP_001261989.1
Lflavo2a011676P1 NP_001163086.1
Lflavo2a011678P1 NP_572974.1
Lflavo2a011683P1 NP_001246972.1
Lflavo2a011684P1 NP_001259558.1
Lflavo2a011685P1 NP_648884.1
Lflavo2a011687P1 NP_732563.2
Lflavo2a011690P1 NP_001162644.1
Lflavo2a011691P1 NP_650223.1
Lflavo2a011711P1 NP_731930.3
Lflavo2a011712P1 NP_477397.1
Lflavo2a011716P1 NP_524337.1
Lflavo2a011718P1 NP_001259347.1
Lflavo2a011721P1 NP_001262574.1
Lflavo2a011722P1 NP_524910.1
Lflavo2a011723P1 NP_001285239.1
Lflavo2a011724P1 NP_001286367.1
Lflavo2a011725P1 NP_650775.2
Lflavo2a011727P2 NP_001163746.1
Lflavo2a011728P1 NP_001286325.1
Lflavo2a011729P1 NP_572247.2
Lflavo2a011731P1 NP_651196.1
Lflavo2a011732P1 NP_001262529.1
Lflavo2a011734P1 NP_572884.1
Lflavo2a011737P1 NP_650128.1
Lflavo2a011739P1 NP_524341.3
Lflavo2a011740P1 NP_649950.1
Lflavo2a011742P1 NP_732848.1
Lflavo2a011743P1 NP_001247263.1
Lflavo2a011744P1 NP_001285297.1
Lflavo2a011747P1 NP_001259694.1
Lflavo2a011750P1 NP_651172.1
Lflavo2a011752P1 NP_001260303.1
Lflavo2a011755P2 NP_001027413.1
Lflavo2a011756P1 NP_649333.1
Lflavo2a011759P1 NP_001262853.1
Lflavo2a011760P1 NP_570025.1
Lflavo2a011761P1 NP_001104460.2
Lflavo2a011762P1 NP_650545.2
Lflavo2a011763P1 NP_001246890.1
Lflavo2a011764P2 NP_001259081.1
Lflavo2a011767P1 NP_001162664.2
Lflavo2a011769P1 NP_648767.1
Lflavo2a011775P1 NP_001246349.1
Lflavo2a011777P1 NP_001162938.1
Lflavo2a011778P1 NP_001285245.1
Lflavo2a011781P1 NP_001246053.1
Lflavo2a011782P1 NP_001246931.1
Lflavo2a011784P1 NP_001262693.1
Lflavo2a011787P2 NP_611855.1
Lflavo2a011788P1 NP_649520.1
Lflavo2a011789P1 NP_597678.1
Lflavo2a011792P1 NP_649519.1
Lflavo2a011793P1 NP_001284841.1
Lflavo2a011796P1 NP_001286427.1
Lflavo2a011799P1 NP_001189223.1
Lflavo2a011802P1 NP_648556.3
Lflavo2a011803P3 NP_001034012.2
Lflavo2a011804P1 NP_573142.1
Lflavo2a011806P1 NP_477114.1
Lflavo2a011808P1 NP_609209.2
Lflavo2a011809P1 NP_001285735.1
Lflavo2a011811P1 NP_650540.1
Lflavo2a011812P1 NP_001137752.1
Lflavo2a011818P1 NP_001285680.1
Lflavo2a011819P1 NP_001263041.1
Lflavo2a011822P1 NP_001261994.1
Lflavo2a011823P5 NP_001262522.1
Lflavo2a011824P1 NP_730525.2
Lflavo2a011827P1 NP_477303.1
Lflavo2a011828P1 NP_001245409.1
Lflavo2a011829P1 NP_477011.1
Lflavo2a011831P1 NP_001262252.1
Lflavo2a011833P1 NP_001262686.1
Lflavo2a011836P1 NP_001246121.1
Lflavo2a011839P1 NP_733044.1
Lflavo2a011841P1 NP_732330.1
Lflavo2a011842P1 NP_536776.2
Lflavo2a011843P1 NP_525123.2
Lflavo2a011845P1 NP_001104369.2
Lflavo2a011848P1 NP_732811.1
Lflavo2a011849P1 NP_649931.1
Lflavo2a011851P1 NP_001262636.1
Lflavo2a011859P1 NP_001036323.1
Lflavo2a011860P1 NP_001104390.2
Lflavo2a011863P1 NP_608497.1
Lflavo2a011865P1 NP_001285772.1
Lflavo2a011869P1 NP_001259063.1
Lflavo2a011870P1 NP_650141.2
Lflavo2a011873P1 NP_476756.2
Lflavo2a011874P1 NP_524626.1
Lflavo2a011876P1 NP_650899.1
Lflavo2a011877P2 NP_572694.1
Lflavo2a011881P1 NP_001285049.1
Lflavo2a011883P1 NP_001286700.1
Lflavo2a011884P1 NP_650955.1
Lflavo2a011886P1 NP_648220.1
Lflavo2a011888P1 NP_001286247.1
Lflavo2a011898P1 NP_001261031.1
Lflavo2a011901P1 NP_001262672.1
Lflavo2a011902P1 NP_001287495.1
Lflavo2a011904P1 NP_996132.1
Lflavo2a011908P1 NP_609765.1
Lflavo2a011909P2 NP_001188867.1
Lflavo2a011913P1 NP_651538.1
Lflavo2a011916P1 NP_649585.1
Lflavo2a011918P1 NP_728021.2
Lflavo2a011922P1 NP_001286518.1
Lflavo2a011923P1 NP_608997.3
Lflavo2a011925P1 NP_610543.1
Lflavo2a011927P2 NP_536757.2
Lflavo2a011929P1 NP_001097342.1
Lflavo2a011930P1 NP_001260372.1
Lflavo2a011931P1 NP_610427.2
Lflavo2a011932P1 NP_477105.2
Lflavo2a011935P1 NP_648535.2
Lflavo2a011936P1 NP_572475.1
Lflavo2a011940P1 NP_001286002.1
Lflavo2a011942P1 NP_536733.1
Lflavo2a011947P1 NP_788450.1
Lflavo2a011948P1 NP_001260290.1
Lflavo2a011950P1 NP_477041.1
Lflavo2a011951P1 NP_001137629.2
Lflavo2a011954P1 NP_001259153.1
Lflavo2a011956P1 NP_995873.2
Lflavo2a011957P11 NP_001259591.1
Lflavo2a011957P4 NP_523358.5
Lflavo2a011957P7 NP_001285311.1
Lflavo2a011958P1 NP_660192.1
Lflavo2a011961P1 NP_650553.1
Lflavo2a011962P1 NP_996087.2
Lflavo2a011963P1 NP_001261261.1
Lflavo2a011965P1 NP_476597.2
Lflavo2a011967P1 NP_001246222.1
Lflavo2a011968P1 NP_001286748.1
Lflavo2a011973P1 NP_609360.2
Lflavo2a011974P1 NP_611248.3
Lflavo2a011979P1 NP_649157.1
Lflavo2a011981P2 NP_001261265.1
Lflavo2a011991P1 NP_609105.1
Lflavo2a011993P1 NP_729601.1
Lflavo2a011996P1 NP_650693.1
Lflavo2a011998P1 NP_477402.1
Lflavo2a012003P1 NP_477026.1
Lflavo2a012008P1 NP_001097577.1
Lflavo2a012009P1 NP_729446.1
Lflavo2a012010P1 NP_724046.1
Lflavo2a012011P1 NP_651976.1
Lflavo2a012015P1 NP_001261596.1
Lflavo2a012016P1 NP_731186.2
Lflavo2a012018P1 NP_731575.1
Lflavo2a012019P1 NP_610410.1
Lflavo2a012020P1 NP_611720.3
Lflavo2a012022P1 NP_608740.2
Lflavo2a012023P1 NP_610912.2
Lflavo2a012024P1 NP_728620.1
Lflavo2a012024P2 NP_001261260.1
Lflavo2a012027P1 NP_725517.2
Lflavo2a012031P1 NP_001286173.1
Lflavo2a012032P1 NP_001261819.1
Lflavo2a012033P3 NP_001036351.2
Lflavo2a012034P1 NP_001188542.1
Lflavo2a012040P1 NP_001260679.1
Lflavo2a012043P2 NP_609361.1
Lflavo2a012043P3 NP_723536.1
Lflavo2a012045P1 NP_001259412.1
Lflavo2a012047P1 NP_001246635.1
Lflavo2a012048P1 NP_476969.1
Lflavo2a012050P1 NP_722858.1
Lflavo2a012051P1 NP_001262620.1
Lflavo2a012054P1 NP_572469.1
Lflavo2a012055P1 NP_001246793.1
Lflavo2a012057P1 NP_001285334.1
Lflavo2a012058P1 NP_001097279.2
Lflavo2a012061P1 NP_001285587.1
Lflavo2a012062P1 NP_001287463.1
Lflavo2a012064P1 NP_573146.1
Lflavo2a012067P1 NP_572818.1
Lflavo2a012068P1 NP_524482.1
Lflavo2a012069P1 NP_611840.1
Lflavo2a012070P2 NP_523449.2
Lflavo2a012072P1 NP_731744.1
Lflavo2a012073P1 NP_649647.1
Lflavo2a012075P1 NP_001262456.1
Lflavo2a012078P1 NP_001261251.1
Lflavo2a012081P3 NP_001260661.1
Lflavo2a012083P1 NP_572638.1
Lflavo2a012085P1 NP_651260.3
Lflavo2a012086P1 NP_651601.1
Lflavo2a012087P1 NP_788429.1
Lflavo2a012088P1 NP_611943.1
Lflavo2a012089P1 NP_523776.1
Lflavo2a012090P1 NP_001285674.1
Lflavo2a012091P2 NP_001245607.1
Lflavo2a012093P1 NP_649969.1
Lflavo2a012094P1 NP_524630.1
Lflavo2a012095P1 NP_001096945.1
Lflavo2a012096P3 NP_001285832.1
Lflavo2a012098P1 NP_001285343.1
Lflavo2a012102P1 NP_572639.2
Lflavo2a012103P1 NP_647981.1
Lflavo2a012104P1 NP_001189124.1
Lflavo2a012106P4 NP_001259193.1
Lflavo2a012108P1 NP_001259465.1
Lflavo2a012109P1 NP_648241.1
Lflavo2a012110P2 NP_001259413.1
Lflavo2a012112P1 NP_651400.1
Lflavo2a012113P1 NP_001262542.1
Lflavo2a012114P1 NP_001162987.1
Lflavo2a012115P1 NP_001245577.1
Lflavo2a012116P1 NP_652608.1
Lflavo2a012118P1 NP_649548.1
Lflavo2a012120P1 NP_001163468.1
Lflavo2a012121P1 NP_001245549.1
Lflavo2a012122P1 NP_001259663.1
Lflavo2a012124P1 NP_523390.3
Lflavo2a012125P1 NP_611691.1
Lflavo2a012126P1 NP_476927.1
Lflavo2a012128P1 NP_573098.1
Lflavo2a012130P1 NP_651257.1
Lflavo2a012132P7 NP_001259149.1
Lflavo2a012133P1 NP_001262580.1
Lflavo2a012134P1 NP_001286756.1
Lflavo2a012135P1 NP_001097548.1
Lflavo2a012137P1 NP_001263051.1
Lflavo2a012138P1 NP_610044.2
Lflavo2a012139P1 NP_001285126.1
Lflavo2a012141P1 NP_001163042.1
Lflavo2a012142P1 NP_651987.1
Lflavo2a012144P1 NP_650004.1
Lflavo2a012145P1 NP_725227.2
Lflavo2a012146P1 NP_001261786.1
Lflavo2a012148P1 NP_476617.1
Lflavo2a012150P1 NP_001259308.1
Lflavo2a012151P1 NP_001163460.1
Lflavo2a012152P2 NP_524887.2
Lflavo2a012153P1 NP_001369039.1
Lflavo2a012154P1 NP_524302.1
Lflavo2a012157P1 NP_610942.2
Lflavo2a012158P1 NP_001263146.1
