Geneid	gene_name	SRR1519115_1Aligned.sortedByCoord.out.bam	SRR1519109_1Aligned.sortedByCoord.out.bam	SRR1519111_1Aligned.sortedByCoord.out.bam	SRR1519117_1Aligned.sortedByCoord.out.bam	SRR1519113_1Aligned.sortedByCoord.out.bam	SRR1519110_1Aligned.sortedByCoord.out.bam	SRR1519116_1Aligned.sortedByCoord.out.bam	SRR1519108_1Aligned.sortedByCoord.out.bam	SRR1519112_1Aligned.sortedByCoord.out.bam	SRR1519114_1Aligned.sortedByCoord.out.bam
gene-LOC106792088	LOC106792088	24	27	69	2	19	24	36	27	13	12
gene-LOC106792099	LOC106792099	337	619	642	918	300	750	548	317	358	321
gene-LOC106792100	LOC106792100	0	0	0	0	0	0	0	0	0	0
gene-LOC106792101	LOC106792101	0	0	0	0	0	0	0	0	0	0
gene-LOC106792102	LOC106792102	0	0	0	0	0	0	0	0	0	0
gene-LOC106792103	LOC106792103	0	0	0	0	0	0	0	0	0	0
gene-LOC106792104	LOC106792104	0	1	1	0	0	0	0	0	0	0
gene-LOC106792120	LOC106792120	486	713	816	432	413	793	735	305	553	456
gene-LOC106792113	LOC106792113	91	82	105	151	88	68	92	72	99	135
gene-LOC106792112	LOC106792112	593	820	854	726	569	762	731	480	672	580
gene-LOC106792107	LOC106792107	219	438	456	469	197	401	477	285	326	301
gene-LOC106792111	LOC106792111	80	45	69	94	60	37	42	111	73	92
gene-LOC106792108	LOC106792108	781	1171	1723	1738	790	1454	1348	882	1486	774
gene-LOC106792106	LOC106792106	4757	8129	8867	5443	4635	9139	8069	5528	5854	5637
gene-LOC106792119	LOC106792119	902	1348	1638	1146	860	1305	1207	798	1080	887
gene-LOC106792114	LOC106792114	687	1875	1896	1537	634	1854	2215	760	1317	1037
gene-LOC106792105	LOC106792105	147	160	152	139	128	133	125	134	106	185
gene-LOC106792117	LOC106792117	545	601	820	533	405	675	558	457	473	541
gene-LOC106792116	LOC106792116	294	317	362	407	347	347	348	329	348	380
gene-LOC106792115	LOC106792115	500	1269	1460	864	685	1438	1365	671	976	870
gene-LOC106792122	LOC106792122	207	362	431	402	262	369	293	325	347	303
gene-LOC106792121	LOC106792121	195	263	224	231	176	217	234	205	256	217
gene-LOC106792129	LOC106792129	955	645	1175	505	631	359	455	268	405	600
gene-LOC106792124	LOC106792124	1	3	12	0	2	0	1	0	3	0
gene-LOC106792125	LOC106792125	0	0	1	0	0	0	0	0	1	0
gene-LOC106792126	LOC106792126	0	0	2	0	1	2	1	0	1	0
gene-LOC106792127	LOC106792127	28	15	4	18	4	8	7	3	8	0
gene-LOC106792128	LOC106792128	362	550	798	633	321	723	676	467	615	365
gene-LOC106792137	LOC106792137	220	394	528	415	214	509	424	242	313	198
gene-LOC106792130	LOC106792130	86	162	161	79	130	173	174	55	80	76
gene-LOC106792133	LOC106792133	49	76	73	32	31	58	71	34	35	54
gene-LOC106792134	LOC106792134	148	273	292	320	150	179	170	192	233	160
gene-LOC106792131	LOC106792131	55	90	78	106	43	63	64	30	80	52
gene-LOC106792136	LOC106792136	169	400	592	653	189	426	425	266	519	213
gene-LOC106792135	LOC106792135	313	509	596	599	320	496	343	339	458	371
gene-LOC106792132	LOC106792132	26	42	48	23	24	84	50	33	27	27
gene-LOC106792140	LOC106792140	4510	9159	10261	10662	4975	9130	8201	4979	8352	5947
gene-LOC106792150	LOC106792150	384	532	558	426	401	381	356	441	430	447
gene-LOC106792153	LOC106792153	2	71	47	63	24	59	40	16	0	5
gene-LOC106792138	LOC106792138	2	155	68	121	50	156	131	15	8	4
gene-LOC106792143	LOC106792143	97	130	119	127	114	90	90	95	87	153
gene-LOC106792146	LOC106792146	131	115	67	132	165	7	10	154	121	190
gene-LOC106792145	LOC106792145	217	164	151	136	194	160	152	226	164	196
gene-LOC106792142	LOC106792142	137	61	50	40	139	39	26	186	26	190
gene-LOC106792141	LOC106792141	1078	2383	2774	2847	918	2896	2882	1194	2138	1301
gene-LOC106792147	LOC106792147	43	33	41	59	38	27	32	40	38	29
gene-LOC106792148	LOC106792148	127	335	360	123	145	492	210	230	169	164
gene-LOC106792149	LOC106792149	251	654	743	709	327	670	744	428	697	352
gene-LOC106792139	LOC106792139	339	761	711	822	442	716	758	407	648	460
gene-LOC106792152	LOC106792152	877	1043	1190	1440	839	730	652	798	1043	848
gene-LOC106792154	LOC106792154	30	119	44	61	20	170	170	31	26	37
gene-LOC106792155	LOC106792155	4	28	30	83	5	31	34	10	30	4
gene-LOC106792166	LOC106792166	2994	5496	6411	4218	2671	4634	4785	2143	4960	2936
gene-LOC106792167	LOC106792167	168	499	554	371	274	733	995	377	300	368
gene-LOC106792169	LOC106792169	882	2833	2957	3092	960	3081	3171	1279	2430	1078
gene-LOC106792168	LOC106792168	578	957	1080	926	584	886	828	695	791	833
gene-LOC106792156	LOC106792156	54	21	40	42	59	36	21	102	36	64
gene-LOC106792157	LOC106792157	4327	8170	10601	5290	4297	8164	5720	3461	6669	4380
gene-LOC106792159	LOC106792159	138	147	175	177	397	170	145	299	206	280
gene-LOC106792158	LOC106792158	13341	21578	23328	22458	12183	20186	26269	6314	21225	9925
gene-LOC106792160	LOC106792160	688	991	1008	891	662	926	957	716	920	687
gene-LOC106792162	LOC106792162	791	1261	1459	1108	973	1493	1061	952	1259	965
gene-LOC106792163	LOC106792163	376	245	278	259	314	115	101	325	236	462
gene-LOC106792165	LOC106792165	137	321	296	194	162	238	223	267	267	234
gene-LOC106792164	LOC106792164	222	361	303	438	195	387	450	239	397	278
gene-LOC106792170	LOC106792170	181	431	546	494	177	477	552	187	422	251
gene-LOC106792175	LOC106792175	1546	2572	5832	4465	1212	3221	2391	1798	4120	1660
gene-LOC106792177	LOC106792177	1021	1862	2159	1133	1106	2474	2026	1002	1387	1084
gene-LOC106792178	LOC106792178	24	93	46	34	88	127	200	32	36	86
gene-LOC106792176	LOC106792176	556	1109	1631	1600	576	1380	1414	588	1099	516
gene-LOC106792172	LOC106792172	52	113	138	159	82	124	100	114	124	109
gene-LOC106792171	LOC106792171	342	203	269	490	373	261	177	546	289	495
gene-LOC106792174	LOC106792174	2451	6666	9362	7926	2210	7813	7413	3068	7233	3502
gene-LOC106792179	LOC106792179	743	2341	3028	3354	653	3008	2335	1045	2147	861
gene-LOC106792182	LOC106792182	0	0	0	0	0	0	0	0	0	0
gene-LOC106792183	LOC106792183	0	0	0	0	0	1	0	0	0	0
gene-LOC106792184	LOC106792184	3	1	2	1	3	0	8	5	0	1
gene-LOC106792185	LOC106792185	0	0	0	0	0	0	0	0	0	0
gene-LOC106792186	LOC106792186	29	61	13	7	8	157	52	13	47	20
gene-LOC106792187	LOC106792187	45	75	71	114	24	35	38	45	59	30
gene-LOC106792188	LOC106792188	0	0	0	0	0	0	0	0	0	0
gene-LOC106792190	LOC106792190	53	240	378	141	109	579	559	25	105	100
gene-LOC106792189	LOC106792189	1336	2659	2803	4123	1146	2566	2986	892	2153	1067
gene-LOC106792194	LOC106792194	5212	13649	17472	4714	7629	12445	9709	6857	10118	9009
gene-LOC106792193	LOC106792193	117	194	238	180	118	148	147	175	199	135
gene-LOC106792192	LOC106792192	1191	2333	2593	3559	1165	2582	2683	1153	2282	1179
gene-LOC106792191	LOC106792191	3227	5195	5004	4508	2943	4556	4943	2082	3856	3086
gene-LOC106792195	LOC106792195	95	141	170	131	76	138	132	73	148	80
gene-LOC106792220	LOC106792220	475	337	331	372	424	232	229	503	316	471
gene-LOC106792219	LOC106792219	180	341	597	562	192	517	599	300	552	255
gene-LOC106792218	LOC106792218	138	262	371	278	152	347	359	184	287	197
gene-LOC106792221	LOC106792221	234	457	526	401	249	561	448	291	337	361
gene-LOC106792211	LOC106792211	30	62	60	65	34	124	55	25	38	35
gene-LOC106792209	LOC106792209	86	64	114	96	60	191	65	108	57	31
gene-LOC106792196	LOC106792196	17	19	25	19	5	33	13	42	22	11
gene-LOC106792210	LOC106792210	247	401	386	399	268	349	298	343	388	383
gene-LOC106792212	LOC106792212	0	0	0	0	2	0	1	0	0	1
gene-LOC106792208	LOC106792208	485	987	1015	864	443	1244	1087	726	792	886
gene-LOC106792204	LOC106792204	241	510	625	456	267	557	581	345	386	290
gene-LOC106792205	LOC106792205	345	488	635	530	285	477	398	366	693	408
gene-LOC106792206	LOC106792206	270	390	543	628	234	424	436	285	492	274
gene-LOC106792207	LOC106792207	1245	2566	2741	2520	1333	2420	2579	1365	1891	1563
gene-LOC106792198	LOC106792198	158	89	107	168	173	119	105	156	91	139
gene-LOC106792197	LOC106792197	20	19	13	19	23	15	11	49	30	21
gene-LOC106792217	LOC106792217	295	260	258	306	247	186	165	304	218	288
gene-LOC106792213	LOC106792213	317	490	468	681	375	468	508	445	466	415
gene-LOC106792214	LOC106792214	341	548	627	488	436	549	623	446	531	403
gene-LOC106792215	LOC106792215	37	83	82	119	50	85	72	27	67	36
gene-LOC106792199	LOC106792199	802	1388	1573	1189	768	1595	1272	704	1251	1011
gene-LOC106792203	LOC106792203	251	444	601	603	250	522	580	226	462	301
gene-LOC106792201	LOC106792201	246	600	684	1003	251	679	728	307	617	315
gene-LOC106792200	LOC106792200	799	925	906	989	724	918	948	613	804	692
gene-LOC106792233	LOC106792233	864	1692	2249	1311	998	1872	1856	1005	1391	1084
gene-LOC106792222	LOC106792222	3	28	25	24	4	11	6	32	5	31
gene-LOC106792232	LOC106792232	16	9	9	6	17	4	2	12	2	14
gene-LOC106792230	LOC106792230	120	81	95	109	150	35	31	104	80	182
gene-LOC106792231	LOC106792231	988	1737	1861	2426	1142	1516	1573	1513	2006	1504
gene-LOC106792234	LOC106792234	145	169	182	221	120	152	164	115	125	159
gene-LOC106792223	LOC106792223	5	22	21	18	2	32	21	21	15	4
gene-LOC106792226	LOC106792226	310	1055	1011	1160	444	1875	1372	837	592	604
gene-LOC106792229	LOC106792229	219	15	7	31	198	1	2	215	38	229
gene-LOC106792228	LOC106792228	857	2534	2722	2471	857	2712	2697	890	1978	1137
gene-LOC106792227	LOC106792227	275	266	347	401	200	193	242	347	380	315
gene-LOC106792235	LOC106792235	221	634	740	1079	352	439	510	290	857	490
gene-LOC106792225	LOC106792225	0	12	20	2	5	15	25	6	7	5
gene-LOC106792236	LOC106792236	3	7	12	1	3	5	4	1	9	4
gene-LOC106792238	LOC106792238	424	685	779	822	453	738	706	542	697	528
gene-LOC106792237	LOC106792237	1514	1882	2065	1643	1229	1989	1495	961	1321	1111
gene-LOC106792239	LOC106792239	1472	4280	6202	5108	1948	4277	4549	1875	4473	2726
gene-LOC106792240	LOC106792240	545	851	1059	776	561	939	1004	567	741	705
gene-LOC106792241	LOC106792241	159	458	409	397	225	368	375	227	305	212
gene-LOC106792253	LOC106792253	163	299	358	266	155	268	255	189	225	155
gene-LOC106792242	LOC106792242	151	345	376	524	146	337	388	148	317	222
gene-LOC106792243	LOC106792243	696	1044	1137	1395	676	1050	920	512	1046	634
gene-LOC106792249	LOC106792249	365	622	535	498	376	628	503	376	481	378
gene-LOC106792252	LOC106792252	154	141	152	232	151	113	89	180	144	252
gene-LOC106792247	LOC106792247	161	341	401	415	140	388	341	233	360	244
gene-LOC106792248	LOC106792248	415	811	1086	1148	397	744	853	400	1045	452
gene-LOC106792245	LOC106792245	3311	8468	6387	3263	4293	11212	8024	5206	3957	7032
gene-LOC106792244	LOC106792244	152	202	245	298	141	153	177	213	203	256
gene-LOC106792246	LOC106792246	129	134	166	131	105	162	162	67	105	74
gene-LOC106792257	LOC106792257	1232	2738	2756	2129	1132	2568	2736	1252	2236	1471
gene-LOC106792254	LOC106792254	0	1	7	1	1	3	1	3	0	1
gene-LOC106792259	LOC106792259	37	43	34	34	26	35	19	50	38	70
gene-LOC106792258	LOC106792258	561	941	841	766	484	745	698	513	690	576
gene-LOC106792260	LOC106792260	400	623	1022	381	546	1325	918	720	477	624
gene-LOC106792255	LOC106792255	585	1013	1293	1281	512	1201	784	483	1102	568
gene-LOC106792256	LOC106792256	1355	3882	4179	1293	1980	3287	2428	1777	2128	2148
gene-LOC106792262	LOC106792262	292	782	848	797	358	927	1015	422	621	378
gene-LOC106792261	LOC106792261	341	641	771	946	264	588	750	289	563	323
gene-LOC106792263	LOC106792263	128	260	240	242	149	245	230	141	196	163
gene-LOC106792264	LOC106792264	1811	3360	4219	3956	1429	4200	3493	1725	2748	1703
gene-LOC106792274	LOC106792274	22	17	30	40	18	14	10	17	21	30
gene-LOC106792273	LOC106792273	463	790	862	832	445	711	718	542	672	546
gene-LOC106792266	LOC106792266	1003	1311	1500	1442	886	1361	1532	861	1200	927
gene-LOC106792267	LOC106792267	129	120	152	145	160	143	102	134	109	169
gene-LOC106792269	LOC106792269	105	167	230	223	144	189	194	158	323	111
gene-LOC106792268	LOC106792268	319	654	758	563	397	683	682	423	467	423
gene-LOC106792270	LOC106792270	1586	2974	3510	2698	1434	3254	2779	1617	2216	1893
gene-LOC106792265	LOC106792265	0	7	0	4	3	2	1	5	0	0
gene-LOC106792272	LOC106792272	71	211	330	153	110	242	237	99	110	93
gene-LOC106792275	LOC106792275	0	1	9	1	3	3	0	5	2	0
gene-LOC106792284	LOC106792284	68	100	233	262	84	103	84	151	184	95
gene-LOC106792281	LOC106792281	4	18	23	14	2	23	9	9	14	8
gene-LOC106792285	LOC106792285	5	5	12	13	6	12	7	10	12	2
gene-LOC106792283	LOC106792283	10	2	10	8	6	11	5	18	8	3
gene-LOC106792280	LOC106792280	416	265	243	308	316	188	133	468	328	482
gene-LOC106792279	LOC106792279	300	466	560	794	261	466	537	306	439	435
gene-LOC106792282	LOC106792282	52	97	106	48	76	87	54	125	51	50
gene-LOC106792277	LOC106792277	797	1612	1787	2044	772	1922	1851	919	1573	1029
gene-LOC106792276	LOC106792276	926	1667	1630	1325	822	1240	1259	939	1353	1215
gene-LOC106792278	LOC106792278	981	1349	1366	1242	769	1391	1417	683	1107	839
gene-LOC106792286	LOC106792286	872	1663	1660	2194	893	1650	1639	1014	1344	1161
gene-LOC106792287	LOC106792287	22	49	101	87	21	59	74	28	53	23
gene-LOC106792288	LOC106792288	1775	3516	4204	4721	1415	4197	3641	1500	3122	1672
gene-LOC106792289	LOC106792289	160	360	427	477	138	364	426	179	349	213
gene-LOC106792290	LOC106792290	299	903	1119	1128	350	959	1129	371	858	516
gene-LOC106792291	LOC106792291	957	2597	3004	3228	921	2685	3506	856	2571	1250
gene-LOC106792294	LOC106792294	137	321	280	253	148	265	292	142	177	143
gene-LOC106792295	LOC106792295	0	1	0	0	0	0	0	0	0	0
gene-LOC106792292	LOC106792292	4881	11863	15883	19182	5202	12048	14491	5706	13983	5900
gene-LOC106792301	LOC106792301	506	824	1240	1008	409	1153	938	548	911	631
gene-LOC106792299	LOC106792299	551	1393	1403	2035	515	1485	1657	527	1333	608
gene-LOC106792297	LOC106792297	244	429	518	295	209	461	393	222	342	319
gene-LOC106792298	LOC106792298	129	168	178	271	139	87	82	195	173	172
gene-LOC106792296	LOC106792296	369	849	1061	1038	313	888	828	439	836	418
gene-LOC106792304	LOC106792304	33	100	112	25	37	79	71	48	76	71
gene-LOC106792307	LOC106792307	18	25	23	20	12	14	14	2	9	5
gene-LOC106792305	LOC106792305	164	265	320	157	191	272	270	235	209	188
gene-LOC106792308	LOC106792308	1381	1389	1713	1604	793	1279	1551	690	1319	859
gene-LOC106792303	LOC106792303	939	2044	2478	2468	910	2902	2154	1359	1832	1122
gene-LOC106792302	LOC106792302	177	213	159	169	146	148	143	150	133	169
gene-LOC106792311	LOC106792311	246	412	380	271	211	313	305	253	311	244
gene-LOC106792309	LOC106792309	323	492	627	350	295	535	500	284	363	395
gene-LOC106792310	LOC106792310	12	36	68	18	69	160	274	30	52	80
gene-LOC106792312	LOC106792312	0	0	0	0	0	0	0	0	0	0
gene-LOC106792325	LOC106792325	108	359	434	491	144	280	338	183	459	212
gene-LOC106792315	LOC106792315	806	1735	1597	1359	842	1633	1235	1016	1235	1113
gene-LOC106792317	LOC106792317	340	862	1095	891	417	986	865	524	836	528
gene-LOC106792316	LOC106792316	849	1233	1516	1235	807	1318	1434	873	1214	917
gene-LOC106792327	LOC106792327	177	373	349	317	195	360	338	203	294	284
gene-LOC106792321	LOC106792321	783	1172	1332	1171	894	1382	1260	801	1064	776
gene-LOC106792320	LOC106792320	541	739	883	1354	605	785	933	486	888	574
gene-LOC106792318	LOC106792318	566	1494	1728	1340	531	1541	1425	722	1428	801
gene-LOC106792319	LOC106792319	81	151	128	97	73	137	115	140	93	146
gene-LOC106792326	LOC106792326	607	1233	1274	1296	625	1241	1169	642	994	831
gene-LOC106792328	LOC106792328	0	26	21	0	21	67	27	87	0	37
gene-LOC106792314	LOC106792314	0	3	0	0	1	1	3	1	0	0
gene-LOC106792313	LOC106792313	0	0	37	0	13	0	1	0	2	0
gene-LOC106792322	LOC106792322	634	776	1214	790	505	1070	706	545	607	592
gene-LOC106792323	LOC106792323	305	359	525	458	229	380	312	290	374	328
gene-LOC106792324	LOC106792324	123	399	253	248	152	564	145	1392	113	183
gene-LOC106792329	LOC106792329	0	1	0	1	0	1	0	0	0	2
gene-LOC106792337	LOC106792337	329	477	550	653	234	472	512	354	469	331
gene-LOC106792331	LOC106792331	1	3	0	0	0	1	0	0	0	1
gene-LOC106792332	LOC106792332	0	0	0	0	0	0	0	0	0	0
gene-LOC106792334	LOC106792334	3726	6756	6906	6181	3384	6907	6892	2990	4737	3377
gene-LOC106792336	LOC106792336	8	6	9	3	7	8	4	5	6	18
gene-LOC106792333	LOC106792333	39	102	151	151	38	78	57	72	86	62
gene-LOC106792338	LOC106792338	179	153	145	171	161	130	108	148	119	243
gene-LOC106792340	LOC106792340	942	2509	2458	1508	971	2444	2319	1139	1664	1209
gene-LOC106792341	LOC106792341	0	0	0	0	0	0	0	0	0	0
gene-LOC106792342	LOC106792342	0	0	0	0	1	1	0	0	0	0
gene-LOC106792343	LOC106792343	0	0	0	0	0	0	2	0	0	0
gene-LOC106792344	LOC106792344	2	3	1	0	8	3	0	3	0	0
gene-LOC106792345	LOC106792345	0	0	0	0	0	0	0	0	0	0
gene-LOC106792346	LOC106792346	47	10	24	12	14	110	53	27	47	62
gene-LOC106792348	LOC106792348	435	930	880	720	421	1132	1243	328	543	386
gene-LOC106792347	LOC106792347	930	3196	2370	1393	1810	3804	4722	1456	1564	1903
gene-LOC106792361	LOC106792361	141	147	225	289	62	229	180	86	177	83
gene-LOC106792354	LOC106792354	57	174	286	263	56	276	214	138	177	107
gene-LOC106792349	LOC106792349	29	62	96	105	27	122	75	35	87	36
gene-LOC106792355	LOC106792355	946	1904	2152	2618	860	1838	1995	761	2055	1028
gene-LOC106792352	LOC106792352	1524	3704	4742	4008	1907	4438	3608	2385	3551	2273
gene-LOC106792351	LOC106792351	287	515	614	478	252	495	551	270	390	305
gene-LOC106792357	LOC106792357	1149	2672	2929	4277	1149	2935	2812	1298	2557	1455
gene-LOC106792356	LOC106792356	1275	2333	2755	2296	1373	2456	2547	1327	1937	1444
gene-LOC106792359	LOC106792359	261	208	224	211	334	108	76	294	234	330
gene-LOC106792358	LOC106792358	166	490	598	800	183	553	492	225	447	223
gene-LOC106792360	LOC106792360	634	1432	1287	851	716	1879	1456	620	841	821
gene-LOC106792372	LOC106792372	1941	3753	3708	2121	1555	2656	2488	1212	3854	1540
gene-LOC106792365	LOC106792365	131	451	487	650	167	410	568	262	494	244
gene-LOC106792364	LOC106792364	36	42	48	60	28	16	34	30	43	31
gene-LOC106792362	LOC106792362	75	20	45	30	52	24	20	16	28	21
gene-LOC106792363	LOC106792363	2813	3240	4332	3824	1777	2743	3346	1842	4662	2319
gene-LOC106792369	LOC106792369	39	321	84	25	162	1069	173	678	41	261
gene-LOC106792370	LOC106792370	551	1484	1811	1446	613	1464	1647	611	1278	804
gene-LOC106792367	LOC106792367	358	558	681	596	334	610	607	301	434	370
gene-LOC106792368	LOC106792368	58	70	69	128	58	83	80	32	56	46
gene-LOC106792366	LOC106792366	272	584	767	448	320	716	653	305	608	330
gene-LOC106792371	LOC106792371	800	1875	2723	1668	841	2402	2073	878	1659	1082
gene-LOC106792374	LOC106792374	518	934	1223	1153	550	1278	1531	499	740	418
gene-LOC106792375	LOC106792375	198	211	216	314	203	130	124	196	194	168
gene-LOC106792376	LOC106792376	0	0	0	0	0	0	0	0	0	0
gene-LOC106792377	LOC106792377	0	0	0	0	0	0	0	0	0	0
gene-LOC106792379	LOC106792379	14	31	15	9	4	48	15	51	19	18
gene-LOC106792380	LOC106792380	30	1	2	0	0	0	0	0	0	0
gene-LOC106792381	LOC106792381	33	129	104	94	27	89	89	33	96	48
gene-LOC106792388	LOC106792388	25	89	79	42	33	125	79	40	32	57
gene-LOC106792387	LOC106792387	247	630	712	692	274	645	651	327	525	329
gene-LOC106792383	LOC106792383	581	675	756	718	476	793	724	459	610	403
gene-LOC106792384	LOC106792384	576	554	840	616	499	661	515	391	547	403
gene-LOC106792382	LOC106792382	1	4	0	0	0	3	2	0	0	10
gene-LOC106792386	LOC106792386	510	856	894	1067	431	783	717	293	702	453
gene-LOC106792385	LOC106792385	59	183	225	354	76	180	172	117	182	107
gene-LOC106792389	LOC106792389	18	36	52	2	62	293	202	16	2	27
gene-LOC106792390	LOC106792390	343	642	691	659	294	746	852	330	478	213
gene-LOC106792393	LOC106792393	188	28	25	22	279	1	0	297	34	312
gene-LOC106792394	LOC106792394	165	278	327	406	185	234	223	165	293	195
gene-LOC106792396	LOC106792396	527	786	653	597	451	961	532	730	915	702
gene-LOC106792392	LOC106792392	1	8	10	18	6	12	2	9	9	8
gene-LOC106792391	LOC106792391	0	0	0	0	2	0	0	4	0	4
gene-LOC106792397	LOC106792397	15	97	92	138	41	20	104	25	77	19
gene-LOC106792398	LOC106792398	99	260	263	230	60	200	282	100	265	135
gene-LOC106792399	LOC106792399	12	25	29	32	13	27	39	15	35	19
gene-LOC106792400	LOC106792400	136	263	445	467	107	409	275	125	261	137
gene-LOC106792402	LOC106792402	145	237	377	327	59	343	224	88	234	98
gene-LOC106792401	LOC106792401	171	295	416	525	117	402	212	124	270	120
gene-LOC106792410	LOC106792410	62	222	290	390	81	299	327	156	235	142
gene-LOC106792407	LOC106792407	328	706	757	847	306	585	560	283	582	322
gene-LOC106792408	LOC106792408	1069	2483	2645	1691	1085	2883	2977	1040	1724	1386
gene-LOC106792405	LOC106792405	49	30	14	4	57	109	24	144	17	114
gene-LOC106792412	LOC106792412	312	373	450	471	250	354	319	287	411	332
gene-LOC106792413	LOC106792413	212	284	338	391	222	113	111	261	345	309
gene-LOC106792411	LOC106792411	246	284	283	289	228	211	214	237	239	288
gene-LOC106792414	LOC106792414	136	317	173	369	64	308	245	88	87	39
gene-LOC106792403	LOC106792403	2	0	0	0	2	0	0	6	0	2
gene-LOC106792404	LOC106792404	3	3	0	0	0	6	0	0	0	0
gene-LOC106792415	LOC106792415	1149	2322	2763	2468	1365	2698	2887	1155	2251	1380
gene-LOC106792420	LOC106792420	192	500	844	533	261	627	603	265	550	351
gene-LOC106792419	LOC106792419	74	271	100	33	115	460	606	273	29	187
gene-LOC106792418	LOC106792418	66867	170508	213184	49769	90942	122778	81098	88775	128117	99680
gene-LOC106792417	LOC106792417	36	30	60	17	67	22	47	36	80	49
gene-LOC106792416	LOC106792416	109	111	201	30	161	123	123	193	232	223
gene-LOC106792425	LOC106792425	8	125	14	0	44	172	21	422	0	104
gene-Trnat-ggu	Trnat-ggu	0	0	0	0	0	0	0	0	0	3
gene-LOC106792424	LOC106792424	11	13	3	2	7	85	5	79	0	6
gene-LOC106792422	LOC106792422	0	0	0	0	0	0	0	0	0	1
gene-LOC106792423	LOC106792423	6	32	2	0	0	45	12	17	0	9
gene-LOC106792426	LOC106792426	6	20	17	34	11	22	12	8	25	15
gene-LOC106792427	LOC106792427	72	0	2	3	64	3	0	38	1	55
gene-LOC106792432	LOC106792432	156	74	229	168	127	138	137	124	67	125
gene-LOC106792435	LOC106792435	123	129	185	67	126	122	91	206	99	130
gene-LOC106792428	LOC106792428	3	0	2	1	0	1	0	3	0	1
gene-LOC106792434	LOC106792434	79	66	113	130	39	77	49	89	79	68
gene-LOC106792430	LOC106792430	31	156	91	172	62	121	145	63	43	102
gene-LOC106792431	LOC106792431	106	225	331	332	136	217	217	168	296	184
gene-LOC106792433	LOC106792433	359	611	641	743	413	565	755	345	562	448
gene-LOC106792439	LOC106792439	5773	10107	13463	11477	5334	11594	10812	6004	9591	6033
gene-LOC106792436	LOC106792436	53	104	106	142	29	102	85	57	89	69
gene-LOC106792444	LOC106792444	1700	3102	3781	4356	1710	3492	4583	1165	3657	1641
gene-LOC106792443	LOC106792443	152	488	665	669	180	450	510	217	577	282
gene-LOC106792440	LOC106792440	1453	1310	1375	1107	1300	1388	1397	1333	1074	1565
gene-LOC106792445	LOC106792445	183	675	792	436	293	828	735	405	559	310
gene-LOC106792441	LOC106792441	590	849	724	760	683	605	646	559	734	738
gene-LOC106792442	LOC106792442	533	713	795	1003	428	692	610	573	754	565
gene-LOC106792446	LOC106792446	169	198	307	248	136	234	167	163	263	275
gene-LOC106792447	LOC106792447	59	277	134	37	38	848	679	29	44	102
gene-LOC106792438	LOC106792438	5	9	0	1	3	24	27	1	0	2
gene-LOC106792449	LOC106792449	0	0	7	0	0	0	1	0	0	0
gene-LOC106792450	LOC106792450	0	2	2	0	0	0	0	0	0	0
gene-LOC106792452	LOC106792452	77	108	99	109	67	135	127	98	109	64
gene-LOC106792451	LOC106792451	2	7	1	1	0	1	2	0	3	2
gene-LOC106792453	LOC106792453	0	2	6	6	0	3	0	4	13	0
gene-LOC106792454	LOC106792454	43	53	175	50	38	527	168	136	142	95
gene-LOC106792456	LOC106792456	0	5	9	1	1	37	8	6	8	5
gene-LOC106792457	LOC106792457	1480	2292	2731	2381	1190	2503	2236	912	1836	1201
gene-LOC106792458	LOC106792458	4	10	19	46	8	6	3	7	1	3
gene-LOC106792459	LOC106792459	78	125	109	78	67	55	99	20	38	42
gene-LOC106792460	LOC106792460	0	2	2922	5	229	2145	1247	1	3	298
gene-LOC106792461	LOC106792461	2166	7815	7067	9006	3883	11848	6560	4297	6305	1805
gene-LOC106792465	LOC106792465	289	742	934	334	358	757	1047	338	525	418
gene-LOC106792467	LOC106792467	114	226	311	252	136	245	214	130	220	179
gene-LOC106792466	LOC106792466	54	86	107	141	44	49	42	89	98	83
gene-LOC106792469	LOC106792469	15	32	23	56	13	24	24	8	42	22
gene-LOC106792468	LOC106792468	32	18	19	45	11	1	1	34	22	53
gene-LOC106792462	LOC106792462	1931	4810	5086	3910	1858	5834	5663	1980	3544	2059
gene-LOC106792464	LOC106792464	14	52	29	54	16	43	46	19	17	26
gene-LOC106792470	LOC106792470	230	444	567	894	234	705	490	196	576	249
gene-LOC106792472	LOC106792472	0	0	0	0	0	0	0	0	0	0
gene-LOC106792475	LOC106792475	10	30	7	0	51	132	6	183	0	96
gene-LOC106792473	LOC106792473	0	6	0	0	17	20	10	43	0	23
gene-LOC106792474	LOC106792474	9	58	27	2	32	167	58	104	3	22
gene-LOC106792476	LOC106792476	4	6	10	2	1	20	8	19	4	3
gene-LOC106792477	LOC106792477	0	2	1	0	0	1	6	0	0	1
gene-LOC106792478	LOC106792478	63	26	112	143	94	273	75	107	371	74
gene-LOC106792479	LOC106792479	172	251	305	368	168	303	345	207	318	246
gene-LOC106792482	LOC106792482	133	339	417	547	157	401	363	183	307	214
gene-LOC106792481	LOC106792481	179	876	658	220	339	1179	1040	351	335	262
gene-LOC106792483	LOC106792483	7	8	25	12	19	9	10	10	25	9
gene-LOC106792493	LOC106792493	36	410	306	18	145	58	198	52	22	43
gene-LOC106792484	LOC106792484	731	854	1045	541	536	966	740	453	667	567
gene-LOC106792485	LOC106792485	133	233	220	179	152	200	206	110	161	177
