"Liostenogaster_flavolineata","Polistes_dominula"
"Lflavo2a011530","gene3181"
"Lflavo2a011531","gene3179"
"Lflavo2a011534","gene7511"
"Lflavo2a011535","gene2541"
"Lflavo2a011536","gene9316"
"Lflavo2a011537","gene533"
"Lflavo2a011538","gene9322"
"Lflavo2a011539","gene447"
"Lflavo2a011542","gene1064"
"Lflavo2a011543","gene7532"
"Lflavo2a011544","gene192"
"Lflavo2a011546","gene9312"
"Lflavo2a011548","gene2538"
"Lflavo2a011549","gene2017"
"Lflavo2a011551","gene3849"
"Lflavo2a011553","gene9950"
"Lflavo2a011554","gene9953"
"Lflavo2a011556","gene14"
"Lflavo2a011557","gene6924"
"Lflavo2a011558","gene5099"
"Lflavo2a011559","gene4276"
"Lflavo2a011560","gene1066"
"Lflavo2a011562","gene13"
"Lflavo2a011564","gene2015"
"Lflavo2a011565","gene1068"
"Lflavo2a011566","gene2540"
"Lflavo2a011567","gene3854"
"Lflavo2a011568","gene4467"
"Lflavo2a011569","gene10256"
"Lflavo2a011570","gene195"
"Lflavo2a011571","gene7703"
"Lflavo2a011572","gene2915"
"Lflavo2a011574","gene531"
"Lflavo2a011577","gene8909"
"Lflavo2a011578","gene5676"
"Lflavo2a011580","gene3852"
"Lflavo2a011581","gene3056"
"Lflavo2a011584","gene616"
"Lflavo2a011585","gene7509"
"Lflavo2a011587","gene3182"
"Lflavo2a011591","gene197"
"Lflavo2a011592","gene7302"
"Lflavo2a011595","gene3357"
"Lflavo2a011596","gene6100"
"Lflavo2a011599","gene634"
"Lflavo2a011600","gene3361"
"Lflavo2a011601","gene9236"
"Lflavo2a011602","gene3359"
"Lflavo2a011603","gene744"
"Lflavo2a011604","gene3366"
"Lflavo2a011605","gene8919"
"Lflavo2a011606","gene587"
"Lflavo2a011607","gene8920"
"Lflavo2a011612","gene986"
"Lflavo2a011613","gene980"
"Lflavo2a011614","gene9237"
"Lflavo2a011615","gene4699"
"Lflavo2a011616","gene1183"
"Lflavo2a011619","gene9239"
"Lflavo2a011621","gene3381"
"Lflavo2a011622","gene632"
"Lflavo2a011623","gene9268"
"Lflavo2a011624","gene983"
"Lflavo2a011625","gene988"
"Lflavo2a011626","gene5177"
"Lflavo2a011627","gene3365"
"Lflavo2a011628","gene636"
"Lflavo2a011631","gene453"
"Lflavo2a011632","gene4810"
"Lflavo2a011633","gene635"
"Lflavo2a011634","gene6531"
"Lflavo2a011635","gene3371"
"Lflavo2a011636","gene606"
"Lflavo2a011637","gene3367"
"Lflavo2a011638","gene5110"
"Lflavo2a011640","gene778"
"Lflavo2a011642","gene451"
"Lflavo2a011643","gene3358"
"Lflavo2a011647","gene3368"
"Lflavo2a011649","gene605"
"Lflavo2a011652","gene449"
"Lflavo2a011653","gene623"
"Lflavo2a011654","gene745"
"Lflavo2a011656","gene9238"
"Lflavo2a011657","gene987"
"Lflavo2a011659","gene622"
"Lflavo2a011660","gene780"
"Lflavo2a011663","gene455"
"Lflavo2a011665","gene627"
"Lflavo2a011666","gene450"
"Lflavo2a011667","gene8274"
"Lflavo2a011668","gene3360"
"Lflavo2a011669","gene3380"
"Lflavo2a011671","gene981"
"Lflavo2a011672","gene448"
"Lflavo2a011673","gene5178"
"Lflavo2a011676","gene3370"
"Lflavo2a011677","gene982"
"Lflavo2a011678","gene6104"
"Lflavo2a011683","gene3369"
"Lflavo2a011684","gene6099"
"Lflavo2a011685","gene3363"
"Lflavo2a011686","gene3362"
"Lflavo2a011687","gene633"
"Lflavo2a011688","gene3364"
"Lflavo2a011690","gene984"
"Lflavo2a011691","gene7959"
"Lflavo2a011706","gene11271"
"Lflavo2a011711","gene1115"
"Lflavo2a011712","gene1868"
"Lflavo2a011715","gene615"
"Lflavo2a011716","gene9848"
"Lflavo2a011717","gene9752"
"Lflavo2a011718","gene4229"
"Lflavo2a011720","gene1591"
"Lflavo2a011721","gene4505"
"Lflavo2a011722","gene7711"
"Lflavo2a011723","gene1587"
"Lflavo2a011724","gene6280"
"Lflavo2a011725","gene3766"
"Lflavo2a011727","gene4500"
"Lflavo2a011728","gene4228"
"Lflavo2a011729","gene9751"
"Lflavo2a011730","gene1590"
"Lflavo2a011731","gene4504"
"Lflavo2a011732","gene1118"
"Lflavo2a011733","gene9261"
"Lflavo2a011734","gene9780"
"Lflavo2a011737","gene4499"
"Lflavo2a011739","gene1117"
"Lflavo2a011740","gene4498"
"Lflavo2a011742","gene4502"
"Lflavo2a011743","gene4501"
"Lflavo2a011744","gene1585"
"Lflavo2a011747","gene4544"
"Lflavo2a011748","gene4547"
"Lflavo2a011750","gene1586"
"Lflavo2a011752","gene11"
"Lflavo2a011755","gene4545"
"Lflavo2a011756","gene1038"
"Lflavo2a011758","gene4230"
"Lflavo2a011759","gene4506"
"Lflavo2a011760","gene7713"
"Lflavo2a011761","gene7709"
"Lflavo2a011762","gene9260"
"Lflavo2a011763","gene614"
"Lflavo2a011764","gene4615"
"Lflavo2a011766","gene1583"
"Lflavo2a011767","gene1584"
"Lflavo2a011768","gene1114"
"Lflavo2a011769","gene1113"
"Lflavo2a011774","gene7712"
"Lflavo2a011775","gene7710"
"Lflavo2a011777","gene4616"
"Lflavo2a011778","gene4508"
"Lflavo2a011781","gene4898"
"Lflavo2a011782","gene10188"
"Lflavo2a011783","gene10183"
"Lflavo2a011784","gene4897"
"Lflavo2a011787","gene4899"
"Lflavo2a011788","gene10186"
"Lflavo2a011789","gene10185"
"Lflavo2a011791","gene4896"
"Lflavo2a011792","gene10187"
"Lflavo2a011793","gene10184"
"Lflavo2a011796","gene6144"
"Lflavo2a011799","gene908"
"Lflavo2a011802","gene9643"
"Lflavo2a011803","gene2048"
"Lflavo2a011804","gene2046"
"Lflavo2a011806","gene9395"
"Lflavo2a011808","gene907"
"Lflavo2a011809","gene6953"
"Lflavo2a011811","gene6982"
"Lflavo2a011812","gene901"
"Lflavo2a011819","gene2054"
"Lflavo2a011822","gene2044"
"Lflavo2a011823","gene3569"
"Lflavo2a011824","gene3581"
"Lflavo2a011825","gene3584"
"Lflavo2a011827","gene909"
"Lflavo2a011828","gene3571"
"Lflavo2a011829","gene9396"
"Lflavo2a011830","gene9719"
"Lflavo2a011831","gene2052"
"Lflavo2a011833","gene2047"
"Lflavo2a011836","gene900"
"Lflavo2a011837","gene2049"
"Lflavo2a011839","gene3568"
"Lflavo2a011840","gene9397"
"Lflavo2a011841","gene3570"
"Lflavo2a011842","gene3578"
"Lflavo2a011843","gene899"
"Lflavo2a011845","gene4650"
"Lflavo2a011848","gene4651"
"Lflavo2a011849","gene3566"
"Lflavo2a011851","gene2051"
"Lflavo2a011858","gene902"
"Lflavo2a011859","gene3573"
"Lflavo2a011860","gene4624"
"Lflavo2a011861","gene2053"
"Lflavo2a011862","gene897"
"Lflavo2a011863","gene9398"
"Lflavo2a011865","gene905"
"Lflavo2a011866","gene4623"
"Lflavo2a011868","gene2045"
"Lflavo2a011869","gene3575"
"Lflavo2a011870","gene2050"
"Lflavo2a011873","gene9646"
"Lflavo2a011874","gene9638"
"Lflavo2a011875","gene4622"
"Lflavo2a011876","gene3579"
"Lflavo2a011877","gene541"
"Lflavo2a011879","gene3572"
"Lflavo2a011881","gene4652"
"Lflavo2a011882","gene3574"
"Lflavo2a011884","gene898"
"Lflavo2a011886","gene3567"
"Lflavo2a011887","gene2043"
"Lflavo2a011888","gene9639"
"Lflavo2a011897","gene1972"
"Lflavo2a011898","gene9634"
"Lflavo2a011901","gene5000"
"Lflavo2a011902","gene7258"
"Lflavo2a011904","gene7784"
"Lflavo2a011906","gene7773"
"Lflavo2a011908","gene9526"
"Lflavo2a011909","gene6956"
"Lflavo2a011910","gene10538"
"Lflavo2a011913","gene7259"
"Lflavo2a011916","gene765"
"Lflavo2a011918","gene10536"
"Lflavo2a011922","gene9633"
"Lflavo2a011923","gene6552"
"Lflavo2a011925","gene6994"
"Lflavo2a011926","gene5001"
"Lflavo2a011927","gene6957"
"Lflavo2a011929","gene9635"
"Lflavo2a011930","gene9632"
"Lflavo2a011931","gene10537"
"Lflavo2a011932","gene678"
"Lflavo2a011935","gene6675"
"Lflavo2a011936","gene10892"
"Lflavo2a011940","gene1019"
"Lflavo2a011942","gene7652"
"Lflavo2a011946","gene399"
"Lflavo2a011947","gene1249"
"Lflavo2a011948","gene1018"
"Lflavo2a011949","gene5956"
"Lflavo2a011950","gene1723"
"Lflavo2a011954","gene1722"
"Lflavo2a011956","gene1999"
"Lflavo2a011957","gene7654"
"Lflavo2a011958","gene1998"
"Lflavo2a011959","gene5946"
"Lflavo2a011960","gene5964"
"Lflavo2a011961","gene7657"
"Lflavo2a011962","gene5962"
"Lflavo2a011963","gene7656"
"Lflavo2a011964","gene1997"
"Lflavo2a011965","gene703"
"Lflavo2a011967","gene7655"
"Lflavo2a011968","gene5961"
"Lflavo2a011969","gene7653"
"Lflavo2a011971","gene5949"
"Lflavo2a011972","gene6674"
"Lflavo2a011973","gene10893"
"Lflavo2a011974","gene7658"
"Lflavo2a011979","gene3968"
"Lflavo2a011981","gene2000"
"Lflavo2a011982","gene5951"
"Lflavo2a011984","gene6672"
"Lflavo2a011987","gene6673"
"Lflavo2a011991","gene1464"
"Lflavo2a011993","gene8614"
"Lflavo2a011996","gene8584"
"Lflavo2a011997","gene8373"
"Lflavo2a011998","gene8616"
"Lflavo2a012000","gene8374"
"Lflavo2a012002","gene1466"
"Lflavo2a012003","gene8583"
"Lflavo2a012005","gene8618"
"Lflavo2a012008","gene8619"
"Lflavo2a012009","gene10129"
"Lflavo2a012010","gene1465"
"Lflavo2a012011","gene7036"
"Lflavo2a012013","gene1468"
"Lflavo2a012015","gene6432"
"Lflavo2a012016","gene6433"
"Lflavo2a012018","gene4758"
"Lflavo2a012019","gene4759"
"Lflavo2a012020","gene9052"
"Lflavo2a012021","gene5315"
"Lflavo2a012022","gene6434"
"Lflavo2a012023","gene5032"
"Lflavo2a012024","gene5033"
"Lflavo2a012027","gene6352"
"Lflavo2a012028","gene9051"
"Lflavo2a012029","gene9636"
"Lflavo2a012030","gene10510"
"Lflavo2a012031","gene9050"
"Lflavo2a012032","gene9229"
"Lflavo2a012033","gene3700"
"Lflavo2a012034","gene7505"
"Lflavo2a012037","gene7483"
"Lflavo2a012038","gene9852"
"Lflavo2a012040","gene6719"
"Lflavo2a012045","gene9979"
"Lflavo2a012047","gene9983"
"Lflavo2a012048","gene69"
"Lflavo2a012049","gene6310"
"Lflavo2a012050","gene9218"
"Lflavo2a012051","gene5199"
"Lflavo2a012053","gene7500"
"Lflavo2a012054","gene6714"
"Lflavo2a012055","gene8752"
"Lflavo2a012057","gene4611"
"Lflavo2a012061","gene10473"
"Lflavo2a012062","gene428"
"Lflavo2a012064","gene6710"
"Lflavo2a012065","gene6809"
"Lflavo2a012067","gene3596"
"Lflavo2a012068","gene7502"
"Lflavo2a012069","gene6811"
"Lflavo2a012070","gene3216"
"Lflavo2a012072","gene9222"
"Lflavo2a012073","gene5200"
"Lflavo2a012075","gene9859"
"Lflavo2a012077","gene7485"
"Lflavo2a012078","gene5489"
"Lflavo2a012079","gene6804"
"Lflavo2a012081","gene3701"
"Lflavo2a012083","gene5587"
"Lflavo2a012084","gene7501"
"Lflavo2a012085","gene7496"
"Lflavo2a012086","gene9223"
"Lflavo2a012087","gene8749"
"Lflavo2a012088","gene3627"
"Lflavo2a012089","gene5592"
"Lflavo2a012090","gene9234"
"Lflavo2a012091","gene9984"
"Lflavo2a012093","gene99"
"Lflavo2a012094","gene6309"
"Lflavo2a012095","gene2421"
"Lflavo2a012096","gene9855"
"Lflavo2a012098","gene6712"
"Lflavo2a012102","gene5588"
"Lflavo2a012103","gene6800"
"Lflavo2a012104","gene3217"
"Lflavo2a012106","gene9980"
"Lflavo2a012107","gene7498"
"Lflavo2a012108","gene101"
"Lflavo2a012109","gene9447"
"Lflavo2a012110","gene7482"
"Lflavo2a012112","gene6807"
"Lflavo2a012113","gene9232"
"Lflavo2a012114","gene3702"
"Lflavo2a012115","gene6715"
"Lflavo2a012116","gene9858"
"Lflavo2a012119","gene8755"
"Lflavo2a012120","gene7484"
"Lflavo2a012121","gene7487"
"Lflavo2a012122","gene7506"
"Lflavo2a012124","gene4609"
"Lflavo2a012125","gene6802"
"Lflavo2a012126","gene5590"
"Lflavo2a012127","gene4605"
"Lflavo2a012128","gene3722"
"Lflavo2a012130","gene7499"
"Lflavo2a012131","gene7503"
"Lflavo2a012132","gene6716"
"Lflavo2a012133","gene9235"
"Lflavo2a012134","gene5591"
"Lflavo2a012135","gene8751"
"Lflavo2a012137","gene3780"
"Lflavo2a012138","gene10474"
"Lflavo2a012139","gene2420"
"Lflavo2a012141","gene6718"
"Lflavo2a012142","gene7504"
"Lflavo2a012144","gene9228"
"Lflavo2a012145","gene344"
"Lflavo2a012146","gene5488"
"Lflavo2a012148","gene4607"
"Lflavo2a012149","gene6803"
"Lflavo2a012150","gene9860"
"Lflavo2a012151","gene421"
"Lflavo2a012152","gene9981"
"Lflavo2a012153","gene9982"
"Lflavo2a012154","gene9227"
"Lflavo2a012157","gene3705"
"Lflavo2a012158","gene3595"
"Lflavo2a012159","gene5593"
"Lflavo2a012160","gene6801"
"Lflavo2a012162","gene4608"
"Lflavo2a012163","gene6307"
"Lflavo2a012164","gene9226"
"Lflavo2a012165","gene6308"
"Lflavo2a012166","gene9826"
"Lflavo2a012167","gene345"
"Lflavo2a012168","gene423"
"Lflavo2a012169","gene100"
"Lflavo2a012170","gene9986"
"Lflavo2a012172","gene9225"
"Lflavo2a012173","gene2422"
"Lflavo2a012174","gene429"
"Lflavo2a012175","gene6808"
"Lflavo2a012176","gene9861"
"Lflavo2a012179","gene9854"
"Lflavo2a012180","gene8753"
"Lflavo2a012182","gene342"
"Lflavo2a012183","gene3390"
"Lflavo2a012184","gene742"
"Lflavo2a012185","gene9856"
"Lflavo2a012186","gene427"
"Lflavo2a012187","gene3704"
"Lflavo2a012188","gene9822"
"Lflavo2a012189","gene6713"
"Lflavo2a012193","gene5589"
"Lflavo2a012195","gene9231"
"Lflavo2a012196","gene3721"
"Lflavo2a012197","gene8748"
"Lflavo2a012198","gene10475"
"Lflavo2a012201","gene7497"
"Lflavo2a012202","gene3310"
"Lflavo2a012204","gene3315"
"Lflavo2a012205","gene1244"
"Lflavo2a012206","gene3311"
"Lflavo2a012207","gene3312"
"Lflavo2a012209","gene3314"
"Lflavo2a012210","gene7147"
"Lflavo2a012212","gene3309"
"Lflavo2a012213","gene3313"
"Lflavo2a012215","gene3316"
"Lflavo2a012218","gene9443"
"Lflavo2a012219","gene433"
"Lflavo2a012220","gene434"
"Lflavo2a012225","gene8713"
"Lflavo2a012226","gene5711"
"Lflavo2a012227","gene437"
"Lflavo2a012228","gene436"
"Lflavo2a012229","gene9375"
"Lflavo2a012230","gene9442"
"Lflavo2a012231","gene6282"
"Lflavo2a012233","gene438"
"Lflavo2a012235","gene1112"
"Lflavo2a012236","gene1111"
"Lflavo2a012237","gene439"
"Lflavo2a012240","gene5284"
"Lflavo2a012242","gene9944"
"Lflavo2a012243","gene6679"
"Lflavo2a012245","gene9113"
"Lflavo2a012247","gene2063"
"Lflavo2a012248","gene1866"
"Lflavo2a012249","gene1867"
"Lflavo2a012251","gene8058"
"Lflavo2a012252","gene9958"
"Lflavo2a012255","gene2536"
"Lflavo2a012256","gene3939"
"Lflavo2a012257","gene7967"
"Lflavo2a012258","gene4045"
"Lflavo2a012259","gene9957"
"Lflavo2a012261","gene8039"
"Lflavo2a012262","gene8057"
"Lflavo2a012263","gene2535"
"Lflavo2a012265","gene8040"
"Lflavo2a012267","gene4046"
"Lflavo2a012268","gene9101"
"Lflavo2a012270","gene7970"
"Lflavo2a012271","gene2064"
"Lflavo2a012273","gene4579"
"Lflavo2a012274","gene6677"
"Lflavo2a012275","gene7170"
"Lflavo2a012277","gene7972"
"Lflavo2a012278","gene8647"
"Lflavo2a012279","gene8351"
"Lflavo2a012280","gene7973"
"Lflavo2a012281","gene9930"
"Lflavo2a012282","gene2067"
"Lflavo2a012284","gene2068"
"Lflavo2a012285","gene1518"
"Lflavo2a012286","gene9106"
"Lflavo2a012287","gene6970"
"Lflavo2a012288","gene4580"
"Lflavo2a012289","gene8646"
"Lflavo2a012290","gene4577"
"Lflavo2a012294","gene8235"
"Lflavo2a012295","gene9114"
"Lflavo2a012297","gene9933"
"Lflavo2a012298","gene4047"
"Lflavo2a012299","gene9109"
"Lflavo2a012301","gene6968"
"Lflavo2a012303","gene9110"
"Lflavo2a012304","gene9959"
"Lflavo2a012306","gene4581"
"Lflavo2a012308","gene4324"
"Lflavo2a012310","gene4049"
"Lflavo2a012311","gene8056"
"Lflavo2a012312","gene8350"
"Lflavo2a012313","gene1519"
"Lflavo2a012314","gene6971"
"Lflavo2a012315","gene4578"
"Lflavo2a012316","gene6676"
"Lflavo2a012317","gene7969"
"Lflavo2a012320","gene9111"
"Lflavo2a012328","gene9932"
"Lflavo2a012329","gene9956"
"Lflavo2a012330","gene4050"
"Lflavo2a012332","gene8236"
"Lflavo2a012333","gene5502"
"Lflavo2a012334","gene2533"
"Lflavo2a012335","gene7968"
"Lflavo2a012336","gene4048"
"Lflavo2a012338","gene5282"
"Lflavo2a012339","gene9112"
"Lflavo2a012341","gene4321"
"Lflavo2a012343","gene1382"
"Lflavo2a012345","gene2532"
"Lflavo2a012347","gene8038"
"Lflavo2a012349","gene5276"
"Lflavo2a012350","gene4441"
"Lflavo2a012354","gene6582"
"Lflavo2a012358","gene4394"
"Lflavo2a012362","gene4391"
"Lflavo2a012363","gene6583"
"Lflavo2a012365","gene4390"
"Lflavo2a012372","gene6581"
"Lflavo2a012375","gene4120"
"Lflavo2a012376","gene4440"
"Lflavo2a012377","gene4118"
"Lflavo2a012382","gene10673"
"Lflavo2a012384","gene1693"
"Lflavo2a012389","gene7210"
"Lflavo2a012390","gene10905"
"Lflavo2a012391","gene3241"
"Lflavo2a012392","gene1812"
"Lflavo2a012393","gene4849"
"Lflavo2a012397","gene4845"
"Lflavo2a012399","gene9134"
"Lflavo2a012402","gene4848"
"Lflavo2a012403","gene9014"
"Lflavo2a012404","gene7209"
"Lflavo2a012405","gene4807"
"Lflavo2a012406","gene4846"
"Lflavo2a012407","gene9015"
"Lflavo2a012410","gene8442"
"Lflavo2a012411","gene4808"
"Lflavo2a012412","gene4847"
"Lflavo2a012413","gene9771"
"Lflavo2a012415","gene1692"
"Lflavo2a012424","gene3327"
"Lflavo2a012425","gene3326"
"Lflavo2a012427","gene3325"
"Lflavo2a012428","gene3329"
"Lflavo2a012429","gene6538"
"Lflavo2a012440","gene2792"
"Lflavo2a012450","gene1246"
"Lflavo2a012451","gene1247"
"Lflavo2a012452","gene1245"
"Lflavo2a012453","gene1248"
"Lflavo2a012459","gene10529"
"Lflavo2a012460","gene9697"
"Lflavo2a012464","gene2005"
"Lflavo2a012465","gene2490"
"Lflavo2a012466","gene2006"
"Lflavo2a012467","gene9555"
"Lflavo2a012470","gene3334"
"Lflavo2a012474","gene10528"
"Lflavo2a012479","gene2485"
"Lflavo2a012482","gene11010"
"Lflavo2a012483","gene9556"
"Lflavo2a012484","gene3331"
"Lflavo2a012486","gene2492"
"Lflavo2a012493","gene10713"
"Lflavo2a012494","gene10714"
"Lflavo2a012496","gene2486"
"Lflavo2a012501","gene9037"
"Lflavo2a012502","gene3332"
"Lflavo2a012508","gene2003"
"Lflavo2a012509","gene2493"
"Lflavo2a012510","gene2488"
"Lflavo2a012512","gene3333"
"Lflavo2a012513","gene9789"
"Lflavo2a012518","gene2487"
"Lflavo2a012524","gene10527"
"Lflavo2a012527","gene7951"
"Lflavo2a012529","gene6542"
"Lflavo2a012531","gene1555"
"Lflavo2a012532","gene1570"
"Lflavo2a012533","gene1567"
"Lflavo2a012534","gene1708"
"Lflavo2a012537","gene1701"
"Lflavo2a012538","gene1645"
"Lflavo2a012539","gene1569"
"Lflavo2a012540","gene9353"
"Lflavo2a012543","gene9042"
"Lflavo2a012545","gene2256"
"Lflavo2a012546","gene9350"
"Lflavo2a012548","gene2686"
"Lflavo2a012549","gene7952"
"Lflavo2a012550","gene1572"
"Lflavo2a012551","gene9352"
"Lflavo2a012552","gene2682"
"Lflavo2a012553","gene1556"
"Lflavo2a012554","gene1711"
"Lflavo2a012555","gene8459"
"Lflavo2a012557","gene2683"
"Lflavo2a012560","gene7958"
"Lflavo2a012561","gene9355"
"Lflavo2a012563","gene7954"
"Lflavo2a012564","gene7950"
"Lflavo2a012565","gene1554"
"Lflavo2a012567","gene9351"
"Lflavo2a012568","gene9356"
"Lflavo2a012569","gene9354"
"Lflavo2a012571","gene1710"
"Lflavo2a012572","gene1704"
"Lflavo2a012573","gene9047"
"Lflavo2a012574","gene3378"
"Lflavo2a012575","gene6540"
"Lflavo2a012576","gene5574"
"Lflavo2a012579","gene1558"
"Lflavo2a012580","gene7953"
"Lflavo2a012582","gene1703"
"Lflavo2a012583","gene1571"
"Lflavo2a012584","gene7957"
"Lflavo2a012586","gene10345"
"Lflavo2a012592","gene1557"
"Lflavo2a012594","gene1709"
"Lflavo2a012595","gene6541"
"Lflavo2a012596","gene2684"
"Lflavo2a012597","gene8461"
"Lflavo2a012598","gene4072"
"Lflavo2a012599","gene3377"
"Lflavo2a012601","gene2685"
"Lflavo2a012602","gene8472"
"Lflavo2a012606","gene1706"
"Lflavo2a012608","gene4569"
"Lflavo2a012609","gene1705"
"Lflavo2a012610","gene3379"
"Lflavo2a012611","gene1573"
"Lflavo2a012612","gene7943"
"Lflavo2a012613","gene833"
"Lflavo2a012618","gene1559"
"Lflavo2a012619","gene8473"
"Lflavo2a012620","gene8462"
"Lflavo2a012622","gene1566"
"Lflavo2a012623","gene1702"
"Lflavo2a012628","gene7942"
"Lflavo2a012630","gene7955"
"Lflavo2a012631","gene1563"
"Lflavo2a012633","gene5573"
"Lflavo2a012634","gene7956"
"Lflavo2a012635","gene1712"
"Lflavo2a012636","gene10788"
"Lflavo2a012638","gene1574"
"Lflavo2a012639","gene6539"
"Lflavo2a012650","gene6570"
"Lflavo2a012654","gene6569"
"Lflavo2a012656","gene6568"
"Lflavo2a012658","gene6565"
"Lflavo2a012659","gene9935"
"Lflavo2a012662","gene6562"
"Lflavo2a012666","gene5064"
"Lflavo2a012668","gene6563"
"Lflavo2a012669","gene5111"
"Lflavo2a012671","gene5062"
"Lflavo2a012674","gene3305"
"Lflavo2a012679","gene1060"
"Lflavo2a012681","gene2625"
"Lflavo2a012682","gene7107"
"Lflavo2a012683","gene5998"
"Lflavo2a012684","gene4451"
"Lflavo2a012688","gene10409"
"Lflavo2a012689","gene8226"
"Lflavo2a012693","gene5985"
"Lflavo2a012694","gene5791"
"Lflavo2a012695","gene10408"
"Lflavo2a012696","gene5997"
"Lflavo2a012697","gene8225"
"Lflavo2a012698","gene1059"
"Lflavo2a012706","gene6882"
"Lflavo2a012707","gene6884"
"Lflavo2a012709","gene6871"
"Lflavo2a012714","gene6875"
"Lflavo2a012715","gene6878"
"Lflavo2a012716","gene3389"
"Lflavo2a012717","gene3036"
"Lflavo2a012718","gene6879"
"Lflavo2a012721","gene6872"
"Lflavo2a012722","gene6880"
"Lflavo2a012723","gene3388"
"Lflavo2a012724","gene2797"
"Lflavo2a012725","gene10270"
"Lflavo2a012726","gene8727"
"Lflavo2a012727","gene3937"
"Lflavo2a012728","gene8734"
"Lflavo2a012729","gene8732"
"Lflavo2a012731","gene10268"
"Lflavo2a012732","gene8731"
"Lflavo2a012733","gene8729"
"Lflavo2a012735","gene10269"
"Lflavo2a012736","gene8728"
"Lflavo2a012737","gene8733"
"Lflavo2a012738","gene8730"
"Lflavo2a012740","gene6406"
"Lflavo2a012741","gene6630"
"Lflavo2a012743","gene9003"
"Lflavo2a012744","gene4297"
"Lflavo2a012745","gene6774"
"Lflavo2a012746","gene3102"
"Lflavo2a012747","gene4992"
"Lflavo2a012748","gene3096"
"Lflavo2a012749","gene3191"
"Lflavo2a012750","gene4295"
"Lflavo2a012751","gene10131"
"Lflavo2a012752","gene2687"
"Lflavo2a012753","gene4296"
"Lflavo2a012754","gene3098"
"Lflavo2a012755","gene2390"
"Lflavo2a012756","gene3027"
"Lflavo2a012757","gene9769"
"Lflavo2a012758","gene9024"
"Lflavo2a012759","gene4300"
"Lflavo2a012760","gene4005"
"Lflavo2a012765","gene2465"
"Lflavo2a012766","gene2811"
"Lflavo2a012768","gene9767"
"Lflavo2a012769","gene4289"
"Lflavo2a012771","gene6412"
"Lflavo2a012772","gene10644"
"Lflavo2a012774","gene9044"
"Lflavo2a012776","gene9244"
"Lflavo2a012777","gene4290"
"Lflavo2a012778","gene9765"
"Lflavo2a012779","gene10870"
"Lflavo2a012780","gene4293"
"Lflavo2a012782","gene8518"
"Lflavo2a012783","gene8524"
"Lflavo2a012784","gene3974"
"Lflavo2a012785","gene2467"
"Lflavo2a012788","gene8523"
"Lflavo2a012790","gene3092"
"Lflavo2a012792","gene10300"
"Lflavo2a012793","gene10871"
"Lflavo2a012794","gene6828"
"Lflavo2a012795","gene10298"
"Lflavo2a012797","gene10132"
"Lflavo2a012798","gene9763"
"Lflavo2a012799","gene3097"
"Lflavo2a012800","gene3192"
"Lflavo2a012803","gene6408"
"Lflavo2a012804","gene6404"
"Lflavo2a012805","gene8519"
"Lflavo2a012807","gene2688"
"Lflavo2a012808","gene3030"
"Lflavo2a012809","gene10588"
"Lflavo2a012811","gene4994"
"Lflavo2a012812","gene4006"
"Lflavo2a012813","gene10076"
"Lflavo2a012814","gene3091"
"Lflavo2a012815","gene6044"
"Lflavo2a012816","gene810"
"Lflavo2a012817","gene4294"
"Lflavo2a012818","gene4519"
"Lflavo2a012820","gene2389"
"Lflavo2a012822","gene4298"
"Lflavo2a012823","gene3193"
"Lflavo2a012824","gene809"
"Lflavo2a012825","gene9025"
"Lflavo2a012826","gene6187"
"Lflavo2a012827","gene10583"
"Lflavo2a012828","gene9770"
"Lflavo2a012829","gene6045"
"Lflavo2a012830","gene6629"
"Lflavo2a012831","gene9768"
"Lflavo2a012832","gene9675"
"Lflavo2a012834","gene3024"
"Lflavo2a012836","gene7974"
"Lflavo2a012838","gene4397"
"Lflavo2a012839","gene3025"
"Lflavo2a012840","gene807"
"Lflavo2a012842","gene3093"
"Lflavo2a012843","gene9245"
"Lflavo2a012844","gene7469"
"Lflavo2a012849","gene4299"
"Lflavo2a012851","gene4995"
"Lflavo2a012852","gene6413"
"Lflavo2a012856","gene10299"
"Lflavo2a012859","gene3099"
"Lflavo2a012860","gene2466"
"Lflavo2a012861","gene8625"
"Lflavo2a012862","gene2464"
"Lflavo2a012863","gene9674"
"Lflavo2a012865","gene9039"
"Lflavo2a012866","gene9762"
"Lflavo2a012867","gene3028"
"Lflavo2a012868","gene6407"
"Lflavo2a012872","gene8485"
"Lflavo2a012875","gene8537"
"Lflavo2a012876","gene9038"
"Lflavo2a012878","gene808"
"Lflavo2a012879","gene9907"
"Lflavo2a012880","gene9764"
"Lflavo2a012881","gene811"
"Lflavo2a012882","gene8525"
"Lflavo2a012883","gene10669"
"Lflavo2a012884","gene6409"
"Lflavo2a012885","gene9243"
"Lflavo2a012887","gene2472"
"Lflavo2a012888","gene812"
"Lflavo2a012890","gene9043"
"Lflavo2a012892","gene8522"
"Lflavo2a012893","gene7470"
"Lflavo2a012895","gene8371"
"Lflavo2a012896","gene3029"
"Lflavo2a012899","gene4301"
"Lflavo2a012900","gene10078"
"Lflavo2a012902","gene3090"
"Lflavo2a012903","gene6405"
"Lflavo2a012904","gene4292"
"Lflavo2a012905","gene9246"
"Lflavo2a012907","gene8624"
"Lflavo2a012908","gene1575"
"Lflavo2a012910","gene6627"
"Lflavo2a012912","gene612"
"Lflavo2a012914","gene2524"
