Orthogroup	Liostenogaster_flavolineata	Polistes_dominula
OG0005135	Lflavo2a001642P1	lcl|NW_015149194.1_prot_XP_015189509.1_20461, lcl|NW_015149194.1_prot_XP_015189508.1_20459, lcl|NW_015149194.1_prot_XP_015189507.1_20460
OG0005136	Lflavo2a012630P1	lcl|NW_015149044.1_prot_XP_015183759.1_15194
OG0005139	Lflavo2a008065P1	lcl|NW_015149143.1_prot_XP_015188840.1_19873
OG0005141	Lflavo2a007983P1, Lflavo2a007983P3, Lflavo2a007983P4, Lflavo2a007983P2	lcl|NW_015148979.1_prot_XP_015171945.1_4631, lcl|NW_015148979.1_prot_XP_015171946.1_4632
OG0005147	Lflavo2a006096P1	lcl|NW_015149127.1_prot_XP_015188526.1_19584
OG0005148	Lflavo2a013727P1	lcl|NW_015148980.1_prot_XP_015172461.1_4898
OG0005149	Lflavo2a006696P1	lcl|NW_015149047.1_prot_XP_015184073.1_15499, lcl|NW_015149047.1_prot_XP_015184074.1_15500
OG0005152	Lflavo2a008097P1	lcl|NW_015148974.1_prot_XP_015190808.1_2752
OG0005153	Lflavo2a005921P1, Lflavo2a006024P1	lcl|NW_015149093.1_prot_XP_015187288.1_18514, lcl|NW_015149012.1_prot_XP_015179378.1_11335
OG0005155	Lflavo2a004949P1	lcl|NW_015149075.1_prot_XP_015186289.1_17606
OG0005156	Lflavo2a005221P1	lcl|NW_015148978.1_prot_XP_015171680.1_4450
OG0005157	Lflavo2a013788P1	lcl|NW_015148981.1_prot_XP_015172563.1_5257
OG0005160	Lflavo2a014331P1, Lflavo2a014330P1	lcl|NW_015149016.1_prot_XP_015180420.1_12217, lcl|NW_015149016.1_prot_XP_015180421.1_12218
OG0005163	Lflavo2a007806P1, Lflavo2a001282P1, Lflavo2a006153P1	lcl|NW_015149253.1_prot_XP_015189699.1_20626, lcl|NW_015149098.1_prot_XP_015187531.1_18697, lcl|NW_015149246.1_prot_XP_015189692.1_20620, lcl|NW_015149012.1_prot_XP_015179380.1_11363, lcl|NW_015149301.1_prot_XP_015189754.1_20672, lcl|NW_015149590.1_prot_XP_015189858.1_20754
OG0005164	Lflavo2a005995P1, Lflavo2a002238P1	lcl|NW_015149079.1_prot_XP_015186432.1_17704, lcl|NW_015149079.1_prot_XP_015186433.1_17705, lcl|NW_015149079.1_prot_XP_015186434.1_17706, lcl|NW_015149079.1_prot_XP_015186435.1_17707, lcl|NW_015149079.1_prot_XP_015186436.1_17708, lcl|NW_015149079.1_prot_XP_015186437.1_17709
OG0005165	Lflavo2a002259P1	lcl|NW_015149041.1_prot_XP_015183500.1_14989
OG0005166	Lflavo2a003379P1	lcl|NW_015148979.1_prot_XP_015171768.1_4546
OG0005167	Lflavo2a006727P1	lcl|NW_015149067.1_prot_XP_015185613.1_17024, lcl|NW_015149067.1_prot_XP_015185610.1_17025, lcl|NW_015149067.1_prot_XP_015185611.1_17026, lcl|NW_015149067.1_prot_XP_015185612.1_17027
OG0005168	Lflavo2a011830P1	lcl|NW_015149092.1_prot_XP_015187184.1_18387, lcl|NW_015149092.1_prot_XP_015187119.1_18391, lcl|NW_015149092.1_prot_XP_015187116.1_18390, lcl|NW_015149092.1_prot_XP_015187115.1_18388, lcl|NW_015149092.1_prot_XP_015187185.1_18389
OG0005172	Lflavo2a009092P1	lcl|NW_015148979.1_prot_XP_015172070.1_4710
OG0005173	Lflavo2a005628P1	lcl|NW_015149075.1_prot_XP_015186250.1_17524
OG0005175	Lflavo2a002877P1	lcl|NW_015149116.1_prot_XP_015188204.1_19308
OG0005176	Lflavo2a005537P1	lcl|NW_015149016.1_prot_XP_015180435.1_12220
OG0005176	Lflavo2a014336P1	lcl|NW_015149016.1_prot_XP_015180436.1_12219
OG0005177	Lflavo2a006888P1	lcl|NW_015148972.1_prot_XP_015185957.1_1728, lcl|NW_015148972.1_prot_XP_015185967.1_1729, lcl|NW_015148972.1_prot_XP_015185975.1_1730
OG0005178	Lflavo2a000014P1	lcl|NW_015149235.1_prot_XP_015189666.1_20603, lcl|NW_015149235.1_prot_XP_015189667.1_20604
OG0005179	Lflavo2a013717P1	lcl|NW_015148981.1_prot_XP_015172565.1_5256
OG0005180	Lflavo2a003945P1, Lflavo2a003982P1	lcl|NW_015148974.1_prot_XP_015190632.1_2730, lcl|NW_015148974.1_prot_XP_015190634.1_2731, lcl|NW_015148974.1_prot_XP_015190635.1_2732
OG0005182	Lflavo2a013220P1	lcl|NW_015149003.1_prot_XP_015177417.1_9645
OG0005183	Lflavo2a009547P1	lcl|NW_015149017.1_prot_XP_015180569.1_12506, lcl|NW_015149017.1_prot_XP_015180570.1_12507
OG0005184	Lflavo2a000246P1	lcl|NW_015148979.1_prot_XP_015171815.1_4700
OG0005185	Lflavo2a013393P1	lcl|NW_015148987.1_prot_XP_015174104.1_6481
OG0005186	Lflavo2a003365P1	lcl|NW_015148979.1_prot_XP_015172115.1_4556
OG0005187	Lflavo2a011412P1	lcl|NW_015148978.1_prot_XP_015171749.1_4384
OG0005188	Lflavo2a007260P1	lcl|NW_015148982.1_prot_XP_015172805.1_5631, lcl|NW_015148982.1_prot_XP_015172806.1_5632
OG0005189	Lflavo2a009576P1	lcl|NW_015148987.1_prot_XP_015173979.1_6444, lcl|NW_015148987.1_prot_XP_015173980.1_6445
OG0005190	Lflavo2a012175P1	lcl|NW_015149023.1_prot_XP_015181489.1_13137, lcl|NW_015149023.1_prot_XP_015181490.1_13138
OG0005191	Lflavo2a001602P1	lcl|NW_015148973.1_prot_XP_015190513.1_2356
OG0005193	Lflavo2a000172P1	lcl|NW_015149023.1_prot_XP_015181404.1_13223, lcl|NW_015149023.1_prot_XP_015181405.1_13224
OG0005194	Lflavo2a000289P1	lcl|NW_015148970.1_prot_XP_015191143.1_301
OG0005195	Lflavo2a001139P1	lcl|NW_015149008.1_prot_XP_015178451.1_10630, lcl|NW_015149008.1_prot_XP_015178450.1_10633
OG0005196	Lflavo2a009599P1, Lflavo2a009599P2	lcl|NW_015148982.1_prot_XP_015172638.1_5399
OG0005197	Lflavo2a002804P1	lcl|NW_015148972.1_prot_XP_015185298.1_1637
OG0005198	Lflavo2a005487P1	lcl|NW_015148971.1_prot_XP_015178881.1_1126, lcl|NW_015148971.1_prot_XP_015178890.1_1127
OG0005199	Lflavo2a012209P1	lcl|NW_015148987.1_prot_XP_015173960.1_6586, lcl|NW_015148987.1_prot_XP_015173962.1_6587
OG0005200	Lflavo2a011441P1	lcl|NW_015149009.1_prot_XP_015178715.1_10683, lcl|NW_015149009.1_prot_XP_015178716.1_10684
OG0005201	Lflavo2a013068P1	lcl|NW_015149005.1_prot_XP_015177727.1_10001, lcl|NW_015149005.1_prot_XP_015177728.1_10002, lcl|NW_015149005.1_prot_XP_015177729.1_10003, lcl|NW_015149005.1_prot_XP_015177730.1_10004
OG0005202	Lflavo2a000068P1	lcl|NW_015148970.1_prot_XP_015190430.1_138
OG0005203	Lflavo2a001595P1, Lflavo2a013877P1	lcl|NW_015148973.1_prot_XP_015190495.1_2409
OG0005204	Lflavo2a001908P1	lcl|NW_015149081.1_prot_XP_015186603.1_17805
OG0005205	Lflavo2a001824P1	lcl|NW_015149021.1_prot_XP_015181113.1_12949, lcl|NW_015149021.1_prot_XP_015181114.1_12950
OG0005206	Lflavo2a010831P1	lcl|NW_015149070.1_prot_XP_015185884.1_17226
OG0005207	Lflavo2a013293P1	lcl|NW_015149093.1_prot_XP_015187260.1_18521
OG0005209	Lflavo2a011348P1, Lflavo2a011348P2	lcl|NW_015149036.1_prot_XP_015182796.1_14505
OG0005210	Lflavo2a012880P1, Lflavo2a012880P2	lcl|NW_015149093.1_prot_XP_015187323.1_18491
OG0005211	Lflavo2a013794P1	lcl|NW_015148971.1_prot_XP_015180965.1_738
OG0005212	Lflavo2a011350P1	lcl|NW_015149036.1_prot_XP_015182810.1_14504
OG0005213	Lflavo2a002151P1	lcl|NW_015149034.1_prot_XP_015182550.1_14250
OG0005214	Lflavo2a005962P2, Lflavo2a005962P1, Lflavo2a005962P3	lcl|NW_015149023.1_prot_XP_015181330.1_13277
OG0005215	Lflavo2a005084P1	lcl|NW_015149005.1_prot_XP_015177788.1_9855, lcl|NW_015149005.1_prot_XP_015177789.1_9856
OG0005216	Lflavo2a002517P1	lcl|NW_015149058.1_prot_XP_015185053.1_16461, lcl|NW_015149058.1_prot_XP_015185054.1_16462
OG0005217	Lflavo2a005052P1, Lflavo2a005052P2	lcl|NW_015148996.1_prot_XP_015175993.1_8431, lcl|NW_015148996.1_prot_XP_015175992.1_8432
OG0005218	Lflavo2a000349P1, Lflavo2a000349P2	lcl|NW_015148993.1_prot_XP_015175489.1_7887
OG0005219	Lflavo2a007060P1	lcl|NW_015149047.1_prot_XP_015183999.1_15585
OG0005221	Lflavo2a013567P1	lcl|NW_015148987.1_prot_XP_015174109.1_6633
OG0005223	Lflavo2a013947P1	lcl|NW_015149018.1_prot_XP_015180857.1_12654
OG0005224	Lflavo2a005193P1	lcl|NW_015149040.1_prot_XP_015183384.1_14912, lcl|NW_015149040.1_prot_XP_015183382.1_14913
OG0005225	Lflavo2a002457P1	lcl|NW_015149008.1_prot_XP_015178580.1_10399, lcl|NW_015149008.1_prot_XP_015178579.1_10400, lcl|NW_015149008.1_prot_XP_015178581.1_10401
OG0005227	Lflavo2a007635P1	lcl|NW_015148971.1_prot_XP_015179479.1_1075, lcl|NW_015148971.1_prot_XP_015179486.1_1076
OG0005229	Lflavo2a002442P1	lcl|NW_015149008.1_prot_XP_015178319.1_10402
OG0005230	Lflavo2a001569P1	lcl|NW_015148978.1_prot_XP_015171587.1_4256
OG0005231	Lflavo2a009109P1	lcl|NW_015149061.1_prot_XP_015185211.1_16574
OG0005232	Lflavo2a003259P1	lcl|NW_015148979.1_prot_XP_015171873.1_4567
OG0005233	Lflavo2a013423P1	lcl|NW_015149015.1_prot_XP_015180183.1_11923
OG0005234	Lflavo2a013772P1	lcl|NW_015149030.1_prot_XP_015182283.1_14001
OG0005235	Lflavo2a008271P1	lcl|NW_015148971.1_prot_XP_015177638.1_813, lcl|NW_015148971.1_prot_XP_015177629.1_814
OG0005236	Lflavo2a003111P1	lcl|NW_015149006.1_prot_XP_015177904.1_10106
OG0005237	Lflavo2a001689P1	lcl|NW_015148976.1_prot_XP_015191629.1_3762
OG0005238	Lflavo2a008483P1	lcl|NW_015148970.1_prot_XP_015173393.1_210, lcl|NW_015148970.1_prot_XP_015173400.1_211
OG0005239	Lflavo2a010583P1	lcl|NW_015149106.1_prot_XP_015187778.1_18925
OG0005240	Lflavo2a003060P1	lcl|NW_015149075.1_prot_XP_015186261.1_17522
OG0005241	Lflavo2a013821P1	lcl|NW_015149030.1_prot_XP_015182281.1_14007, lcl|NW_015149030.1_prot_XP_015182282.1_14008
OG0005242	Lflavo2a008920P1	lcl|NW_015149041.1_prot_XP_015183392.1_15071
OG0005243	Lflavo2a009945P1	lcl|NW_015149074.1_prot_XP_015186181.1_17411, lcl|NW_015149074.1_prot_XP_015186182.1_17412, lcl|NW_015149074.1_prot_XP_015186183.1_17413
OG0005244	Lflavo2a012314P1	lcl|NW_015149025.1_prot_XP_015181693.1_13449
OG0005245	Lflavo2a006792P1	lcl|NW_015148979.1_prot_XP_015171818.1_4507
OG0005246	Lflavo2a009166P1	lcl|NW_015149026.1_prot_XP_015181814.1_13728
OG0005247	Lflavo2a008057P1, Lflavo2a008057P2	lcl|NW_015149036.1_prot_XP_015182840.1_14480
OG0005248	Lflavo2a005209P1	lcl|NW_015149010.1_prot_XP_015178915.1_10996, lcl|NW_015149010.1_prot_XP_015178916.1_10997
OG0005249	Lflavo2a007326P1	lcl|NW_015148971.1_prot_XP_015175022.1_1148
OG0005250	Lflavo2a002298P1	lcl|NW_015149077.1_prot_XP_015186380.1_17642
OG0005251	Lflavo2a013680P1	lcl|NW_015149051.1_prot_XP_015184397.1_15873, lcl|NW_015149051.1_prot_XP_015184399.1_15874, lcl|NW_015149051.1_prot_XP_015184400.1_15875, lcl|NW_015149051.1_prot_XP_015184401.1_15876
OG0005252	Lflavo2a003181P1	lcl|NW_015148996.1_prot_XP_015176226.1_8395, lcl|NW_015148996.1_prot_XP_015176227.1_8396
OG0005253	Lflavo2a013912P1	lcl|NW_015149062.1_prot_XP_015185343.1_16719
OG0005254	Lflavo2a001989P1	lcl|NW_015148986.1_prot_XP_015173624.1_6309
OG0005255	Lflavo2a008677P2, Lflavo2a008677P1, Lflavo2a008677P3	lcl|NW_015148994.1_prot_XP_015175589.1_8100
OG0005256	Lflavo2a012029P1	lcl|NW_015149090.1_prot_XP_015187007.1_18237
OG0005257	Lflavo2a011774P1	lcl|NW_015149039.1_prot_XP_015183152.1_14748
OG0005258	Lflavo2a000401P1	lcl|NW_015148984.1_prot_XP_015173241.1_5901
OG0005259	Lflavo2a006219P1	lcl|NW_015149110.1_prot_XP_015187945.1_19070, lcl|NW_015149110.1_prot_XP_015187946.1_19071
OG0005260	Lflavo2a013394P1	lcl|NW_015148970.1_prot_XP_015190621.1_41
OG0005261	Lflavo2a000354P1	lcl|NW_015148984.1_prot_XP_015173240.1_5900
OG0005262	Lflavo2a013844P1	lcl|NW_015149005.1_prot_XP_015177798.1_9882
OG0005263	Lflavo2a000374P1	lcl|NW_015148984.1_prot_XP_015173238.1_5898
OG0005264	Lflavo2a010988P1	lcl|NW_015148993.1_prot_XP_015175424.1_7823
OG0005266	Lflavo2a001097P1, Lflavo2a001097P3, Lflavo2a001097P2	lcl|NW_015149040.1_prot_XP_015183298.1_14884
OG0005267	Lflavo2a011079P1	lcl|NW_015149010.1_prot_XP_015178969.1_10830, lcl|NW_015149010.1_prot_XP_015178968.1_10831
OG0005268	Lflavo2a009023P1	lcl|NW_015148973.1_prot_XP_015189022.1_2613
OG0005269	Lflavo2a013424P1	lcl|NW_015149010.1_prot_XP_015179039.1_10827
OG0005270	Lflavo2a011951P1, Lflavo2a011969P1, Lflavo2a011970P1	lcl|NW_015149037.1_prot_XP_015182912.1_14623
OG0005271	Lflavo2a011015P1	lcl|NW_015149095.1_prot_XP_015187403.1_18560
OG0005272	Lflavo2a004510P1	lcl|NW_015149022.1_prot_XP_015181276.1_13084, lcl|NW_015149022.1_prot_XP_015181278.1_13083, lcl|NW_015149022.1_prot_XP_015181277.1_13085
OG0005273	Lflavo2a009214P1	lcl|NW_015148975.1_prot_XP_015191444.1_3162, lcl|NW_015148975.1_prot_XP_015191445.1_3163
OG0005274	Lflavo2a001845P1	lcl|NW_015149060.1_prot_XP_015185151.1_16554
OG0005275	Lflavo2a000148P1	lcl|NW_015148976.1_prot_XP_015191631.1_3665
OG0005276	Lflavo2a007392P1	lcl|NW_015148996.1_prot_XP_015176019.1_8337
OG0005278	Lflavo2a009970P1	lcl|NW_015149155.1_prot_XP_015189087.1_20095
OG0005279	Lflavo2a004431P1	lcl|NW_015148997.1_prot_XP_015176248.1_8618
OG0005280	Lflavo2a006842P1	lcl|NW_015149055.1_prot_XP_015184723.1_16219
OG0005281	Lflavo2a011819P1	lcl|NW_015148977.1_prot_XP_015171247.1_4044
OG0005282	Lflavo2a000787P3, Lflavo2a000787P1, Lflavo2a000787P2	lcl|NW_015149018.1_prot_XP_015180895.1_12636
OG0005283	Lflavo2a013243P1	lcl|NW_015149095.1_prot_XP_015187382.1_18572
OG0005284	Lflavo2a011300P1	lcl|NW_015149036.1_prot_XP_015182807.1_14497
OG0005285	Lflavo2a007668P1	lcl|NW_015149069.1_prot_XP_015185843.1_17180, lcl|NW_015149084.1_prot_XP_015186800.1_18027
OG0005286	Lflavo2a010931P1, Lflavo2a010931P2	lcl|NW_015148983.1_prot_XP_015173218.1_5722
OG0005287	Lflavo2a013629P1	lcl|NW_015149114.1_prot_XP_015188128.1_19233
OG0005288	Lflavo2a005585P1, Lflavo2a005585P3	lcl|NW_015149136.1_prot_XP_015188767.1_19801, lcl|NW_015149136.1_prot_XP_015188768.1_19802
OG0005289	Lflavo2a013779P1	lcl|NW_015149029.1_prot_XP_015182169.1_13895, lcl|NW_015149029.1_prot_XP_015182170.1_13896
OG0005290	Lflavo2a008801P1	lcl|NW_015148986.1_prot_XP_015173714.1_6341, lcl|NW_015148986.1_prot_XP_015173712.1_6343, lcl|NW_015148986.1_prot_XP_015173713.1_6342
OG0005291	Lflavo2a011403P1, Lflavo2a011430P1	lcl|NW_015148986.1_prot_XP_015173811.1_6359
OG0005292	Lflavo2a013200P1	lcl|NW_015149005.1_prot_XP_015177708.1_9985
OG0005293	Lflavo2a011356P1	lcl|NW_015148986.1_prot_XP_015173675.1_6242
OG0005295	Lflavo2a011426P1	lcl|NW_015149131.1_prot_XP_015188665.1_19667, lcl|NW_015149131.1_prot_XP_015188666.1_19668
OG0005296	Lflavo2a013565P1	lcl|NW_015148970.1_prot_XP_015173318.1_345
OG0005297	Lflavo2a014127P1	lcl|NW_015148999.1_prot_XP_015176804.1_8914
OG0005298	Lflavo2a011127P1, Lflavo2a011127P2	lcl|NW_015149016.1_prot_XP_015180546.1_12193
OG0005299	Lflavo2a001101P3, Lflavo2a001101P1, Lflavo2a001101P2	lcl|NW_015148996.1_prot_XP_015176123.1_8442
OG0005300	Lflavo2a001327P1	lcl|NW_015148988.1_prot_XP_015174438.1_6762
OG0005301	Lflavo2a003282P1	lcl|NW_015148971.1_prot_XP_015177843.1_987, lcl|NW_015148971.1_prot_XP_015177817.1_988, lcl|NW_015148971.1_prot_XP_015177826.1_989, lcl|NW_015148971.1_prot_XP_015177835.1_990
OG0005302	Lflavo2a007863P1	lcl|NW_015149055.1_prot_XP_015184795.1_16194
OG0005303	Lflavo2a012088P1	lcl|NW_015148990.1_prot_XP_015174638.1_7215, lcl|NW_015148990.1_prot_XP_015174637.1_7216
OG0005304	Lflavo2a008964P1, Lflavo2a008964P2, Lflavo2a008964P3	lcl|NW_015149010.1_prot_XP_015178996.1_11020, lcl|NW_015149010.1_prot_XP_015178997.1_11021
OG0005305	Lflavo2a000972P1	lcl|NW_015149015.1_prot_XP_015180050.1_12091
OG0005306	Lflavo2a000999P1	lcl|NW_015149015.1_prot_XP_015179990.1_12095
OG0005307	Lflavo2a007674P1	lcl|NW_015148980.1_prot_XP_015172172.1_4876
OG0005308	Lflavo2a006745P1	lcl|NW_015149023.1_prot_XP_015181378.1_13245, lcl|NW_015149023.1_prot_XP_015181379.1_13246
OG0005309	Lflavo2a002998P1	lcl|NW_015148990.1_prot_XP_015174672.1_7295
OG0005310	Lflavo2a010550P1	lcl|NW_015149011.1_prot_XP_015179132.1_11154, lcl|NW_015149011.1_prot_XP_015179133.1_11155
OG0005311	Lflavo2a014213P1	lcl|NW_015149013.1_prot_XP_015179768.1_11493
OG0005312	Lflavo2a010950P1	lcl|NW_015149004.1_prot_XP_015177531.1_9700
OG0005314	Lflavo2a004630P1	lcl|NW_015149036.1_prot_XP_015182792.1_14544, lcl|NW_015149049.1_prot_XP_015184248.1_15749, lcl|NW_015149049.1_prot_XP_015184249.1_15750
OG0005315	Lflavo2a006977P1	lcl|NW_015149013.1_prot_XP_015179780.1_11664
OG0005316	Lflavo2a007911P1	lcl|NW_015148972.1_prot_XP_015186347.1_1432, lcl|NW_015148972.1_prot_XP_015186339.1_1433
OG0005317	Lflavo2a010752P1, Lflavo2a010752P2	lcl|NW_015149016.1_prot_XP_015180496.1_12283
OG0005319	Lflavo2a000719P1	lcl|NW_015149001.1_prot_XP_015177165.1_9395, lcl|NW_015149001.1_prot_XP_015177166.1_9396
OG0005320	Lflavo2a004791P1	lcl|NW_015148988.1_prot_XP_015174410.1_6798
OG0005321	Lflavo2a011065P1	lcl|NW_015149048.1_prot_XP_015184126.1_15676
OG0005322	Lflavo2a009110P1	lcl|NW_015149081.1_prot_XP_015186604.1_17826
OG0005323	Lflavo2a002083P1	lcl|NW_015149075.1_prot_XP_015186292.1_17607
OG0005324	Lflavo2a011652P1	lcl|NW_015148971.1_prot_XP_015180352.1_863
OG0005325	Lflavo2a008916P1	lcl|NW_015149041.1_prot_XP_015183393.1_15072
OG0005326	Lflavo2a006525P1	lcl|NW_015149113.1_prot_XP_015188104.1_19219, lcl|NW_015149113.1_prot_XP_015188105.1_19220
OG0005327	Lflavo2a008221P1	lcl|NW_015148970.1_prot_XP_015174158.1_122, lcl|NW_015148970.1_prot_XP_015174167.1_123
OG0005328	Lflavo2a002333P1	lcl|NW_015149054.1_prot_XP_015184654.1_16130
OG0005329	Lflavo2a006183P1	lcl|NW_015149005.1_prot_XP_015177874.1_10013
OG0005330	Lflavo2a008052P1	lcl|NW_015148970.1_prot_XP_015190989.1_409
OG0005331	Lflavo2a001184P1	lcl|NW_015148980.1_prot_XP_015172227.1_4920
OG0005332	Lflavo2a010144P1	lcl|NW_015149014.1_prot_XP_015179952.1_11801, lcl|NW_015149014.1_prot_XP_015179953.1_11802
OG0005333	Lflavo2a002815P1, Lflavo2a002823P1	lcl|NW_015149022.1_prot_XP_015181225.1_13100
OG0005334	Lflavo2a002806P1	lcl|NW_015149022.1_prot_XP_015181222.1_13097, lcl|NW_015149022.1_prot_XP_015181223.1_13098
OG0005335	Lflavo2a005388P1	lcl|NW_015149007.1_prot_XP_015178184.1_10261
OG0005336	Lflavo2a006324P1	lcl|NW_015148983.1_prot_XP_015173201.1_5706
OG0005337	Lflavo2a009045P1	lcl|NW_015149146.1_prot_XP_015188930.1_19964
OG0005338	Lflavo2a005613P1	lcl|NW_015149058.1_prot_XP_015185014.1_16400
OG0005339	Lflavo2a011511P1	lcl|NW_015149005.1_prot_XP_015177691.1_9957
OG0005340	Lflavo2a000744P1	lcl|NW_015149037.1_prot_XP_015182958.1_14570, lcl|NW_015149037.1_prot_XP_015182959.1_14571
OG0005341	Lflavo2a006302P1	lcl|NW_015148973.1_prot_XP_015190015.1_2160, lcl|NW_015148973.1_prot_XP_015190017.1_2161
OG0005342	Lflavo2a003758P1	lcl|NW_015148973.1_prot_XP_015189179.1_2284, lcl|NW_015148973.1_prot_XP_015189164.1_2285, lcl|NW_015148973.1_prot_XP_015189173.1_2286
OG0005343	Lflavo2a013127P1	lcl|NW_015149058.1_prot_XP_015184974.1_16440, lcl|NW_015149058.1_prot_XP_015184973.1_16441
OG0005344	Lflavo2a011529P1	lcl|NW_015148973.1_prot_XP_015190425.1_2130
OG0005345	Lflavo2a006880P1	lcl|NW_015148992.1_prot_XP_015175255.1_7761
OG0005347	Lflavo2a013322P1	lcl|NW_015149032.1_prot_XP_015182480.1_14152
OG0005348	Lflavo2a001709P1	lcl|NW_015149045.1_prot_XP_015183858.1_15367, lcl|NW_015149045.1_prot_XP_015183859.1_15368, lcl|NW_015149045.1_prot_XP_015183860.1_15369
OG0005349	Lflavo2a008954P1	lcl|NW_015149001.1_prot_XP_015177155.1_9364
OG0005350	Lflavo2a013957P1	lcl|NW_015149008.1_prot_XP_015178348.1_10540
OG0005351	Lflavo2a003166P1	lcl|NW_015149011.1_prot_XP_015179145.1_11163, lcl|NW_015149011.1_prot_XP_015179146.1_11164
OG0005352	Lflavo2a013214P1	lcl|NW_015148973.1_prot_XP_015190046.1_2134
OG0005353	Lflavo2a000697P1	lcl|NW_015149143.1_prot_XP_015188834.1_19866
OG0005354	Lflavo2a004038P1	lcl|NW_015149071.1_prot_XP_015185998.1_17314
OG0005355	Lflavo2a011369P1, Lflavo2a011369P2	lcl|NW_015149009.1_prot_XP_015178714.1_10686
OG0005356	Lflavo2a009213P1	lcl|NW_015149034.1_prot_XP_015182542.1_14276
OG0005357	Lflavo2a008853P1	lcl|NW_015149015.1_prot_XP_015180193.1_11989
OG0005358	Lflavo2a003268P1	lcl|NW_015149023.1_prot_XP_015181496.1_13153, lcl|NW_015149023.1_prot_XP_015181497.1_13154, lcl|NW_015149023.1_prot_XP_015181498.1_13152
OG0005359	Lflavo2a007044P1	lcl|NW_015148974.1_prot_XP_015190927.1_2851
OG0005360	Lflavo2a000360P1	lcl|NW_015148974.1_prot_XP_015190565.1_2974, lcl|NW_015148974.1_prot_XP_015190566.1_2975
OG0005361	Lflavo2a008050P1, Lflavo2a008087P1	lcl|NW_015149036.1_prot_XP_015182859.1_14466, lcl|NW_015149036.1_prot_XP_015182858.1_14467, lcl|NW_015149036.1_prot_XP_015182860.1_14468
OG0005362	Lflavo2a002657P1	lcl|NW_015148984.1_prot_XP_015173302.1_5962, lcl|NW_015148984.1_prot_XP_015173303.1_5963
OG0005363	Lflavo2a009749P1	lcl|NW_015149091.1_prot_XP_015187089.1_18278, lcl|NW_015149091.1_prot_XP_015187090.1_18279, lcl|NW_015149091.1_prot_XP_015187091.1_18280, lcl|NW_015149091.1_prot_XP_015187092.1_18281
OG0005364	Lflavo2a001292P1, Lflavo2a001292P2	lcl|NW_015149161.1_prot_XP_015189211.1_20206, lcl|NW_015149161.1_prot_XP_015189212.1_20207
OG0005365	Lflavo2a000108P1	lcl|NW_015148997.1_prot_XP_015176316.1_8548
OG0005366	Lflavo2a001336P1	lcl|NW_015149033.1_prot_XP_015182499.1_14207
OG0005367	Lflavo2a003849P1	lcl|NW_015148972.1_prot_XP_015182171.1_1392, lcl|NW_015148972.1_prot_XP_015182181.1_1393, lcl|NW_015148972.1_prot_XP_015182190.1_1394
OG0005368	Lflavo2a006814P1	lcl|NW_015148982.1_prot_XP_015172787.1_5422, lcl|NW_015148982.1_prot_XP_015172786.1_5423
OG0005369	Lflavo2a011437P1	lcl|NW_015149037.1_prot_XP_015182962.1_14573
OG0005370	Lflavo2a010155P1	lcl|NW_015149080.1_prot_XP_015186462.1_17742
OG0005371	Lflavo2a004377P1	lcl|NW_015149015.1_prot_XP_015180132.1_11911, lcl|NW_015149015.1_prot_XP_015180131.1_11912
OG0005372	Lflavo2a002773P1	lcl|NW_015148987.1_prot_XP_015174076.1_6623
OG0005374	Lflavo2a001994P1	lcl|NW_015148996.1_prot_XP_015176217.1_8374
OG0005375	Lflavo2a014031P1	lcl|NW_015148992.1_prot_XP_015175375.1_7715, lcl|NW_015148992.1_prot_XP_015175374.1_7714
OG0005376	Lflavo2a009872P1	lcl|NW_015149082.1_prot_XP_015186626.1_17885
OG0005377	Lflavo2a007729P1, Lflavo2a007729P2	lcl|NW_015148990.1_prot_XP_015174913.1_7004
OG0005378	Lflavo2a004269P1	lcl|NW_015148999.1_prot_XP_015176873.1_8893, lcl|NW_015148999.1_prot_XP_015176874.1_8894
OG0005379	Lflavo2a010683P1	lcl|NW_015149045.1_prot_XP_015183893.1_15414, lcl|NW_015149045.1_prot_XP_015183894.1_15415
OG0005380	Lflavo2a011288P1	lcl|NW_015148970.1_prot_XP_015190499.1_143, lcl|NW_015148970.1_prot_XP_015190507.1_144
OG0005381	Lflavo2a014133P1	lcl|NW_015148977.1_prot_XP_015171317.1_3893
OG0005382	Lflavo2a003276P1, Lflavo2a003276P2	lcl|NW_015149061.1_prot_XP_015185233.1_16624
OG0005383	Lflavo2a006756P1	lcl|NW_015149028.1_prot_XP_015182141.1_13833, lcl|NW_015149028.1_prot_XP_015182142.1_13834, lcl|NW_015149028.1_prot_XP_015182143.1_13835
OG0005384	Lflavo2a000136P1, Lflavo2a000136P2	lcl|NW_015148976.1_prot_XP_015191560.1_3667
OG0005386	Lflavo2a002415P1	lcl|NW_015148979.1_prot_XP_015172034.1_4727
OG0005387	Lflavo2a001275P1	lcl|NW_015149145.1_prot_XP_015188909.1_19919
OG0005388	Lflavo2a000963P1	lcl|NW_015149012.1_prot_XP_015179502.1_11437
OG0005389	Lflavo2a006039P1	lcl|NW_015148990.1_prot_XP_015174669.1_7293, lcl|NW_015148990.1_prot_XP_015174668.1_7294
OG0005390	Lflavo2a002979P1	lcl|NW_015148990.1_prot_XP_015174673.1_7300
OG0005391	Lflavo2a008516P1	lcl|NW_015149053.1_prot_XP_015184617.1_16068
