Orthogroup	Liostenogaster_flavolineata	Vespula_vulgaris
OG0006736	Lflavo2a009149P1	KAF7396516.1
OG0006737	Lflavo2a011499P1	KAF7388820.1
OG0006739	Lflavo2a006785P1, Lflavo2a006785P2	KAF7411562.1
OG0006741	Lflavo2a012633P1	KAF7400419.1
OG0006742	Lflavo2a011283P1	KAF7401035.1
OG0006743	Lflavo2a011281P1	KAF7392958.1
OG0006744	Lflavo2a002412P1	KAF7378944.1
OG0006746	Lflavo2a004192P1	KAF7392690.1
OG0006747	Lflavo2a007775P1	KAF7408624.1
OG0006749	Lflavo2a006056P1	KAF7388111.1
OG0006750	Lflavo2a005030P1	KAF7380763.1
OG0006751	Lflavo2a007114P1	KAF7411127.1
OG0006752	Lflavo2a010664P1	KAF7404735.1
OG0006753	Lflavo2a009418P1, Lflavo2a009418P2	KAF7400901.1
OG0006754	Lflavo2a011991P1, Lflavo2a011991P2	KAF7398484.1
OG0006755	Lflavo2a009990P1	KAF7386989.1
OG0006756	Lflavo2a010680P1	KAF7408295.1
OG0006757	Lflavo2a001611P1	KAF7405421.1
OG0006758	Lflavo2a013277P1	KAF7386049.1
OG0006759	Lflavo2a011908P1	KAF7379380.1
OG0006761	Lflavo2a012926P1	KAF7400919.1
OG0006762	Lflavo2a012942P1	KAF7400920.1
OG0006763	Lflavo2a006789P1, Lflavo2a006789P3	KAF7402259.1
OG0006764	Lflavo2a003461P1	KAF7400379.1
OG0006766	Lflavo2a012249P1	KAF7412405.1
OG0006767	Lflavo2a010912P1	KAF7390936.1
OG0006768	Lflavo2a005438P1	KAF7394950.1
OG0006769	Lflavo2a001886P1, Lflavo2a001886P2	KAF7380082.1
OG0006770	Lflavo2a009953P1	KAF7408796.1
OG0006771	Lflavo2a009978P1	KAF7408798.1
OG0006772	Lflavo2a012124P1	KAF7407743.1
OG0006773	Lflavo2a002003P1	KAF7389340.1
OG0006774	Lflavo2a014051P1	KAF7385877.1
OG0006775	Lflavo2a000703P1	KAF7387809.1
OG0006776	Lflavo2a005292P1	KAF7408051.1
OG0006778	Lflavo2a000428P1	KAF7391404.1
OG0006779	Lflavo2a004861P1	KAF7408739.1
OG0006780	Lflavo2a004692P1	KAF7412147.1
OG0006781	Lflavo2a012867P1	KAF7389076.1
OG0006782	Lflavo2a013856P1	KAF7411111.1
OG0006783	Lflavo2a011019P1	KAF7411606.1
OG0006784	Lflavo2a011906P1	KAF7411126.1
OG0006785	Lflavo2a008000P1	KAF7381412.1
OG0006786	Lflavo2a013935P1	KAF7378861.1
OG0006787	Lflavo2a013286P1, Lflavo2a013286P2	KAF7400500.1
OG0006790	Lflavo2a006535P1	KAF7385172.1
OG0006793	Lflavo2a006386P1	KAF7398588.1
OG0006794	Lflavo2a000094P1	KAF7412697.1
OG0006795	Lflavo2a011027P1	KAF7407231.1
OG0006796	Lflavo2a006052P1	KAF7392855.1
OG0006797	Lflavo2a011883P1	KAF7396131.1
OG0006798	Lflavo2a011881P1	KAF7407372.1
OG0006801	Lflavo2a009148P1, Lflavo2a009148P3, Lflavo2a009148P2	KAF7394670.1
OG0006802	Lflavo2a012050P1	KAF7385824.1
OG0006803	Lflavo2a009967P1, Lflavo2a009968P1	KAF7403100.1, KAF7403103.1
OG0006804	Lflavo2a010221P1	KAF7405197.1
OG0006805	Lflavo2a000298P1	KAF7385743.1
OG0006806	Lflavo2a004514P1	KAF7387945.1
OG0006807	Lflavo2a001931P1	KAF7405115.1
OG0006808	Lflavo2a007769P1	KAF7407399.1
OG0006809	Lflavo2a013478P1	KAF7382663.1
OG0006810	Lflavo2a012552P1	KAF7385233.1
OG0006811	Lflavo2a003266P1	KAF7382758.1
OG0006812	Lflavo2a003995P1	KAF7399052.1
OG0006813	Lflavo2a008638P1, Lflavo2a008638P2	KAF7383626.1
OG0006814	Lflavo2a002561P1	KAF7383622.1
OG0006815	Lflavo2a010932P1	KAF7403008.1
OG0006818	Lflavo2a010891P1	KAF7408243.1
OG0006819	Lflavo2a012410P1	KAF7402491.1
OG0006820	Lflavo2a011217P1, Lflavo2a011217P2	KAF7381438.1
OG0006822	Lflavo2a000586P1	KAF7392951.1
OG0006823	Lflavo2a002386P1	KAF7412221.1
OG0006824	Lflavo2a012745P1	KAF7382948.1
OG0006825	Lflavo2a000952P1	KAF7386675.1
OG0006826	Lflavo2a009036P1	KAF7400424.1
OG0006827	Lflavo2a012484P3, Lflavo2a012484P1, Lflavo2a012484P2	KAF7404818.1
OG0006828	Lflavo2a014311P1	KAF7407777.1
OG0006829	Lflavo2a005981P1, Lflavo2a005981P2	KAF7407317.1
OG0006831	Lflavo2a009540P1	KAF7384174.1
OG0006832	Lflavo2a003575P1	KAF7411524.1
OG0006833	Lflavo2a006871P1, Lflavo2a006871P2	KAF7398577.1
OG0006835	Lflavo2a009470P1	KAF7388847.1
OG0006836	Lflavo2a010300P1	KAF7411389.1
OG0006838	Lflavo2a005038P1	KAF7384872.1
OG0006839	Lflavo2a005113P1	KAF7398411.1
OG0006840	Lflavo2a005491P1	KAF7411535.1
OG0006842	Lflavo2a014157P2	KAF7408029.1
OG0006844	Lflavo2a009680P1	KAF7407955.1
OG0006845	Lflavo2a000381P1	KAF7407994.1
OG0006847	Lflavo2a000850P1	KAF7386646.1
OG0006849	Lflavo2a004786P1	KAF7400950.1
OG0006850	Lflavo2a003305P1	KAF7408449.1
OG0006851	Lflavo2a002042P1	KAF7408125.1
OG0006852	Lflavo2a012836P1	KAF7394795.1
OG0006853	Lflavo2a009919P1	KAF7411133.1
OG0006854	Lflavo2a003112P1	KAF7402677.1
OG0006855	Lflavo2a008616P1	KAF7389325.1
OG0006856	Lflavo2a008774P1	KAF7407331.1
OG0006859	Lflavo2a009150P1	KAF7393162.1
OG0006860	Lflavo2a000365P1	KAF7398480.1
OG0006861	Lflavo2a010033P1	KAF7399012.1
OG0006862	Lflavo2a009010P1, Lflavo2a009010P2	KAF7386773.1
OG0006863	Lflavo2a001627P1	KAF7408752.1
OG0006864	Lflavo2a001567P1	KAF7390889.1
OG0006865	Lflavo2a000160P1	KAF7401015.1
OG0006866	Lflavo2a010986P1	KAF7381352.1
OG0006869	Lflavo2a001591P1	KAF7408759.1
OG0006870	Lflavo2a007081P1	KAF7380251.1
OG0006871	Lflavo2a007251P1	KAF7408194.1
OG0006872	Lflavo2a013379P1	KAF7387991.1
OG0006873	Lflavo2a012944P1	KAF7402232.1
OG0006874	Lflavo2a002962P1	KAF7383600.1
OG0006875	Lflavo2a012362P1, Lflavo2a012362P2	KAF7408091.1
OG0006877	Lflavo2a006663P1, Lflavo2a006663P2	KAF7400331.1
OG0006878	Lflavo2a014159P1	KAF7400619.1
OG0006879	Lflavo2a003279P1	KAF7384293.1
OG0006880	Lflavo2a012826P1	KAF7385121.1
OG0006881	Lflavo2a013864P1	KAF7392904.1
OG0006882	Lflavo2a001725P1	KAF7389152.1
OG0006883	Lflavo2a013417P1	KAF7388182.1
OG0006884	Lflavo2a013725P1, Lflavo2a013725P2	KAF7408304.1
OG0006885	Lflavo2a007406P1	KAF7411339.1
OG0006886	Lflavo2a009402P1	KAF7400847.1
OG0006887	Lflavo2a009114P1, Lflavo2a009143P1, Lflavo2a009151P1	KAF7378910.1
OG0006888	Lflavo2a005917P1	KAF7407290.1
OG0006890	Lflavo2a007402P1	KAF7387849.1
OG0006891	Lflavo2a002474P1, Lflavo2a002474P2	KAF7378914.1
OG0006892	Lflavo2a001932P1	KAF7393163.1
OG0006893	Lflavo2a007638P1	KAF7386967.1
OG0006893	Lflavo2a012814P1	KAF7389067.1
OG0006894	Lflavo2a004831P1	KAF7390709.1
OG0006895	Lflavo2a003410P1	KAF7411425.1
OG0006896	Lflavo2a012258P1	KAF7381423.1
OG0006900	Lflavo2a010047P1	KAF7400961.1, KAF7400960.1
OG0006902	Lflavo2a013470P1	KAF7388075.1
OG0006903	Lflavo2a008893P1	KAF7389239.1
OG0006904	Lflavo2a006539P1	KAF7396338.1
OG0006905	Lflavo2a011431P1	KAF7408242.1
OG0006906	Lflavo2a011419P1	KAF7408241.1
OG0006907	Lflavo2a012248P1	KAF7412406.1
OG0006908	Lflavo2a007779P1	KAF7408625.1
OG0006909	Lflavo2a010160P1	KAF7396211.1, KAF7396212.1
OG0006910	Lflavo2a006924P1	KAF7394765.1
OG0006911	Lflavo2a003771P1	KAF7408263.1
OG0006912	Lflavo2a004585P1	KAF7394946.1
OG0006913	Lflavo2a003937P1	KAF7398949.1, KAF7398950.1
OG0006914	Lflavo2a001401P1	KAF7398888.1
OG0006915	Lflavo2a012816P1	KAF7394731.1
OG0006916	Lflavo2a006034P1	KAF7382764.1
OG0006917	Lflavo2a006421P1	KAF7398636.1, KAF7398634.1
OG0006918	Lflavo2a003716P1, Lflavo2a003716P2	KAF7385664.1
OG0006919	Lflavo2a005939P1, Lflavo2a006047P1	KAF7388110.1
OG0006920	Lflavo2a009199P1	KAF7393335.1
OG0006921	Lflavo2a002813P1	KAF7378965.1
OG0006922	Lflavo2a001409P1	KAF7393325.1
OG0006923	Lflavo2a011904P1	KAF7411117.1
OG0006925	Lflavo2a008652P1	KAF7407256.1
OG0006927	Lflavo2a008816P1	KAF7378840.1
OG0006928	Lflavo2a002408P1	KAF7394628.1
OG0006929	Lflavo2a004125P1	KAF7384100.1
OG0006930	Lflavo2a008465P1	KAF7392679.1
OG0006933	Lflavo2a011549P1	KAF7396637.1
OG0006934	Lflavo2a003789P1	KAF7412419.1
OG0006935	Lflavo2a011405P1	KAF7379587.1
OG0006936	Lflavo2a010873P1, Lflavo2a010873P2	KAF7392520.1
OG0006938	Lflavo2a000230P1	KAF7407900.1
OG0006939	Lflavo2a014277P1	KAF7396271.1
OG0006940	Lflavo2a005892P1	KAF7384891.1
OG0006943	Lflavo2a001124P1	KAF7398483.1
OG0006944	Lflavo2a014169P1	KAF7405539.1
OG0006945	Lflavo2a013547P1	KAF7386005.1
OG0006946	Lflavo2a008945P1	KAF7398575.1
OG0006947	Lflavo2a008968P1	KAF7398567.1
OG0006948	Lflavo2a004765P1	KAF7382045.1
OG0006949	Lflavo2a002660P1, Lflavo2a002660P2	KAF7389233.1
OG0006950	Lflavo2a008371P1	KAF7389241.1
OG0006952	Lflavo2a005036P1	KAF7388798.1
OG0006953	Lflavo2a013485P1, Lflavo2a013485P2	KAF7382662.1
OG0006955	Lflavo2a009693P1	KAF7386950.1
OG0006956	Lflavo2a008585P1	KAF7398544.1
OG0006958	Lflavo2a011395P1	KAF7386843.1
OG0006960	Lflavo2a008604P1	KAF7405516.1
OG0006962	Lflavo2a001312P1	KAF7402562.1
OG0006963	Lflavo2a013526P1	KAF7382900.1
OG0006964	Lflavo2a000249P1	KAF7403135.1
OG0006965	Lflavo2a001862P1	KAF7405082.1
OG0006966	Lflavo2a009336P1, Lflavo2a009336P2	KAF7407391.1
OG0006967	Lflavo2a008331P1	KAF7402605.1
OG0006968	Lflavo2a012694P1	KAF7382682.1
OG0006969	Lflavo2a004502P1	KAF7386784.1
OG0006970	Lflavo2a007128P1	KAF7407731.1
OG0006971	Lflavo2a009329P1	KAF7407397.1
OG0006973	Lflavo2a006314P1	KAF7408646.1
OG0006974	Lflavo2a004957P1	KAF7385647.1
OG0006975	Lflavo2a004986P1	KAF7398370.1
OG0006978	Lflavo2a014091P1	KAF7404514.1
OG0006979	Lflavo2a009946P1	KAF7412079.1
OG0006980	Lflavo2a000544P1	KAF7394578.1
OG0006981	Lflavo2a003382P1, Lflavo2a003382P2	KAF7411452.1
OG0006982	Lflavo2a005849P1	KAF7411554.1
OG0006983	Lflavo2a001346P1	KAF7392944.1
OG0006984	Lflavo2a010185P1	KAF7384403.1
OG0006987	Lflavo2a013287P1	KAF7389163.1
OG0006988	Lflavo2a013331P1	KAF7385763.1
OG0006989	Lflavo2a011242P1	KAF7394636.1
OG0006990	Lflavo2a004407P1	KAF7382694.1
OG0006992	Lflavo2a000560P1, Lflavo2a000560P2	KAF7393196.1
OG0006993	Lflavo2a008036P1	KAF7394913.1
OG0006994	Lflavo2a008074P1	KAF7394910.1
OG0006995	Lflavo2a008226P1	KAF7392784.1
OG0006997	Lflavo2a012212P1	KAF7404844.1
OG0006998	Lflavo2a008995P1	KAF7402312.1
OG0006999	Lflavo2a000018P1	KAF7393030.1
OG0007001	Lflavo2a005111P1	KAF7398414.1
OG0007003	Lflavo2a008114P1	KAF7407770.1
OG0007005	Lflavo2a014315P1	KAF7405161.1
OG0007006	Lflavo2a009046P1, Lflavo2a009046P2	KAF7380184.1
OG0007007	Lflavo2a005050P1	KAF7393186.1
OG0007008	Lflavo2a012510P1	KAF7412318.1
OG0007009	Lflavo2a006089P1	KAF7396543.1
OG0007010	Lflavo2a007095P1	KAF7411374.1
OG0007011	Lflavo2a010150P1	KAF7393153.1
OG0007012	Lflavo2a005383P1	KAF7411540.1
OG0007013	Lflavo2a008600P1	KAF7407756.1
OG0007015	Lflavo2a003605P1, Lflavo2a003587P1	KAF7407287.1
OG0007016	Lflavo2a010643P1	KAF7412595.1
OG0007017	Lflavo2a003866P1	KAF7400833.1
OG0007020	Lflavo2a014347P1	KAF7396435.1
OG0007021	Lflavo2a012683P1	KAF7412023.1
OG0007022	Lflavo2a001005P1	KAF7408211.1, KAF7408210.1
OG0007023	Lflavo2a010286P1	KAF7411388.1
OG0007024	Lflavo2a005445P1	KAF7390768.1
OG0007025	Lflavo2a011548P1	KAF7390716.1
OG0007026	Lflavo2a014233P1, Lflavo2a014242P1	KAF7411457.1
OG0007027	Lflavo2a005564P1	KAF7390748.1
OG0007028	Lflavo2a005956P1	KAF7378916.1
OG0007029	Lflavo2a012956P1	KAF7405175.1
OG0007030	Lflavo2a008109P1	KAF7381544.1
OG0007031	Lflavo2a000663P1	KAF7407759.1
OG0007032	Lflavo2a012005P1	KAF7386808.1
OG0007033	Lflavo2a000882P1	KAF7381540.1
OG0007034	Lflavo2a009607P1	KAF7381564.1
OG0007035	Lflavo2a013662P1	KAF7381520.1
OG0007036	Lflavo2a002000P1	KAF7379554.1
OG0007037	Lflavo2a011996P1	KAF7386802.1, KAF7386801.1
OG0007038	Lflavo2a005728P1	KAF7392710.1
OG0007039	Lflavo2a003747P1	KAF7395000.1
OG0007040	Lflavo2a006412P1	KAF7389225.1
OG0007041	Lflavo2a003333P3	KAF7407167.1
OG0007042	Lflavo2a008764P1	KAF7407327.1
OG0007043	Lflavo2a004815P1	KAF7385795.1
OG0007044	Lflavo2a011226P1	KAF7387989.1
OG0007045	Lflavo2a010417P1	KAF7400287.1
OG0007046	Lflavo2a009251P1	KAF7411189.1
OG0007047	Lflavo2a007791P1	KAF7408628.1
OG0007048	Lflavo2a004885P1	KAF7405410.1
OG0007049	Lflavo2a004609P1	KAF7407217.1
OG0007050	Lflavo2a013324P1	KAF7385130.1
OG0007051	Lflavo2a008417P1	KAF7400669.1
OG0007052	Lflavo2a003798P4, Lflavo2a003798P1, Lflavo2a003798P3	KAF7400329.1
OG0007054	Lflavo2a002454P1	KAF7405451.1
OG0007055	Lflavo2a007516P1	KAF7408773.1
OG0007057	Lflavo2a011468P1	KAF7391260.1
OG0007058	Lflavo2a013489P1, Lflavo2a013489P2	KAF7388937.1
OG0007059	Lflavo2a001310P1	KAF7402550.1
OG0007060	Lflavo2a003528P1	KAF7405355.1
OG0007061	Lflavo2a013654P1	KAF7378833.1
OG0007062	Lflavo2a011472P1	KAF7400812.1
OG0007063	Lflavo2a000571P1, Lflavo2a000571P2	KAF7398388.1
OG0007065	Lflavo2a000766P1	KAF7381621.1
OG0007066	Lflavo2a014310P1	KAF7405014.1
OG0007068	Lflavo2a013154P1	KAF7384149.1
OG0007069	Lflavo2a005356P1	KAF7392527.1
OG0007070	Lflavo2a010504P1	KAF7402425.1
OG0007071	Lflavo2a009486P1	KAF7398709.1
OG0007072	Lflavo2a003590P1	KAF7390815.1
OG0007073	Lflavo2a007687P1	KAF7382721.1
OG0007074	Lflavo2a008105P1	KAF7400435.1
OG0007076	Lflavo2a000238P1	KAF7388129.1
OG0007077	Lflavo2a010495P1	KAF7398834.1
OG0007078	Lflavo2a009386P1	KAF7386042.1
OG0007079	Lflavo2a002274P1	KAF7389199.1
OG0007080	Lflavo2a007902P1	KAF7383603.1
OG0007081	Lflavo2a013984P1	KAF7380036.1
OG0007082	Lflavo2a004877P1, Lflavo2a004877P2	KAF7379564.1
OG0007083	Lflavo2a005994P1	KAF7398491.1
OG0007084	Lflavo2a012815P1	KAF7411802.1
OG0007085	Lflavo2a012863P1	KAF7385252.1
OG0007086	Lflavo2a003163P1, Lflavo2a003163P2	KAF7388031.1
OG0007087	Lflavo2a010579P1	KAF7378544.1
OG0007088	Lflavo2a007624P1	KAF7385065.1
OG0007089	Lflavo2a011656P1, Lflavo2a011656P2	KAF7385811.1
OG0007090	Lflavo2a007978P1	KAF7381413.1
OG0007091	Lflavo2a004547P1	KAF7412258.1
OG0007093	Lflavo2a014170P1	KAF7407727.1
OG0007094	Lflavo2a004790P1	KAF7400590.1
OG0007095	Lflavo2a012144P1	KAF7385818.1
OG0007096	Lflavo2a003434P1	KAF7402694.1
OG0007097	Lflavo2a010361P1	KAF7396240.1
OG0007098	Lflavo2a002271P1	KAF7385967.1
OG0007099	Lflavo2a002369P1	KAF7394582.1
OG0007100	Lflavo2a001237P1	KAF7383458.1
OG0007101	Lflavo2a000641P1	KAF7407218.1
OG0007102	Lflavo2a009811P1	KAF7408487.1
OG0007104	Lflavo2a007408P1	KAF7388921.1
OG0007105	Lflavo2a011672P1	KAF7402674.1
OG0007106	Lflavo2a014176P1	KAF7394776.1
OG0007107	Lflavo2a011631P1	KAF7402670.1
OG0007108	Lflavo2a002244P1	KAF7400554.1
OG0007109	Lflavo2a008696P1	KAF7383471.1
OG0007110	Lflavo2a000447P1	KAF7402445.1
OG0007111	Lflavo2a006918P1	KAF7398578.1
OG0007112	Lflavo2a009400P1	KAF7407834.1
OG0007113	Lflavo2a006574P1	KAF7402236.1
OG0007114	Lflavo2a009202P1	KAF7403074.1
OG0007115	Lflavo2a003826P1	KAF7408252.1
OG0007116	Lflavo2a012988P1	KAF7412309.1
OG0007117	Lflavo2a006321P1, Lflavo2a006321P2	KAF7408645.1
OG0007118	Lflavo2a004104P1	KAF7385713.1
OG0007119	Lflavo2a005217P1	KAF7392787.1
OG0007120	Lflavo2a004348P1	KAF7385697.1
OG0007121	Lflavo2a010775P1	KAF7396396.1
OG0007122	Lflavo2a002441P1	KAF7405452.1
OG0007123	Lflavo2a009525P3	KAF7384168.1
OG0007124	Lflavo2a006793P1	KAF7402971.1
OG0007125	Lflavo2a014295P1	KAF7392712.1
OG0007126	Lflavo2a005439P1	KAF7411585.1
OG0007127	Lflavo2a007245P1, Lflavo2a007245P2	KAF7402868.1
OG0007128	Lflavo2a008866P1	KAF7402589.1
OG0007129	Lflavo2a006144P1	KAF7389344.1
OG0007130	Lflavo2a001408P1	KAF7408124.1
OG0007131	Lflavo2a011987P1	KAF7405225.1
OG0007132	Lflavo2a001009P1	KAF7405111.1
OG0007133	Lflavo2a000280P1	KAF7396469.1
OG0007135	Lflavo2a012218P1	KAF7394673.1
OG0007136	Lflavo2a008077P1	KAF7385916.1
OG0007137	Lflavo2a012608P1	KAF7407318.1
OG0007138	Lflavo2a005398P1	KAF7408844.1
OG0007139	Lflavo2a000462P1, Lflavo2a000462P2	KAF7386029.1
OG0007140	Lflavo2a004598P1	KAF7394840.1
OG0007141	Lflavo2a012533P1	KAF7392988.1
OG0007142	Lflavo2a000752P1	KAF7404659.1
OG0007143	Lflavo2a013311P1	KAF7389162.1
OG0007144	Lflavo2a009033P1	KAF7380176.1
OG0007145	Lflavo2a012061P1	KAF7412224.1
OG0007146	Lflavo2a005400P1, Lflavo2a005400P3	KAF7390805.1
OG0007147	Lflavo2a005446P1	KAF7390763.1
OG0007148	Lflavo2a007868P2, Lflavo2a007868P3	KAF7388810.1
OG0007149	Lflavo2a007669P1	KAF7382722.1
OG0007150	Lflavo2a009625P1	KAF7407960.1
OG0007152	Lflavo2a007306P1	KAF7403040.1
OG0007153	Lflavo2a008049P1	KAF7381974.1
OG0007154	Lflavo2a011888P1	KAF7383525.1
OG0007155	Lflavo2a014037P1, Lflavo2a014037P2	KAF7398964.1
OG0007157	Lflavo2a010088P1	KAF7411954.1
OG0007158	Lflavo2a008021P1	KAF7411261.1
OG0007159	Lflavo2a005016P1	KAF7412379.1
OG0007160	Lflavo2a011605P1	KAF7400940.1
OG0007161	Lflavo2a006467P1	KAF7380267.1
OG0007162	Lflavo2a006519P1	KAF7380268.1
OG0007163	Lflavo2a005157P1	KAF7408266.1
OG0007165	Lflavo2a012306P1	KAF7407485.1
OG0007166	Lflavo2a014112P1	KAF7407724.1
OG0007167	Lflavo2a004090P1, Lflavo2a004090P2	KAF7385722.1
OG0007168	Lflavo2a006964P1	KAF7398579.1
OG0007169	Lflavo2a009627P1	KAF7402376.1
OG0007170	Lflavo2a012255P1	KAF7390714.1
OG0007171	Lflavo2a003785P1, Lflavo2a003785P2	KAF7412420.1
OG0007172	Lflavo2a005901P1	KAF7404868.1
OG0007173	Lflavo2a004490P1, Lflavo2a005793P1	KAF7385912.1
OG0007174	Lflavo2a011560P1	KAF7384901.1
OG0007175	Lflavo2a005857P1	KAF7411803.1
OG0007176	Lflavo2a003329P1	KAF7391022.1
OG0007177	Lflavo2a007224P1	KAF7388817.1
OG0007178	Lflavo2a009358P1	KAF7407380.1
OG0007179	Lflavo2a011839P1	KAF7407301.1
OG0007180	Lflavo2a004110P1	KAF7392688.1
OG0007181	Lflavo2a005709P1	KAF7392853.1
OG0007182	Lflavo2a002084P1	KAF7386025.1
OG0007183	Lflavo2a002884P1	KAF7396630.1
OG0007184	Lflavo2a006561P1	KAF7402944.1
OG0007185	Lflavo2a013952P1	KAF7379992.1
OG0007186	Lflavo2a009132P1	KAF7407160.1
OG0007187	Lflavo2a010647P2, Lflavo2a010647P3	KAF7386818.1
OG0007188	Lflavo2a011671P1	KAF7408636.1
OG0007189	Lflavo2a008899P1	KAF7408697.1
OG0007190	Lflavo2a011423P1	KAF7382148.1
OG0007191	Lflavo2a003357P1	KAF7411453.1
OG0007192	Lflavo2a011424P1	KAF7390979.1
OG0007193	Lflavo2a009035P1	KAF7385217.1, KAF7385218.1
OG0007194	Lflavo2a011445P1	KAF7393280.1
OG0007195	Lflavo2a006140P1	KAF7387810.1
OG0007196	Lflavo2a004800P1	KAF7407544.1
OG0007197	Lflavo2a013842P1	KAF7393055.1
OG0007198	Lflavo2a012011P1	KAF7404635.1
OG0007199	Lflavo2a000223P1	KAF7407298.1
OG0007200	Lflavo2a010393P1	KAF7408250.1
OG0007201	Lflavo2a006097P1	KAF7390990.1
OG0007202	Lflavo2a009934P1	KAF7380701.1
OG0007203	Lflavo2a008974P1	KAF7398568.1
OG0007204	Lflavo2a001550P1, Lflavo2a001550P2	KAF7392632.1
OG0007205	Lflavo2a001494P1	KAF7400948.1
OG0007206	Lflavo2a007066P1, Lflavo2a006868P1	KAF7391390.1
OG0007207	Lflavo2a013756P1	KAF7411491.1
OG0007208	Lflavo2a010387P1	KAF7398559.1
OG0007209	Lflavo2a013352P1	KAF7385749.1
OG0007210	Lflavo2a000387P1	KAF7382957.1
OG0007211	Lflavo2a009452P1	KAF7398705.1
OG0007212	Lflavo2a000058P1	KAF7394915.1
OG0007213	Lflavo2a008752P1	KAF7394542.1
OG0007214	Lflavo2a003201P2, Lflavo2a003201P3	KAF7411679.1
OG0007215	Lflavo2a001680P1	KAF7388189.1
OG0007216	Lflavo2a013411P1	KAF7403144.1
OG0007217	Lflavo2a002098P1	KAF7382021.1
OG0007218	Lflavo2a014128P1	KAF7400615.1
OG0007220	Lflavo2a010532P1	KAF7388048.1
OG0007221	Lflavo2a005198P1	KAF7408580.1
OG0007222	Lflavo2a001702P1, Lflavo2a001702P2	KAF7391335.1
OG0007223	Lflavo2a010118P1	KAF7386905.1
OG0007224	Lflavo2a010749P1	KAF7411814.1
OG0007225	Lflavo2a003408P1	KAF7411361.1
OG0007226	Lflavo2a009731P2	KAF7401031.1
OG0007227	Lflavo2a004624P1	KAF7382028.1
OG0007228	Lflavo2a010966P1	KAF7379352.1
OG0007229	Lflavo2a001899P1	KAF7407350.1
OG0007230	Lflavo2a007697P1	KAF7380122.1
OG0007231	Lflavo2a010176P1	KAF7407147.1
OG0007232	Lflavo2a010453P1	KAF7380713.1
OG0007233	Lflavo2a013144P1	KAF7382946.1
OG0007234	Lflavo2a004834P1	KAF7379051.1
OG0007235	Lflavo2a009671P1	KAF7407315.1
OG0007236	Lflavo2a004180P1	KAF7400295.1
OG0007237	Lflavo2a007068P1, Lflavo2a007068P2	KAF7393278.1
OG0007238	Lflavo2a007263P1	KAF7402382.1
OG0007239	Lflavo2a014306P1	KAF7405013.1
OG0007240	Lflavo2a004792P1	KAF7380281.1
OG0007241	Lflavo2a007793P1, Lflavo2a007793P2	KAF7385844.1
OG0007242	Lflavo2a009106P1	KAF7405195.1
OG0007244	Lflavo2a004227P2	KAF7407717.1
OG0007245	Lflavo2a004584P1	KAF7382033.1
OG0007246	Lflavo2a010530P1, Lflavo2a010530P2	KAF7400795.1
OG0007247	Lflavo2a008312P2	KAF7404607.1
OG0007248	Lflavo2a009873P1	KAF7396743.1
OG0007249	Lflavo2a013245P1	KAF7405203.1
OG0007250	Lflavo2a004846P1	KAF7388104.1
OG0007251	Lflavo2a009787P1, Lflavo2a009787P2	KAF7382967.1
OG0007252	Lflavo2a014252P1	KAF7408648.1
OG0007254	Lflavo2a000513P1	KAF7404783.1
OG0007255	Lflavo2a011194P1	KAF7411591.1
OG0007256	Lflavo2a006146P1	KAF7382886.1
OG0007257	Lflavo2a010692P1	KAF7400730.1
OG0007258	Lflavo2a000065P1	KAF7393290.1
OG0007260	Lflavo2a004963P1	KAF7398374.1
OG0007261	Lflavo2a011401P1	KAF7392642.1
OG0007262	Lflavo2a000843P1	KAF7379455.1
OG0007263	Lflavo2a005236P1	KAF7381606.1
OG0007264	Lflavo2a007212P1	KAF7411295.1
OG0007265	Lflavo2a002198P1	KAF7394949.1
OG0007266	Lflavo2a001375P1	KAF7396413.1
OG0007267	Lflavo2a009011P1	KAF7385200.1
OG0007268	Lflavo2a000286P1	KAF7385847.1
OG0007269	Lflavo2a013456P1	KAF7385138.1
OG0007270	Lflavo2a009024P1	KAF7385201.1
OG0007271	Lflavo2a002803P1	KAF7396431.1
OG0007272	Lflavo2a004964P1	KAF7385650.1
OG0007273	Lflavo2a003172P1	KAF7388175.1
OG0007274	Lflavo2a002883P1	KAF7392629.1
OG0007275	Lflavo2a010105P1	KAF7391400.1
OG0007276	Lflavo2a004151P1	KAF7400562.1
OG0007277	Lflavo2a002982P1, Lflavo2a002982P2	KAF7393166.1
OG0007278	Lflavo2a013007P1, Lflavo2a013007P2	KAF7391408.1
OG0007279	Lflavo2a012896P1	KAF7389070.1
OG0007280	Lflavo2a011647P1	KAF7387905.1
OG0007281	Lflavo2a005433P1	KAF7394806.1
OG0007282	Lflavo2a006970P1	KAF7396522.1
OG0007283	Lflavo2a013461P1	KAF7400338.1
OG0007284	Lflavo2a012406P1	KAF7400465.1
OG0007285	Lflavo2a001600P1, Lflavo2a001600P2	KAF7408760.1
OG0007286	Lflavo2a012479P1	KAF7412316.1
OG0007287	Lflavo2a014121P1	KAF7400617.1
OG0007288	Lflavo2a013742P1, Lflavo2a013742P2	KAF7411120.1
OG0007289	Lflavo2a001641P1, Lflavo2a001675P1	KAF7407337.1
OG0007291	Lflavo2a010164P1	KAF7398776.1
OG0007292	Lflavo2a003520P1	KAF7379344.1
OG0007293	Lflavo2a002255P1	KAF7394602.1
OG0007294	Lflavo2a002702P1	KAF7411449.1
