Orthogroup	Liostenogaster_flavolineata	Nasonia_vitripennis
OG0004904	Lflavo2a010598P1	XP_001608173.1, XP_031788368.1, XP_032456978.1, XP_032456979.1
OG0004905	Lflavo2a011394P1, Lflavo2a011353P1, Lflavo2a011353P2	XP_016839710.1, XP_031783596.1
OG0004907	Lflavo2a011685P1	XP_008212916.2
OG0004908	Lflavo2a012075P1	XP_031782887.1
OG0004909	Lflavo2a012127P1	XP_008205640.1, XP_008205641.1, XP_016843126.1, XP_016843127.1
OG0004910	Lflavo2a011020P1	XP_003426364.1
OG0004911	Lflavo2a011075P1	XP_001603672.1
OG0004912	Lflavo2a002721P1	XP_031777886.1
OG0004913	Lflavo2a012753P1	XP_001602613.1
OG0004914	Lflavo2a000429P1	XP_001604024.1
OG0004915	Lflavo2a012279P1, Lflavo2a012279P2	XP_001601781.2, XP_031785640.1
OG0004917	Lflavo2a010868P1	XP_001604605.1
OG0004918	Lflavo2a004362P1	XP_032452489.1
OG0004919	Lflavo2a003395P1, Lflavo2a003411P1	XP_001603097.1
OG0004920	Lflavo2a011636P1	NP_001136335.1, XP_008202524.1, XP_016842782.1
OG0004922	Lflavo2a011440P1, Lflavo2a011440P2, Lflavo2a011440P3	XP_016843783.1
OG0004923	Lflavo2a009367P1	XP_001604266.2
OG0004924	Lflavo2a005840P1	XP_001607860.1
OG0004925	Lflavo2a008527P1	XP_031777163.1
OG0004926	Lflavo2a005249P1	XP_031781388.1, XP_031781389.1, XP_031781390.1, XP_031781391.1
OG0004929	Lflavo2a000253P1	XP_008215156.2
OG0004930	Lflavo2a006245P1	XP_001608167.1, XP_016839569.1, XP_032456973.1, XP_032456974.1
OG0004931	Lflavo2a010754P1	XP_008211193.1
OG0004933	Lflavo2a008944P1	XP_001607287.1, XP_008215501.1
OG0004934	Lflavo2a003635P1	XP_001603767.1, XP_016844020.1, XP_032455019.1
OG0004935	Lflavo2a006767P1	XP_008214312.2, XP_032454608.1
OG0004936	Lflavo2a009764P1	XP_031784782.1, XP_032455237.1
OG0004937	Lflavo2a003398P4, Lflavo2a003398P2, Lflavo2a003398P1, Lflavo2a003398P3	XP_001607235.2
OG0004938	Lflavo2a012583P1, Lflavo2a012583P2	XP_016842764.1, XP_016842762.1, XP_016842763.1
OG0004939	Lflavo2a013745P1	XP_001602657.1
OG0004940	Lflavo2a001027P1	XP_031787998.1
OG0004941	Lflavo2a007329P1	XP_008203506.1
OG0004942	Lflavo2a007284P1	XP_003425664.1
OG0004944	Lflavo2a011262P1	XP_016836556.1, XP_016836557.1, XP_016836558.1, XP_032451956.1, XP_016836559.1, XP_032451957.1
OG0004945	Lflavo2a000573P1	XP_008214101.1, XP_008214102.1, XP_008214103.1
OG0004946	Lflavo2a014042P1	XP_001607217.1
OG0004947	Lflavo2a004972P1	XP_001600530.3, XP_031783195.1, XP_031783196.1
OG0004948	Lflavo2a011950P1	XP_008204292.1, XP_016837607.1
OG0004949	Lflavo2a009778P2	XP_016844354.1
OG0004950	Lflavo2a001485P1	NP_001166186.1, XP_016843822.1
OG0004951	Lflavo2a007032P1	XP_008209600.1
OG0004953	Lflavo2a004593P1, Lflavo2a004593P2	XP_031779679.1
OG0004955	Lflavo2a014234P1	XP_001605693.1
OG0004956	Lflavo2a009506P1	XP_001604510.2
OG0004959	Lflavo2a013094P1	XP_003426501.1, XP_008207690.1
OG0004960	Lflavo2a013709P1, Lflavo2a013709P2	XP_008204135.1, XP_032458039.1
OG0004961	Lflavo2a014217P1	XP_008208278.1, XP_031776829.1
OG0004963	Lflavo2a005829P1	XP_008206796.1, XP_031786841.1, XP_032456158.1, XP_032456159.1
OG0004965	Lflavo2a009070P1	XP_001608073.2, XP_031787963.1, XP_031787964.1
OG0004966	Lflavo2a003038P1	XP_001605426.1, XP_031787979.1, XP_032456653.1
OG0004967	Lflavo2a000946P1	XP_003426681.1
OG0004968	Lflavo2a004484P1	XP_001605099.3, XP_016843767.1
OG0004969	Lflavo2a013704P1	XP_031786475.1
OG0004970	Lflavo2a008110P1	XP_031787050.1, XP_003426678.3, XP_001608013.3
OG0004971	Lflavo2a004421P1, Lflavo2a004415P1	XP_031776788.1, XP_016836958.1, XP_031776787.1
OG0004972	Lflavo2a009657P1	XP_001607181.2
OG0004973	Lflavo2a007604P1	XP_001601216.1
OG0004974	Lflavo2a000656P1, Lflavo2a000656P2	XP_008206838.1, XP_008206836.1, XP_032456783.1, XP_032456784.1
OG0004975	Lflavo2a005702P1, Lflavo2a005702P2	XP_031787560.1, XP_032456324.1
OG0004976	Lflavo2a014236P1	XP_031783070.1, XP_031783071.1
OG0004977	Lflavo2a007412P1	XP_003424076.1, XP_008212555.1
OG0004978	Lflavo2a011224P1	XP_016844424.1, XP_031782818.1, XP_031782823.1, XP_008212974.2, XP_016844398.1
OG0004979	Lflavo2a006791P1	XP_001608240.1
OG0004980	Lflavo2a010035P1	XP_016841448.1
OG0004981	Lflavo2a004029P1	XP_031785322.1, XP_031785321.1, XP_031785324.1
OG0004982	Lflavo2a007145P1	XP_031780071.1
OG0004983	Lflavo2a000750P1	XP_003428099.1, XP_008214959.1
OG0004984	Lflavo2a008003P1, Lflavo2a008003P2	XP_001606129.2
OG0004985	Lflavo2a001259P1	XP_031783553.1, XP_032454084.1, XP_032454085.1
OG0004986	Lflavo2a002868P1, Lflavo2a012935P1	XP_001599298.1
OG0004987	Lflavo2a004188P1	XP_008213365.1
OG0004988	Lflavo2a010591P1	XP_001607827.3
OG0004989	Lflavo2a012138P3, Lflavo2a012138P1, Lflavo2a012138P2	XP_008207753.1, XP_016839440.1
OG0004990	Lflavo2a014253P3, Lflavo2a014253P1, Lflavo2a014253P2	NP_001165796.1
OG0004991	Lflavo2a000399P1	XP_001601394.2
OG0004992	Lflavo2a003320P1	XP_001604156.1
OG0004993	Lflavo2a003733P1	XP_031781846.1, XP_032457718.1, XP_031781845.1, XP_032457719.1
OG0004994	Lflavo2a005608P1	XP_003426922.1
OG0004995	Lflavo2a010851P1	XP_001602517.1
OG0004996	Lflavo2a000243P1	XP_001602066.1, XP_008208754.1
OG0004997	Lflavo2a009590P1	XP_001607543.1
OG0004998	Lflavo2a012970P1	XP_031778748.1
OG0004999	Lflavo2a004776P1	XP_001599074.2
OG0005000	Lflavo2a000605P1	XP_001603909.2, XP_008214663.1
OG0005001	Lflavo2a001924P1	XP_008215388.1, XP_032451928.1, XP_032451929.1
OG0005002	Lflavo2a006260P1	NP_001177859.1
OG0005003	Lflavo2a008149P1, Lflavo2a008149P3	XP_031784509.1
OG0005004	Lflavo2a011752P1	XP_001604681.1, XP_032453951.1
OG0005005	Lflavo2a003036P1	XP_001607447.1
OG0005006	Lflavo2a011131P1	XP_001600152.1, XP_032453525.1
OG0005007	Lflavo2a000071P1	NP_001165825.1
OG0005008	Lflavo2a004588P1	XP_008212219.2, XP_016844343.1
OG0005009	Lflavo2a007692P1	XP_001605940.1, XP_016845193.1, XP_016845187.1
OG0005010	Lflavo2a007301P1, Lflavo2a007301P2	XP_008215592.1, XP_031789554.1
OG0005011	Lflavo2a001223P1	XP_008203783.1, XP_031782585.1, XP_032453978.1
OG0005012	Lflavo2a012180P1	XP_001607231.2, XP_032455168.1
OG0005013	Lflavo2a007579P1	XP_001602388.1, XP_003424839.1
OG0005014	Lflavo2a007138P1	XP_001607621.1
OG0005015	Lflavo2a005042P1	XP_016844929.1, XP_016844931.1, XP_016844932.1
OG0005016	Lflavo2a000169P1	XP_016839072.1, XP_016839070.1, XP_016839071.1
OG0005017	Lflavo2a011107P1, Lflavo2a012976P1	XP_001607320.1, XP_008213453.1
OG0005018	Lflavo2a005306P1	XP_016838576.1, XP_016838577.1
OG0005019	Lflavo2a013871P1	XP_008206364.1
OG0005020	Lflavo2a004163P1	XP_001599521.1
OG0005021	Lflavo2a004398P1	NP_001154934.1, NP_001154935.1
OG0005022	Lflavo2a006438P1	XP_008202006.1, XP_031788552.1, XP_031788553.1
OG0005023	Lflavo2a001501P1, Lflavo2a001501P2	XP_008215945.1, XP_031788361.1
OG0005024	Lflavo2a003543P1	NP_001166052.1
OG0005025	Lflavo2a000569P1	XP_031783314.1, XP_031783315.1, XP_031783316.1, XP_031783317.1
OG0005026	Lflavo2a012402P1	XP_031776826.1, XP_031776827.1, XP_031776828.1
OG0005027	Lflavo2a004467P1	XP_001606366.1, XP_008215352.1, XP_016845857.1
OG0005028	Lflavo2a004718P1	XP_001604028.1, XP_031782402.1, XP_032453933.1
OG0005029	Lflavo2a008017P1, Lflavo2a008017P2	XP_001607228.2
OG0005030	Lflavo2a012779P1	XP_001600076.1
OG0005031	Lflavo2a012784P1	XP_031781456.1, XP_031781457.1, XP_031781458.1
OG0005032	Lflavo2a004661P1	XP_001604450.1
OG0005033	Lflavo2a012887P1	XP_031785377.1
OG0005034	Lflavo2a006498P1	XP_001601114.2
OG0005035	Lflavo2a004542P1	XP_031786385.1
OG0005036	Lflavo2a004569P1	XP_001604903.1, XP_008205560.1, XP_031785409.1, XP_032455585.1
OG0005037	Lflavo2a002367P1	XP_001604504.2, XP_031784665.1
OG0005038	Lflavo2a005941P1, Lflavo2a005941P2	XP_008214630.1, XP_032455494.1
OG0005039	Lflavo2a000110P1	XP_008202373.1, XP_008202374.1
OG0005040	Lflavo2a012122P1	XP_016840333.2, XP_031785665.1
OG0005041	Lflavo2a013548P1	XP_031786883.1
OG0005043	Lflavo2a002864P2, Lflavo2a002864P1, Lflavo2a002864P3	XP_001608289.1
OG0005044	Lflavo2a008836P1	XP_008215390.1, XP_008215391.1
OG0005046	Lflavo2a005758P1	XP_031788526.1
OG0005047	Lflavo2a013477P2, Lflavo2a013477P1, Lflavo2a013477P3	XP_001607311.2, XP_008214909.1
OG0005048	Lflavo2a010571P1	NP_001239116.1
OG0005049	Lflavo2a001349P1, Lflavo2a001349P2	XP_001603481.1
OG0005050	Lflavo2a001354P1	XP_001603507.1
OG0005051	Lflavo2a005731P1	XP_001606014.2
OG0005052	Lflavo2a012800P1	XP_001602300.2, XP_031779484.1
OG0005053	Lflavo2a004030P1	XP_001606626.1, XP_001606615.1
OG0005054	Lflavo2a006882P1	XP_016842155.1
OG0005055	Lflavo2a007645P1, Lflavo2a007645P2	XP_008213189.1
OG0005056	Lflavo2a009255P1	XP_032452708.1, XP_032452709.1, XP_032452711.1
OG0005057	Lflavo2a001526P1	NP_001177682.1, XP_031777516.1, XP_031777517.1, XP_032456992.1
OG0005058	Lflavo2a009477P1	XP_008205599.1, XP_008205600.1, XP_016843090.1, XP_016843918.1
OG0005059	Lflavo2a008365P1, Lflavo2a008365P2	NP_001165781.1
OG0005060	Lflavo2a006873P1	XP_001600288.1, XP_003424858.1, XP_016838590.1, XP_032453277.1
OG0005061	Lflavo2a003223P1	XP_008210902.1
OG0005062	Lflavo2a008035P1	XP_001599273.2, XP_003425231.2
OG0005063	Lflavo2a007244P1	XP_008202280.1, XP_031779639.1, XP_031783788.1
OG0005064	Lflavo2a001484P1, Lflavo2a001484P2	XP_031777476.1, XP_032457316.1
OG0005065	Lflavo2a003044P1	XP_001604751.2, XP_031779295.1
OG0005066	Lflavo2a011033P1	XP_001605764.1, XP_031783432.1
OG0005067	Lflavo2a006998P1	XP_032452594.1, XP_031779568.1, XP_032452593.1
OG0005068	Lflavo2a001235P1	NP_001153368.1, XP_031781915.1
OG0005069	Lflavo2a011734P1	XP_001601793.2, XP_008207827.1, XP_008207826.1, XP_031781638.1
OG0005070	Lflavo2a002161P1	XP_008204925.1, XP_016838494.1, XP_016838495.1, XP_032452578.1
OG0005071	Lflavo2a009678P1	XP_001607656.1, XP_032456533.1
OG0005072	Lflavo2a003084P1	XP_031786817.1, XP_031786818.1
OG0005073	Lflavo2a013289P1	XP_016839631.1, XP_032454017.1, XP_016839632.1, XP_032454018.1
OG0005075	Lflavo2a013361P1	XP_008210363.1, XP_008210364.1, XP_032453924.1, XP_032453925.1
OG0005076	Lflavo2a011956P1, Lflavo2a011956P2	XP_001603912.2, XP_008202668.1
OG0005077	Lflavo2a004155P1	XP_016841944.1, XP_031784691.1, XP_032455988.1
OG0005078	Lflavo2a012910P1	XP_001599560.1, XP_008212927.1, XP_001600352.1, XP_008204769.1
OG0005079	Lflavo2a001717P1	XP_001600821.1, XP_008209388.1
OG0005081	Lflavo2a002160P1, Lflavo2a002160P2	XP_008206386.1, XP_008206387.1, XP_008206388.1, XP_032454229.1
OG0005082	Lflavo2a007513P1	XP_001601721.1, XP_032453863.1, XP_032453867.1
OG0005083	Lflavo2a006891P1, Lflavo2a006891P2	XP_031787519.1, XP_031787520.1
OG0005084	Lflavo2a009447P1	XP_016838867.1
OG0005085	Lflavo2a000220P1, Lflavo2a000220P2	XP_001605611.1
OG0005086	Lflavo2a007995P1, Lflavo2a007995P2	XP_008205582.2, XP_031785421.1
OG0005087	Lflavo2a008931P1	XP_001607606.1, XP_032455349.1
OG0005088	Lflavo2a003786P1	XP_031780714.1, XP_031780745.1
OG0005089	Lflavo2a014156P1, Lflavo2a014156P2	XP_031778917.1
OG0005090	Lflavo2a010402P1	XP_001605527.1
OG0005091	Lflavo2a013274P1, Lflavo2a013274P2	XP_031785059.1, XP_032454655.1
OG0005092	Lflavo2a013418P1	XP_001600273.1
OG0005093	Lflavo2a003469P1	XP_016844027.1
OG0005094	Lflavo2a009347P1	NP_001153353.1
OG0005095	Lflavo2a001577P1	XP_016844987.1, XP_016844988.1
OG0005096	Lflavo2a003341P1	XP_032453042.1, XP_031779607.1, XP_001601565.2, XP_008214376.1
OG0005097	Lflavo2a010704P1	NP_001135928.1
OG0005099	Lflavo2a009722P1	XP_001603576.2, XP_003427667.1, XP_032455112.1, XP_032455113.1
OG0005100	Lflavo2a004809P1	XP_031778092.1, XP_031778093.1, XP_031778094.1
OG0005101	Lflavo2a004114P1	XP_001599696.1
OG0005102	Lflavo2a008869P1, Lflavo2a008869P2	XP_001602353.2
OG0005103	Lflavo2a004943P2	XP_031787922.1
OG0005104	Lflavo2a004892P1	XP_001603565.1, XP_008205602.1, XP_008205604.1, XP_031784692.1
OG0005105	Lflavo2a008877P1	XP_031781054.1
OG0005106	Lflavo2a013849P1	XP_031783676.1, XP_031783677.1
OG0005107	Lflavo2a014032P1	XP_001608056.1
OG0005108	Lflavo2a006395P1	XP_016842114.1, XP_031784773.1, XP_032451986.1
OG0005109	Lflavo2a000245P1	NP_001165807.1, XP_032454657.1, XP_032454658.1
OG0005110	Lflavo2a004603P1	XP_001600756.1, XP_008212216.1
OG0005111	Lflavo2a004287P1	XP_001601694.3
OG0005112	Lflavo2a000267P1	XP_008208758.1, XP_008208759.1
OG0005113	Lflavo2a010129P1	XP_001599233.2, XP_031783383.1, XP_031783366.1, XP_031783394.1, XP_031783389.1, XP_031783387.1
OG0005114	Lflavo2a001628P1	NP_001135813.1, XP_031779947.1, XP_031779948.1
OG0005115	Lflavo2a012899P1	XP_001602448.1, XP_008216868.1, XP_008216869.1, XP_016844722.1
OG0005116	Lflavo2a013291P1	XP_001606145.2
OG0005117	Lflavo2a009212P1	XP_001601897.1
OG0005118	Lflavo2a001959P3, Lflavo2a001959P1, Lflavo2a001959P2	XP_001605871.2
OG0005119	Lflavo2a004767P1	XP_001602623.1
OG0005120	Lflavo2a011612P1	XP_001603914.1
OG0005121	Lflavo2a010474P3, Lflavo2a010474P2, Lflavo2a010474P1	XP_001605472.1
OG0005122	Lflavo2a005382P3, Lflavo2a005382P1, Lflavo2a005382P2	XP_016844885.1
OG0005123	Lflavo2a004546P1	XP_001604405.1
OG0005124	Lflavo2a000213P1	XP_001606354.1, XP_032458141.1
OG0005125	Lflavo2a004094P1	XP_031788697.1
OG0005126	Lflavo2a013019P1	XP_032457614.1, XP_008215111.1, XP_001602080.2
OG0005127	Lflavo2a008258P1, Lflavo2a008258P2	XP_001601933.1, XP_016838202.1
OG0005128	Lflavo2a012557P1	XP_008204265.1, XP_016837665.1
OG0005129	Lflavo2a009606P1	XP_001605064.1, XP_008209116.1
OG0005131	Lflavo2a003387P1	XP_032455477.1, XP_031786604.1, XP_031786605.1
OG0005132	Lflavo2a013706P1	XP_001602648.2
OG0005133	Lflavo2a010614P1	NP_001153415.1
OG0005134	Lflavo2a002431P2, Lflavo2a002431P1, Lflavo2a002431P3	XP_001600675.2, XP_031780633.1
OG0005135	Lflavo2a001642P1	XP_001602630.2
OG0005136	Lflavo2a012630P1	XP_031784514.1
OG0005139	Lflavo2a008065P1	XP_008208662.1, XP_001600300.2, XP_008208661.1
OG0005141	Lflavo2a007983P1, Lflavo2a007983P3, Lflavo2a007983P4, Lflavo2a007983P2	XP_008211645.2
OG0005148	Lflavo2a013727P1	XP_008202639.1, XP_032451779.1, XP_032451778.1, XP_032451780.1
OG0005149	Lflavo2a006696P1	XP_001601942.1, XP_008205709.1
OG0005152	Lflavo2a008097P1	XP_003426684.1
OG0005153	Lflavo2a005921P1, Lflavo2a006024P1	XP_001603862.2
OG0005156	Lflavo2a005221P1	XP_008208195.1, XP_008208196.1, XP_031780482.1, XP_032451741.1, XP_032451742.1
OG0005157	Lflavo2a013788P1	XP_016839439.1, XP_032454207.1, XP_032454208.1, XP_032454209.1
OG0005159	Lflavo2a010580P1	XP_031785103.1, XP_031785104.1, XP_031785105.1, XP_031785106.1, XP_031785107.1, XP_032455038.1, XP_032455039.1
OG0005160	Lflavo2a014331P1, Lflavo2a014330P1	XP_031785500.1, XP_016843433.1, XP_031785485.1
OG0005165	Lflavo2a002259P1	XP_016840075.1, XP_016840076.1, XP_016840078.1, XP_016840080.1, XP_016840077.1, XP_016840079.1
OG0005166	Lflavo2a003379P1, Lflavo2a009468P1	XP_031777805.1, XP_031777806.1, XP_031777807.1, XP_032453883.1
OG0005167	Lflavo2a006727P1	XP_001607835.2, XP_008215709.1, XP_032457052.1
OG0005172	Lflavo2a009092P1	NP_001135857.1, XP_031789338.1
OG0005173	Lflavo2a005628P1	NP_001161704.1, XP_032457099.1
OG0005175	Lflavo2a002877P1	XP_031777158.1, XP_031777159.1, XP_031777160.1, XP_031777161.1
OG0005176	Lflavo2a005537P1, Lflavo2a014336P1	XP_001601446.1
OG0005177	Lflavo2a006888P1	NP_001234897.1
OG0005178	Lflavo2a000014P1	XP_032457733.1
OG0005179	Lflavo2a013717P1	XP_001599110.3, NP_001164356.2, XP_031778331.1
OG0005182	Lflavo2a013220P1	XP_001601870.1, XP_031778837.1
OG0005183	Lflavo2a009547P1	NP_001161193.1, XP_031786742.1
OG0005184	Lflavo2a000246P1	XP_001607910.1
OG0005185	Lflavo2a013393P1	XP_001607783.1
OG0005186	Lflavo2a003365P1	XP_031787528.1, XP_031787530.1
OG0005187	Lflavo2a011412P1	XP_001603001.1
OG0005188	Lflavo2a007260P1	XP_001606272.1, XP_031779250.1
OG0005189	Lflavo2a009576P1	XP_001603310.1
OG0005190	Lflavo2a012175P1	XP_001607950.1
OG0005191	Lflavo2a001602P1	XP_016839525.1, XP_031782305.1, XP_032454556.1, XP_032454557.1
OG0005193	Lflavo2a000172P1	XP_008204039.3
OG0005194	Lflavo2a000289P1	XP_016841929.1
OG0005195	Lflavo2a001139P1	XP_001601934.2
OG0005196	Lflavo2a009599P1, Lflavo2a009599P2	NP_001177436.1, XP_031779957.1
OG0005197	Lflavo2a002804P1	NP_001162016.1, XP_008209312.1
OG0005198	Lflavo2a005487P1	XP_001601251.2, XP_008209232.1
OG0005199	Lflavo2a012209P1	XP_001605139.1
OG0005200	Lflavo2a011441P1	XP_008206898.1
OG0005202	Lflavo2a000068P1	NP_001165826.1, XP_032451649.1
OG0005203	Lflavo2a001595P1, Lflavo2a013877P1	XP_016838657.1, XP_016838658.1
OG0005204	Lflavo2a001908P1	XP_003423948.1
OG0005205	Lflavo2a001824P1	XP_001606730.1
OG0005206	Lflavo2a010831P1	XP_001599906.1, XP_008208626.1, XP_031785048.1
OG0005207	Lflavo2a013293P1	XP_031777600.1
OG0005209	Lflavo2a011348P1, Lflavo2a011348P2	XP_008208361.1, XP_008208362.1
OG0005210	Lflavo2a012880P1, Lflavo2a012880P2	NP_001165855.1
OG0005211	Lflavo2a013794P1	XP_016840869.1
OG0005212	Lflavo2a011350P1	XP_001599351.1, XP_032454859.1
OG0005213	Lflavo2a002151P1	XP_001601398.1, XP_032456259.1, XP_032456260.1
OG0005214	Lflavo2a005962P2, Lflavo2a005962P1, Lflavo2a005962P3	XP_001606574.2
OG0005215	Lflavo2a005084P1	XP_001600285.1
OG0005216	Lflavo2a002517P1	XP_001606712.2, XP_031784354.1
OG0005217	Lflavo2a005052P1, Lflavo2a005052P2	XP_001601796.1
OG0005218	Lflavo2a000349P1, Lflavo2a000349P2	XP_003425560.1, XP_008202924.1
OG0005219	Lflavo2a007060P1	XP_016845655.1
OG0005221	Lflavo2a013567P1	XP_031788522.1
OG0005223	Lflavo2a013947P1	XP_031783417.1
OG0005224	Lflavo2a005193P1	XP_001603355.2, XP_016839483.1
OG0005225	Lflavo2a002457P1	XP_031782281.1
OG0005227	Lflavo2a007635P1	XP_008215687.1, XP_031787575.1
OG0005228	Lflavo2a000438P1	XP_008205515.1, XP_016840703.1, XP_032455619.1
OG0005229	Lflavo2a002442P1	XP_008213570.1, XP_016840231.1
OG0005230	Lflavo2a001569P1	XP_001605321.1, XP_008213471.1
OG0005231	Lflavo2a009109P1	NP_001165791.1
OG0005232	Lflavo2a003259P1	XP_031778512.1
OG0005233	Lflavo2a013423P1	XP_001601799.1
OG0005235	Lflavo2a008271P1	XP_031778367.1, XP_031778368.1
OG0005236	Lflavo2a003111P1	XP_001601910.1
OG0005237	Lflavo2a001689P1	XP_016839802.1
OG0005238	Lflavo2a008483P1	XP_032458057.1
OG0005239	Lflavo2a010583P1	XP_031788188.1, XP_031788183.1, XP_031788186.1
OG0005240	Lflavo2a003060P1	XP_001605404.2, XP_031779356.1
OG0005241	Lflavo2a013821P1	XP_031782906.1, XP_031782908.1, XP_032457737.1
OG0005242	Lflavo2a008920P1	XP_031784227.1
OG0005243	Lflavo2a009945P1	XP_016843537.1
OG0005244	Lflavo2a012314P1	XP_001605398.2
OG0005245	Lflavo2a006792P1	XP_016844421.1
OG0005246	Lflavo2a009166P1	XP_032457630.1
OG0005247	Lflavo2a008057P1, Lflavo2a008057P2	XP_001602617.2, XP_016838265.1
OG0005248	Lflavo2a005209P1	XP_031786769.1
OG0005249	Lflavo2a007326P1	XP_008210360.2
OG0005252	Lflavo2a003181P1	XP_008208149.1, XP_008208150.1
OG0005253	Lflavo2a013912P1	XP_001605794.2
OG0005254	Lflavo2a001989P1	XP_001602866.1
OG0005255	Lflavo2a008677P2, Lflavo2a008677P1, Lflavo2a008677P3	XP_001601343.1
OG0005256	Lflavo2a012029P1	XP_016838686.1
OG0005257	Lflavo2a011774P1	XP_008218134.1, XP_008218135.1, XP_031788074.1, XP_032456073.1
OG0005258	Lflavo2a000401P1	XP_008214621.1
OG0005259	Lflavo2a006219P1	XP_001605566.1
OG0005260	Lflavo2a013394P1	XP_001604778.2
OG0005261	Lflavo2a000354P1	XP_001601931.1
OG0005262	Lflavo2a013844P1	XP_031787583.1, XP_031787584.1
OG0005263	Lflavo2a000374P1	XP_001602450.1, XP_001602385.1
OG0005264	Lflavo2a010988P1	XP_001606006.1, XP_031783414.1
OG0005266	Lflavo2a001097P1, Lflavo2a001097P3, Lflavo2a001097P2	XP_003425994.1
OG0005267	Lflavo2a011079P1	XP_031785562.1, XP_032454935.1
OG0005269	Lflavo2a013424P1	XP_001602291.2
OG0005271	Lflavo2a011015P1	XP_001604755.1
OG0005272	Lflavo2a004510P1	NP_001166085.1
OG0005274	Lflavo2a001845P1	XP_001601672.2, XP_016838280.1
OG0005275	Lflavo2a000148P1	XP_031780350.1
OG0005276	Lflavo2a007392P1	XP_003424560.1
OG0005279	Lflavo2a004431P1	XP_001606312.1, XP_016845876.1
OG0005280	Lflavo2a006842P1	XP_001604126.2, XP_016843756.1
OG0005281	Lflavo2a011819P1	XP_008206358.1, XP_008206351.1, XP_008206336.1, XP_008206342.1
OG0005282	Lflavo2a000787P3, Lflavo2a000787P1, Lflavo2a000787P2	XP_001605859.2
OG0005283	Lflavo2a013243P1	XP_031785979.1
OG0005284	Lflavo2a011300P1	XP_001605424.2, XP_031779723.1
OG0005285	Lflavo2a007668P1	XP_003427491.1
OG0005286	Lflavo2a010931P1, Lflavo2a010931P2	XP_001604038.1
OG0005287	Lflavo2a013629P1	XP_003425497.1
OG0005288	Lflavo2a005585P1, Lflavo2a005585P3	XP_001606239.2
OG0005289	Lflavo2a013779P1	XP_031787974.1, XP_031787975.1, XP_031787976.1
OG0005290	Lflavo2a008801P1	XP_031782820.1
OG0005291	Lflavo2a011403P1, Lflavo2a011430P1	XP_003427008.1, XP_008208848.1
OG0005292	Lflavo2a013200P1	XP_031788809.1
OG0005293	Lflavo2a011356P1	XP_001600460.1, XP_016841637.1
OG0005296	Lflavo2a013565P1	XP_001607003.1
OG0005297	Lflavo2a014127P1	XP_008213190.1, XP_031785362.1
OG0005298	Lflavo2a011127P1, Lflavo2a011127P2	XP_008211064.3
OG0005299	Lflavo2a001101P3, Lflavo2a001101P1, Lflavo2a001101P2	XP_001608202.1
OG0005300	Lflavo2a001327P1	XP_001605274.1
OG0005301	Lflavo2a003282P1	XP_001600181.2
OG0005302	Lflavo2a007863P1	XP_001605576.2, XP_016839287.1
OG0005303	Lflavo2a012088P1	XP_031779618.1, XP_032453086.1
OG0005304	Lflavo2a008964P1, Lflavo2a008964P2, Lflavo2a008964P3	XP_001601204.1
OG0005305	Lflavo2a000972P1	XP_008204815.1, XP_016838616.1
OG0005306	Lflavo2a000999P1	XP_001601548.1, XP_031780246.1, XP_008204811.1, XP_032453391.1
OG0005307	Lflavo2a007674P1	XP_003423927.1
OG0005308	Lflavo2a006745P1	XP_008212483.1
OG0005309	Lflavo2a002998P1	XP_016844211.1, XP_031784869.1
OG0005310	Lflavo2a010550P1	XP_001604243.1
OG0005311	Lflavo2a014213P1	XP_008211494.3, XP_031784921.1, XP_031784922.1
OG0005312	Lflavo2a010950P1	XP_016843291.1, XP_032457312.1, XP_032457313.1
OG0005313	Lflavo2a013031P1	XP_008214308.2, XP_032454609.1
OG0005314	Lflavo2a004630P1	XP_031776921.1, XP_031776922.1
OG0005315	Lflavo2a006977P1	XP_016845680.1, XP_016845681.1, XP_032451671.1
OG0005316	Lflavo2a007911P1	XP_001608058.2
OG0005317	Lflavo2a010752P1, Lflavo2a010752P2	XP_031783231.1, XP_031783232.1
OG0005320	Lflavo2a004791P1	XP_001601244.1
OG0005321	Lflavo2a011065P1	XP_031784959.1, XP_031784960.1, XP_031784961.1
OG0005322	Lflavo2a009110P1	XP_001603946.3, XP_008206991.1
OG0005323	Lflavo2a002083P1	XP_003428199.1, XP_031786691.1
OG0005324	Lflavo2a011652P1	XP_001602260.2
OG0005325	Lflavo2a008916P1	XP_003425105.1
OG0005326	Lflavo2a006525P1	XP_003427598.1, XP_016840908.1
OG0005327	Lflavo2a008221P1	XP_016845037.2
OG0005328	Lflavo2a002333P1	XP_003425676.1, XP_031783769.1
OG0005329	Lflavo2a006183P1	XP_008216692.1
OG0005330	Lflavo2a008052P1	NP_001177858.1
OG0005331	Lflavo2a001184P1	XP_031788901.1, XP_032458043.1
OG0005332	Lflavo2a010144P1	XP_001599056.1, XP_008209183.1
OG0005333	Lflavo2a002815P1, Lflavo2a002823P1	XP_031783282.1, XP_031783283.1
OG0005334	Lflavo2a002806P1	XP_003426397.1
OG0005335	Lflavo2a005388P1	XP_001605615.1, XP_032455615.1
OG0005336	Lflavo2a006324P1	XP_031784917.1
OG0005338	Lflavo2a005613P1	XP_003426916.2
OG0005339	Lflavo2a011511P1	XP_001606821.1, XP_008212617.1, XP_016837177.1, XP_016837176.1
