Orthogroup	Liostenogaster_flavolineata	Apis_mellifera
OG0006968	Lflavo2a012694P1	XP_026299115.1
OG0006969	Lflavo2a004502P1	XP_026299144.1, XP_026299145.1
OG0006970	Lflavo2a007128P1	XP_026299155.1
OG0006971	Lflavo2a009329P1	XP_026299182.1
OG0006973	Lflavo2a006314P1	XP_026299235.1
OG0006974	Lflavo2a004957P1	XP_026299251.1
OG0006975	Lflavo2a004986P1	XP_026299382.1
OG0006977	Lflavo2a002306P1, Lflavo2a002306P2	XP_026299482.1, XP_026299483.1, XP_026299484.1
OG0006978	Lflavo2a014091P1	XP_026299488.1
OG0006979	Lflavo2a009946P1	XP_026299535.1
OG0006980	Lflavo2a000544P1	XP_026299538.1
OG0006981	Lflavo2a003382P1, Lflavo2a003382P2	XP_026299562.1
OG0006982	Lflavo2a005849P1	XP_026299573.1, XP_026299574.1
OG0006983	Lflavo2a001346P1	XP_026299646.1
OG0006984	Lflavo2a010185P1	XP_026299653.1
OG0006985	Lflavo2a012501P1	XP_026299680.1
OG0006986	Lflavo2a005222P1	XP_026299682.1
OG0006987	Lflavo2a013287P1	XP_026299686.1
OG0006988	Lflavo2a013331P1	XP_026299687.1
OG0006989	Lflavo2a011242P1	XP_026299698.1
OG0006990	Lflavo2a004407P1	XP_026299699.1
OG0006992	Lflavo2a000560P1, Lflavo2a000560P2	XP_026299799.1
OG0006993	Lflavo2a008036P1	XP_026299848.1
OG0006994	Lflavo2a008074P1	XP_026299849.1
OG0006995	Lflavo2a008226P1	XP_026299855.1
OG0006997	Lflavo2a012212P1	XP_026299902.1
OG0006998	Lflavo2a008995P1	XP_026299952.1
OG0006999	Lflavo2a000018P1	XP_026300063.1
OG0007000	Lflavo2a010878P1	XP_026300068.1
OG0007001	Lflavo2a005111P1	XP_026300091.1
OG0007003	Lflavo2a008114P1	XP_026300189.1
OG0007004	Lflavo2a013661P1, Lflavo2a013661P2	XP_026300231.1
OG0007005	Lflavo2a014315P1	XP_026300255.1
OG0007006	Lflavo2a009046P1, Lflavo2a009046P2	XP_026300395.1
OG0007007	Lflavo2a005050P1	XP_026300446.1, XP_026300584.1
OG0007008	Lflavo2a012510P1	XP_026300574.1
OG0007009	Lflavo2a006089P1	XP_026300628.1, XP_026300629.1, XP_026300630.1, XP_026300631.1
OG0007010	Lflavo2a007095P1	XP_026300725.1, XP_397318.4
OG0007011	Lflavo2a010150P1	XP_026300732.1
OG0007012	Lflavo2a005383P1	XP_026300783.1
OG0007013	Lflavo2a008600P1	XP_026300796.1, XP_026300797.1
OG0007014	Lflavo2a003580P1	XP_026300801.1
OG0007015	Lflavo2a003605P1, Lflavo2a003587P1	XP_026300802.1
OG0007016	Lflavo2a010643P1	XP_026300803.1, XP_026300804.1
OG0007017	Lflavo2a003866P1	XP_026300853.1, XP_026300854.1
OG0007019	Lflavo2a010297P1	XP_026300882.1
OG0007020	Lflavo2a014347P1	XP_026300888.1, XP_394882.2
OG0007021	Lflavo2a012683P1	XP_026300892.1
OG0007022	Lflavo2a001005P1	XP_026300923.1
OG0007023	Lflavo2a010286P1	XP_026300937.1, XP_026300938.1
OG0007024	Lflavo2a005445P1	XP_026300979.1
OG0007025	Lflavo2a011548P1	XP_026301018.1
OG0007026	Lflavo2a014233P1, Lflavo2a014242P1	XP_026301029.1, XP_026301030.1
OG0007027	Lflavo2a005564P1	XP_026301031.1
OG0007028	Lflavo2a005956P1	XP_026301084.1, XP_026301085.1
OG0007029	Lflavo2a012956P1	XP_026301095.1
OG0007030	Lflavo2a008109P1	XP_026301152.1
OG0007031	Lflavo2a000663P1	XP_026301186.1
OG0007032	Lflavo2a012005P1	XP_026301204.1
OG0007033	Lflavo2a000882P1	XP_026301239.1
OG0007034	Lflavo2a009607P1	XP_026301323.1, XP_026301324.1
OG0007035	Lflavo2a013662P1	XP_026301336.1, XP_393326.4
OG0007036	Lflavo2a002000P1	XP_026301403.1
OG0007037	Lflavo2a011996P1	XP_026301405.1
OG0007038	Lflavo2a005728P1	XP_026301433.1
OG0007039	Lflavo2a003747P1	XP_026301491.1
OG0007040	Lflavo2a006412P1	XP_026301495.1
OG0007041	Lflavo2a003333P3	XP_026301566.1
OG0007042	Lflavo2a008764P1	XP_026301575.1, XP_026301576.1
OG0007043	Lflavo2a004815P1	XP_026301629.1, XP_026301630.1
OG0007044	Lflavo2a011226P1	XP_026301648.1
OG0007045	Lflavo2a010417P1	XP_026301850.1
OG0007046	Lflavo2a009251P1	XP_026302049.1
OG0007047	Lflavo2a007791P1	XP_026302063.1, XP_026302068.1
OG0007048	Lflavo2a004885P1	XP_026302081.1, XP_026302083.1
OG0007049	Lflavo2a004609P1	XP_026302084.1
OG0007050	Lflavo2a013324P1	XP_026302085.1
OG0007051	Lflavo2a008417P1	XP_026302096.1
OG0007052	Lflavo2a003798P4, Lflavo2a003798P1, Lflavo2a003798P3	XP_026302100.1
OG0007053	Lflavo2a001233P1, Lflavo2a001233P2	XP_026302177.1, XP_026302175.1, XP_026302176.1
OG0007054	Lflavo2a002454P1	XP_026302188.1
OG0007055	Lflavo2a007516P1	XP_026302274.1, XP_026302275.1
OG0007057	Lflavo2a011468P1	XP_026302288.1
OG0007058	Lflavo2a013489P1, Lflavo2a013489P2	XP_026302301.1
OG0007059	Lflavo2a001310P1	XP_391818.3
OG0007060	Lflavo2a003528P1	XP_391855.2
OG0007061	Lflavo2a013654P1	XP_391859.1
OG0007062	Lflavo2a011472P1	XP_391880.2
OG0007063	Lflavo2a000571P1, Lflavo2a000571P2	XP_391905.2
OG0007064	Lflavo2a011534P1, Lflavo2a011534P2	XP_391916.3
OG0007065	Lflavo2a000766P1	XP_391917.2
OG0007066	Lflavo2a014310P1	XP_391920.3
OG0007067	Lflavo2a009805P3	XP_391940.2
OG0007068	Lflavo2a013154P1	XP_391962.1
OG0007069	Lflavo2a005356P1	XP_391975.4
OG0007070	Lflavo2a010504P1	XP_391991.1
OG0007071	Lflavo2a009486P1	XP_391996.4
OG0007072	Lflavo2a003590P1	XP_392027.1
OG0007073	Lflavo2a007687P1	XP_392067.4
OG0007074	Lflavo2a008105P1	XP_392070.3
OG0007075	Lflavo2a001076P1	XP_392097.5
OG0007076	Lflavo2a000238P1	XP_392111.2
OG0007077	Lflavo2a010495P1	XP_392112.3
OG0007078	Lflavo2a009386P1	XP_392114.1
OG0007079	Lflavo2a002274P1	XP_392117.2
OG0007080	Lflavo2a007902P1	XP_392120.2
OG0007081	Lflavo2a013984P1	XP_392161.2
OG0007082	Lflavo2a004877P1, Lflavo2a004877P2	XP_392212.2
OG0007083	Lflavo2a005994P1	XP_392223.2
OG0007084	Lflavo2a012815P1	XP_392256.2
OG0007085	Lflavo2a012863P1	XP_392259.4
OG0007086	Lflavo2a003163P1, Lflavo2a003163P2	XP_392284.2
OG0007087	Lflavo2a010579P1	XP_392296.4
OG0007088	Lflavo2a007624P1	XP_392330.1
OG0007089	Lflavo2a011656P1, Lflavo2a011656P2	XP_392346.4
OG0007090	Lflavo2a007978P1	XP_392364.4
OG0007091	Lflavo2a004547P1	XP_392371.3
OG0007092	Lflavo2a006934P2, Lflavo2a006934P3, Lflavo2a006934P1	XP_392374.4
OG0007093	Lflavo2a014170P1	XP_392413.4
OG0007094	Lflavo2a004790P1	XP_392430.1
OG0007095	Lflavo2a012144P1	XP_392498.1
OG0007096	Lflavo2a003434P1	XP_392545.3
OG0007097	Lflavo2a010361P1	XP_392569.2
OG0007098	Lflavo2a002271P1	XP_392586.4
OG0007099	Lflavo2a002369P1	XP_392602.4
OG0007100	Lflavo2a001237P1	XP_392611.4
OG0007101	Lflavo2a000641P1	XP_392626.3
OG0007102	Lflavo2a009811P1	XP_392651.2
OG0007103	Lflavo2a011071P1	XP_392654.2
OG0007104	Lflavo2a007408P1	XP_392658.2
OG0007105	Lflavo2a011672P1	XP_392660.2
OG0007106	Lflavo2a014176P1	XP_392667.2
OG0007107	Lflavo2a011631P1	XP_392698.3
OG0007108	Lflavo2a002244P1	XP_392721.1
OG0007109	Lflavo2a008696P1	XP_392759.3
OG0007110	Lflavo2a000447P1	XP_392813.2
OG0007111	Lflavo2a006918P1	XP_392818.2
OG0007112	Lflavo2a009400P1	XP_392912.1
OG0007113	Lflavo2a006574P1	XP_392920.1
OG0007114	Lflavo2a009202P1	XP_392932.3
OG0007115	Lflavo2a003826P1	XP_393007.1
OG0007116	Lflavo2a012988P1	XP_393044.4
OG0007117	Lflavo2a006321P1, Lflavo2a006321P2	XP_393055.5
OG0007118	Lflavo2a004104P1	XP_393076.1
OG0007119	Lflavo2a005217P1	XP_393143.2
OG0007120	Lflavo2a004348P1	XP_393191.2
OG0007121	Lflavo2a010775P1	XP_393224.2
OG0007122	Lflavo2a002441P1	XP_393287.2
OG0007123	Lflavo2a009525P3	XP_393315.2
OG0007124	Lflavo2a006793P1	XP_393370.4
OG0007125	Lflavo2a014295P1	XP_393383.3
OG0007126	Lflavo2a005439P1	XP_393468.2
OG0007127	Lflavo2a007245P1, Lflavo2a007245P2	XP_393469.2
OG0007128	Lflavo2a008866P1	XP_393509.2
OG0007129	Lflavo2a006144P1	XP_393586.1
OG0007130	Lflavo2a001408P1	XP_393604.4
OG0007131	Lflavo2a011987P1	XP_393651.3
OG0007132	Lflavo2a001009P1	XP_393667.1
OG0007133	Lflavo2a000280P1	XP_393673.3
OG0007134	Lflavo2a001615P1, Lflavo2a001615P2	XP_393677.3
OG0007135	Lflavo2a012218P1	XP_393683.4
OG0007136	Lflavo2a008077P1	XP_393720.4
OG0007137	Lflavo2a012608P1	XP_393737.2
OG0007138	Lflavo2a005398P1	XP_393743.4
OG0007139	Lflavo2a000462P1, Lflavo2a000462P2	XP_393769.3
OG0007140	Lflavo2a004598P1	XP_393789.2
OG0007141	Lflavo2a012533P1	XP_393796.4
OG0007142	Lflavo2a000752P1	XP_393827.2
OG0007143	Lflavo2a013311P1	XP_393856.2
OG0007144	Lflavo2a009033P1	XP_393885.1
OG0007145	Lflavo2a012061P1	XP_393890.1
OG0007146	Lflavo2a005400P1, Lflavo2a005400P3	XP_394029.5
OG0007147	Lflavo2a005446P1	XP_394034.5
OG0007148	Lflavo2a007868P2, Lflavo2a007868P3	XP_394050.5
OG0007149	Lflavo2a007669P1	XP_394080.3
OG0007150	Lflavo2a009625P1	XP_394099.4
OG0007152	Lflavo2a007306P1	XP_394152.2
OG0007153	Lflavo2a008049P1	XP_394227.2
OG0007154	Lflavo2a011888P1	XP_394275.2
OG0007155	Lflavo2a014037P1, Lflavo2a014037P2	XP_394330.4
OG0007156	Lflavo2a000743P1, Lflavo2a000743P2	XP_394353.3
OG0007157	Lflavo2a010088P1	XP_394359.2
OG0007158	Lflavo2a008021P1	XP_394360.2
OG0007159	Lflavo2a005016P1	XP_394503.6
OG0007160	Lflavo2a011605P1	XP_394517.4
OG0007161	Lflavo2a006467P1	XP_394546.3
OG0007162	Lflavo2a006519P1	XP_394547.4
OG0007163	Lflavo2a005157P1	XP_394564.1
OG0007164	Lflavo2a009203P1	XP_394614.1
OG0007165	Lflavo2a012306P1	XP_394616.1
OG0007166	Lflavo2a014112P1	XP_394637.2
OG0007167	Lflavo2a004090P1, Lflavo2a004090P2	XP_394674.3
OG0007168	Lflavo2a006964P1	XP_394676.2
OG0007169	Lflavo2a009627P1	XP_394680.3
OG0007170	Lflavo2a012255P1	XP_394859.1
OG0007171	Lflavo2a003785P1, Lflavo2a003785P2	XP_394865.3
OG0007172	Lflavo2a005901P1	XP_394949.4
OG0007173	Lflavo2a004490P1, Lflavo2a005793P1	XP_394964.5
OG0007174	Lflavo2a011560P1	XP_394976.4
OG0007175	Lflavo2a005857P1	XP_394993.2
OG0007176	Lflavo2a003329P1	XP_395092.2
OG0007177	Lflavo2a007224P1	XP_395109.3
OG0007178	Lflavo2a009358P1	XP_395122.1
OG0007179	Lflavo2a011839P1	XP_395151.3
OG0007180	Lflavo2a004110P1	XP_395172.2
OG0007181	Lflavo2a005709P1	XP_395264.3
OG0007182	Lflavo2a002084P1	XP_395299.2
OG0007183	Lflavo2a002884P1	XP_395319.2
OG0007184	Lflavo2a006561P1	XP_395421.4
OG0007185	Lflavo2a013952P1	XP_395482.4
OG0007186	Lflavo2a009132P1	XP_395530.1
OG0007187	Lflavo2a010647P2, Lflavo2a010647P3	XP_395542.2
OG0007188	Lflavo2a011671P1	XP_395658.5
OG0007189	Lflavo2a008899P1	XP_395689.6
OG0007190	Lflavo2a011423P1	XP_395784.2
OG0007191	Lflavo2a003357P1	XP_395807.2
OG0007192	Lflavo2a011424P1	XP_395810.4
OG0007193	Lflavo2a009035P1	XP_395835.2
OG0007194	Lflavo2a011445P1	XP_395844.3
OG0007195	Lflavo2a006140P1	XP_395892.2
OG0007196	Lflavo2a004800P1	XP_395903.3
OG0007197	Lflavo2a013842P1	XP_395913.3
OG0007198	Lflavo2a012011P1	XP_395937.6
OG0007199	Lflavo2a000223P1	XP_395981.2
OG0007200	Lflavo2a010393P1	XP_396003.4
OG0007201	Lflavo2a006097P1	XP_396051.1
OG0007202	Lflavo2a009934P1	XP_396142.4
OG0007203	Lflavo2a008974P1	XP_396143.4
OG0007204	Lflavo2a001550P1, Lflavo2a001550P2	XP_396155.4
OG0007205	Lflavo2a001494P1	XP_396192.5
OG0007206	Lflavo2a007066P1, Lflavo2a006868P1	XP_396284.2
OG0007207	Lflavo2a013756P1	XP_396423.3
OG0007208	Lflavo2a010387P1	XP_396462.2
OG0007209	Lflavo2a013352P1	XP_396504.1
OG0007210	Lflavo2a000387P1	XP_396554.4
OG0007211	Lflavo2a009452P1	XP_396561.1
OG0007212	Lflavo2a000058P1	XP_396596.1
OG0007213	Lflavo2a008752P1	XP_396630.2
OG0007214	Lflavo2a003201P2, Lflavo2a003201P3	XP_396645.4
OG0007215	Lflavo2a001680P1	XP_396646.1
OG0007216	Lflavo2a013411P1	XP_396686.2
OG0007217	Lflavo2a002098P1	XP_396830.4
OG0007218	Lflavo2a014128P1	XP_396838.2
OG0007219	Lflavo2a004796P2, Lflavo2a004796P1, Lflavo2a004796P3	XP_396879.3
OG0007220	Lflavo2a010532P1	XP_396892.2
OG0007221	Lflavo2a005198P1	XP_396937.4
OG0007222	Lflavo2a001702P1, Lflavo2a001702P2	XP_396966.2
OG0007223	Lflavo2a010118P1	XP_397113.1
OG0007224	Lflavo2a010749P1	XP_397127.5
OG0007225	Lflavo2a003408P1	XP_397129.4
OG0007226	Lflavo2a009731P2	XP_397131.4
OG0007227	Lflavo2a004624P1	XP_397213.2
OG0007228	Lflavo2a010966P1	XP_397252.2
OG0007229	Lflavo2a001899P1	XP_397316.1
OG0007230	Lflavo2a007697P1	XP_397331.2
OG0007231	Lflavo2a010176P1	XP_397381.4
OG0007232	Lflavo2a010453P1	XP_397424.2
OG0007233	Lflavo2a013144P1	XP_397545.2
OG0007234	Lflavo2a004834P1	XP_623128.1
OG0007235	Lflavo2a009671P1	XP_623160.1
OG0007236	Lflavo2a004180P1	XP_623170.1
OG0007237	Lflavo2a007068P1, Lflavo2a007068P2	XP_623184.1
OG0007238	Lflavo2a007263P1	XP_623206.1
OG0007239	Lflavo2a014306P1	XP_623247.1
OG0007240	Lflavo2a004792P1	XP_623283.1
OG0007241	Lflavo2a007793P1, Lflavo2a007793P2	XP_623289.1
OG0007242	Lflavo2a009106P1	XP_623363.1
OG0007243	Lflavo2a008674P1	XP_623365.1
OG0007244	Lflavo2a004227P2	XP_623366.2
OG0007245	Lflavo2a004584P1	XP_623438.1
OG0007246	Lflavo2a010530P1, Lflavo2a010530P2	XP_623456.1
OG0007247	Lflavo2a008312P2	XP_623489.2
OG0007248	Lflavo2a009873P1	XP_623500.2
OG0007249	Lflavo2a013245P1	XP_623503.1
OG0007250	Lflavo2a004846P1	XP_623505.2
OG0007251	Lflavo2a009787P1, Lflavo2a009787P2	XP_623556.1
OG0007252	Lflavo2a014252P1	XP_623623.2
OG0007254	Lflavo2a000513P1	XP_623769.1
OG0007255	Lflavo2a011194P1	XP_623779.1
OG0007256	Lflavo2a006146P1	XP_623794.1
OG0007257	Lflavo2a010692P1	XP_623868.1
OG0007258	Lflavo2a000065P1	XP_623891.2
OG0007259	Lflavo2a011116P1	XP_623893.3
OG0007260	Lflavo2a004963P1	XP_623898.4
OG0007261	Lflavo2a011401P1	XP_623918.4
OG0007262	Lflavo2a000843P1	XP_623919.1
OG0007263	Lflavo2a005236P1	XP_623930.2
OG0007264	Lflavo2a007212P1	XP_623993.3
OG0007265	Lflavo2a002198P1	XP_624038.2
OG0007266	Lflavo2a001375P1	XP_624086.1
OG0007267	Lflavo2a009011P1	XP_624109.1
OG0007268	Lflavo2a000286P1	XP_624121.2
OG0007269	Lflavo2a013456P1	XP_624125.1
OG0007270	Lflavo2a009024P1	XP_624141.3
OG0007271	Lflavo2a002803P1	XP_624151.1
OG0007272	Lflavo2a004964P1	XP_624172.1
OG0007273	Lflavo2a003172P1	XP_624199.2
OG0007274	Lflavo2a002883P1	XP_624206.2
OG0007275	Lflavo2a010105P1	XP_624220.2
OG0007276	Lflavo2a004151P1	XP_624221.1
OG0007277	Lflavo2a002982P1, Lflavo2a002982P2	XP_624295.4
OG0007278	Lflavo2a013007P1, Lflavo2a013007P2	XP_624307.2
OG0007279	Lflavo2a012896P1	XP_624346.1
OG0007280	Lflavo2a011647P1	XP_624351.3
OG0007281	Lflavo2a005433P1	XP_624357.1
OG0007282	Lflavo2a006970P1	XP_624358.1
OG0007283	Lflavo2a013461P1	XP_624372.2
OG0007284	Lflavo2a012406P1	XP_624376.1
OG0007285	Lflavo2a001600P1, Lflavo2a001600P2	XP_624378.1
OG0007286	Lflavo2a012479P1	XP_624399.2
OG0007287	Lflavo2a014121P1	XP_624406.2
OG0007288	Lflavo2a013742P1, Lflavo2a013742P2	XP_624438.1
OG0007289	Lflavo2a001641P1, Lflavo2a001675P1	XP_624457.1
OG0007291	Lflavo2a010164P1	XP_624487.1
OG0007292	Lflavo2a003520P1	XP_624500.2
OG0007293	Lflavo2a002255P1	XP_624534.3
OG0007294	Lflavo2a002702P1	XP_624536.2
OG0007295	Lflavo2a002551P1	XP_624548.2
OG0007296	Lflavo2a006005P1	XP_624552.1
OG0007297	Lflavo2a007026P1	XP_624573.2
OG0007298	Lflavo2a012316P1	XP_624576.1
OG0007299	Lflavo2a007525P1	XP_624607.1
OG0007300	Lflavo2a002023P1	XP_624613.1
OG0007301	Lflavo2a001322P1	XP_624651.2
OG0007302	Lflavo2a003601P1	XP_624661.1
OG0007303	Lflavo2a005812P1	XP_624674.1
OG0007304	Lflavo2a007403P1	XP_624693.1
OG0007305	Lflavo2a010352P1	XP_624708.2
OG0007306	Lflavo2a001498P1	XP_624722.1
OG0007307	Lflavo2a011554P1	XP_624725.1
OG0007308	Lflavo2a011009P1, Lflavo2a011009P2	XP_624764.3
OG0007309	Lflavo2a006844P1	XP_624787.1
OG0007310	Lflavo2a002283P1	XP_624799.3
OG0007311	Lflavo2a013714P1	XP_624801.1
OG0007312	Lflavo2a001155P1	XP_624816.1
OG0007313	Lflavo2a000191P1	XP_624827.3
OG0007314	Lflavo2a009233P1	XP_624889.3
OG0007315	Lflavo2a008268P1	XP_624895.1
OG0007316	Lflavo2a010234P1	XP_624896.1
OG0007317	Lflavo2a009325P1	XP_624908.3
OG0007318	Lflavo2a012554P1	XP_624936.3
OG0007319	Lflavo2a011845P1	XP_624977.1
OG0007320	Lflavo2a003708P1	XP_624987.1
OG0007321	Lflavo2a004075P1	XP_624993.1
OG0007322	Lflavo2a004260P1	XP_625000.3
OG0007323	Lflavo2a011032P1	XP_625001.2
OG0007324	Lflavo2a003740P1	XP_625017.1
OG0007325	Lflavo2a004965P1	XP_625020.3
OG0007326	Lflavo2a008884P1	XP_625027.1
OG0007327	Lflavo2a001096P1	XP_625050.3
OG0007328	Lflavo2a000329P1	XP_625067.1
OG0007329	Lflavo2a008286P1	XP_625070.3
OG0007330	Lflavo2a000378P1	XP_625083.1
OG0007331	Lflavo2a003752P1	XP_625100.1
OG0007332	Lflavo2a012204P1	XP_625101.1
OG0007333	Lflavo2a003846P1	XP_625112.2
OG0007334	Lflavo2a007990P1	XP_625126.3
OG0007335	Lflavo2a007173P1	XP_625154.1
OG0007336	Lflavo2a012057P1	XP_625157.2
OG0007337	Lflavo2a004876P1	XP_625159.2
OG0007338	Lflavo2a012638P1	XP_625169.2
OG0007339	Lflavo2a002616P1	XP_625181.4
OG0007340	Lflavo2a004472P1	XP_625205.1
OG0007341	Lflavo2a005493P1, Lflavo2a005493P2	XP_625206.1
OG0007342	Lflavo2a011691P1	XP_625210.1
OG0007343	Lflavo2a010382P1, Lflavo2a010382P2	XP_625225.1
OG0007344	Lflavo2a011782P1	XP_625226.1
OG0007345	Lflavo2a004297P1	XP_625230.3
OG0007346	Lflavo2a004212P1	XP_625277.1
OG0007421	Lflavo2a005836P1	NP_001011619.1
OG0007422	Lflavo2a011343P1	NP_001011644.1
OG0007423	Lflavo2a004058P1	NP_001011650.1
OG0007425	Lflavo2a005739P1	NP_001012981.1
OG0007426	Lflavo2a003004P1	NP_001013379.1
OG0007427	Lflavo2a003755P1	XP_026298381.1, NP_001035057.1, XP_006567386.1
OG0007428	Lflavo2a002547P1	NP_001035352.2
OG0007429	Lflavo2a003774P1	NP_001035359.1, XP_026296327.1
OG0007430	Lflavo2a010682P1	NP_001091693.1
OG0007431	Lflavo2a004113P1	NP_001107670.1, XP_001120565.2
OG0007432	Lflavo2a005107P1, Lflavo2a005107P2	NP_001129659.1
OG0007433	Lflavo2a002263P1	NP_001135436.1
OG0007434	Lflavo2a011522P1	NP_001155870.1
OG0007435	Lflavo2a003815P1	NP_001158281.1
OG0007436	Lflavo2a006179P1	NP_001161365.1
OG0007437	Lflavo2a009262P1	NP_001166189.1
OG0007438	Lflavo2a000439P1	NP_001171494.1, NP_001171495.1
OG0007439	Lflavo2a008951P1	NP_001193395.1
OG0007440	Lflavo2a008975P1	NP_001193396.1
OG0007441	Lflavo2a009589P1	NP_001207416.1
OG0007442	Lflavo2a011580P1	NP_001229362.1
OG0007443	Lflavo2a003407P1	NP_001229385.1
OG0007444	Lflavo2a009409P1	NP_001229484.1, XP_026297751.1
OG0007445	Lflavo2a013474P1	NP_001229927.1
OG0007446	Lflavo2a012210P1	NP_001257755.1
OG0007447	Lflavo2a013075P1	NP_001257758.1
OG0007448	Lflavo2a013997P1, Lflavo2a013997P2	NP_001257759.1
OG0007449	Lflavo2a000613P1	NP_001257760.1
OG0007451	Lflavo2a000460P1	NP_001314878.1
OG0007452	Lflavo2a013142P1, Lflavo2a013142P2	NP_001318046.1
OG0007453	Lflavo2a004938P1	XP_001119824.1
OG0007454	Lflavo2a003880P1	XP_001119885.1
OG0007455	Lflavo2a003046P1	XP_001119891.2
OG0007456	Lflavo2a001896P1	XP_001119898.1
OG0007457	Lflavo2a001976P1	XP_001119916.1
OG0007458	Lflavo2a010562P1	XP_001119919.1
OG0007459	Lflavo2a002429P1	XP_001120020.1
OG0007460	Lflavo2a013876P1, Lflavo2a013876P2	XP_001120032.3
OG0007461	Lflavo2a005425P1	XP_001120040.2
OG0007462	Lflavo2a013602P1	XP_001120045.3
OG0007463	Lflavo2a009236P1	XP_001120086.2
OG0007464	Lflavo2a004530P1	XP_001120140.3
OG0007465	Lflavo2a001518P1	XP_001120146.1
OG0007466	Lflavo2a000240P1	XP_001120151.1
OG0007467	Lflavo2a004378P1	XP_001120153.2, XP_016767545.1
OG0007468	Lflavo2a010601P1	XP_001120184.2
OG0007469	Lflavo2a013431P1	XP_001120188.1
OG0007470	Lflavo2a000331P1	XP_001120208.2, XP_026301492.1
OG0007471	Lflavo2a013095P1	XP_001120244.1
OG0007472	Lflavo2a006482P1	XP_001120311.1
OG0007473	Lflavo2a010792P1	XP_001120336.2
OG0007474	Lflavo2a012103P1	XP_001120359.2
OG0007476	Lflavo2a007986P1, Lflavo2a007986P4	XP_001120441.2
OG0007478	Lflavo2a006691P1	XP_001120482.1
OG0007479	Lflavo2a006861P1	XP_001120497.1
OG0007480	Lflavo2a001175P1	XP_001120520.1
OG0007481	Lflavo2a000444P1	XP_001120572.3
OG0007482	Lflavo2a007497P1	XP_001120601.2
OG0007483	Lflavo2a005187P1	XP_001120665.2
OG0007484	Lflavo2a011189P1	XP_001120666.1
OG0007485	Lflavo2a000052P1	XP_001120667.3
OG0007486	Lflavo2a009190P1	XP_001120685.1
OG0007487	Lflavo2a001540P1	XP_001120754.2
OG0007488	Lflavo2a009121P1	XP_001120770.1
OG0007489	Lflavo2a013242P1	XP_001120788.1
OG0007490	Lflavo2a003453P1	XP_001120801.1
OG0007491	Lflavo2a010059P1	XP_001120814.2
OG0007492	Lflavo2a013357P1	XP_001120817.2
OG0007493	Lflavo2a002054P1	XP_001120820.2
OG0007494	Lflavo2a006518P1	XP_001120832.2
OG0007495	Lflavo2a002741P1	XP_001120836.2
OG0007496	Lflavo2a010955P1	XP_001120842.5
OG0007497	Lflavo2a007740P1	XP_001120888.2
OG0007498	Lflavo2a001729P1	XP_001120915.2
OG0007499	Lflavo2a003303P1	XP_001120958.2
OG0007500	Lflavo2a004668P1	XP_001121010.1
OG0007501	Lflavo2a002541P1	XP_001121051.2
OG0007502	Lflavo2a013552P1	XP_001121066.2, XP_003249690.1, XP_006560499.1
OG0007503	Lflavo2a001061P1	XP_001121102.2
OG0007504	Lflavo2a009881P1	XP_001121155.2
OG0007505	Lflavo2a000595P1	XP_001121159.1
OG0007506	Lflavo2a006207P1	XP_001121187.2
OG0007507	Lflavo2a004672P1	XP_001121220.1
OG0007508	Lflavo2a007205P1	XP_001121254.2
OG0007510	Lflavo2a011840P1, Lflavo2a011840P2	XP_001121277.2
OG0007511	Lflavo2a002381P1	XP_001121279.1
OG0007512	Lflavo2a010039P1	XP_001121316.2
OG0007513	Lflavo2a006616P1	XP_001121325.1, XP_006569455.1, XP_026297430.1
OG0007514	Lflavo2a002533P1	XP_001121332.3
OG0007516	Lflavo2a012184P1	XP_001121363.2
OG0007517	Lflavo2a013025P1, Lflavo2a013002P1	XP_001121471.3
OG0007518	Lflavo2a007943P1	XP_001121481.1
OG0007519	Lflavo2a002079P1	XP_001121552.2
OG0007520	Lflavo2a003233P1	XP_001121554.3
OG0007521	Lflavo2a008584P1	XP_001121556.1
OG0007523	Lflavo2a004888P1	XP_001121593.3
OG0007524	Lflavo2a005461P1	XP_001121602.2, XP_026296545.1
OG0007525	Lflavo2a000367P1	XP_001121625.2
OG0007526	Lflavo2a003851P1	XP_001121680.2
OG0007527	Lflavo2a011389P1	XP_001121698.2
OG0007528	Lflavo2a001542P1	XP_001121733.1
OG0007529	Lflavo2a007695P1	XP_001121751.2
OG0007530	Lflavo2a014223P1	XP_001121762.2
OG0007531	Lflavo2a009536P1	XP_001121782.1, XP_006561945.1
OG0007532	Lflavo2a010277P1	XP_001121796.2
OG0007533	Lflavo2a011089P1	XP_001121859.1, XP_006566917.1, XP_016770983.1
OG0007534	Lflavo2a000848P1	XP_001121861.1
OG0007535	Lflavo2a011783P1	XP_001121862.1
OG0007536	Lflavo2a007405P1	XP_001121891.1
OG0007537	Lflavo2a000895P1	XP_001121942.2
OG0007538	Lflavo2a008753P1	XP_001121946.2
OG0007539	Lflavo2a000940P1	XP_001121961.1
OG0007540	Lflavo2a000885P1	XP_001121985.1
OG0007541	Lflavo2a001964P1	XP_001122008.1
OG0007542	Lflavo2a012582P1	XP_001122049.2
OG0007543	Lflavo2a010590P1	XP_001122104.1, XP_006567506.1
OG0007544	Lflavo2a011874P1	XP_001122118.2
OG0007545	Lflavo2a008012P1	XP_001122139.1
OG0007546	Lflavo2a005134P1	XP_001122154.3
OG0007547	Lflavo2a002911P1	XP_001122155.2
